ticket_id,satisfaction_score,security_rating,cleanliness_rating,mean_rating,satisfaction_level_id,cleanliness_rating_level_id,security_rating_level_id
2754,9,8,6,7.67,3,2,2
2755,9,8,6,7.67,3,2,2
2756,5,8,9,7.33,1,3,2
2757,7,9,6,7.33,2,2,3
2758,4,6,3,4.33,1,1,2
2759,3,9,3,5.0,1,1,3
2013,5,5,6,5.33,1,2,1
2760,5,8,4,5.67,1,1,2
278,1,7,10,6.0,1,3,2
2761,6,10,1,5.67,2,1,3
2762,6,1,9,5.33,2,3,1
2763,8,10,6,8.0,2,2,3
2764,7,8,6,7.0,2,2,2
2765,9,6,5,6.67,3,1,2
2766,8,8,4,6.67,2,1,2
2767,3,7,2,4.0,1,1,2
1040,5,8,4,5.67,1,1,2
2768,4,8,2,4.67,1,1,2
2769,10,10,5,8.33,3,1,3
2770,6,10,3,6.33,2,1,3
2771,3,10,7,6.67,1,2,3
1169,8,10,6,8.0,2,2,3
2772,9,8,3,6.67,3,1,2
1421,8,8,6,7.33,2,2,2
2773,4,8,3,5.0,1,1,2
2774,7,10,8,8.33,2,2,3
2775,8,7,4,6.33,2,1,2
2776,8,10,2,6.67,2,1,3
2777,2,6,6,4.67,1,2,2
2778,8,7,1,5.33,2,1,2
2779,6,5,4,5.0,2,1,1
2780,5,8,1,4.67,1,1,2
2781,4,9,6,6.33,1,2,3
2782,6,7,9,7.33,2,3,2
2783,1,8,4,4.33,1,1,2
2784,6,7,6,6.33,2,2,2
2785,7,8,6,7.0,2,2,2
2786,10,10,3,7.67,3,1,3
2787,8,7,3,6.0,2,1,2
2055,5,9,6,6.67,1,2,3
2788,5,5,2,4.0,1,1,1
2789,5,7,10,7.33,1,3,2
2790,5,7,4,5.33,1,1,2
2791,8,8,4,6.67,2,1,2
2792,1,9,2,4.0,1,1,3
2793,8,7,6,7.0,2,2,2
2794,4,6,3,4.33,1,1,2
2795,7,9,7,7.67,2,2,3
2796,8,10,6,8.0,2,2,3
2797,1,8,6,5.0,1,2,2
2798,7,10,9,8.67,2,3,3
2799,8,10,2,6.67,2,1,3
2800,1,8,5,4.67,1,1,2
2801,9,9,2,6.67,3,1,3
2802,8,10,6,8.0,2,2,3
2803,6,10,7,7.67,2,2,3
2804,8,8,4,6.67,2,1,2
2805,8,8,6,7.33,2,2,2
2806,10,8,8,8.67,3,2,2
2807,5,8,2,5.0,1,1,2
356,8,9,9,8.67,2,3,3
2808,4,10,8,7.33,1,2,3
2809,5,4,3,4.0,1,1,1
2810,8,8,8,8.0,2,2,2
2811,1,8,6,5.0,1,2,2
2812,7,7,3,5.67,2,1,2
2813,2,2,6,3.33,1,2,1
711,8,8,7,7.67,2,2,2
1055,1,9,6,5.33,1,2,3
553,8,6,4,6.0,2,1,2
2814,6,6,2,4.67,2,1,2
2815,3,6,4,4.33,1,1,2
2816,5,9,5,6.33,1,1,3
2817,8,9,6,7.67,2,2,3
2818,2,8,10,6.67,1,3,2
2819,8,9,6,7.67,2,2,3
2078,4,9,6,6.33,1,2,3
2820,4,7,4,5.0,1,1,2
2821,7,10,7,8.0,2,2,3
2822,9,10,9,9.33,3,3,3
2823,2,9,6,5.67,1,2,3
2824,8,5,1,4.67,2,1,1
2825,8,1,8,5.67,2,2,1
2826,7,5,5,5.67,2,1,1
2827,4,8,9,7.0,1,3,2
2828,8,8,7,7.67,2,2,2
2146,6,7,1,4.67,2,1,2
2829,10,8,5,7.67,3,1,2
2830,2,8,3,4.33,1,1,2
2831,8,8,10,8.67,2,3,2
2075,7,10,2,6.33,2,1,3
629,6,10,7,7.67,2,2,3
263,9,7,6,7.33,3,2,2
2832,4,9,7,6.67,1,2,3
2833,7,9,3,6.33,2,1,3
2834,8,10,4,7.33,2,1,3
2835,3,8,9,6.67,1,3,2
2130,1,9,6,5.33,1,2,3
2836,8,10,5,7.67,2,1,3
2837,1,7,8,5.33,1,2,2
2838,2,7,6,5.0,1,2,2
2839,3,9,3,5.0,1,1,3
761,9,7,3,6.33,3,1,2
2840,1,8,6,5.0,1,2,2
2841,7,8,6,7.0,2,2,2
2842,6,9,4,6.33,2,1,3
2843,9,9,2,6.67,3,1,3
2844,4,8,7,6.33,1,2,2
2845,4,9,5,6.0,1,1,3
2846,7,8,2,5.67,2,1,2
2847,4,6,6,5.33,1,2,2
2848,8,10,6,8.0,2,2,3
2849,5,5,6,5.33,1,2,1
2850,2,7,1,3.33,1,1,2
2851,8,9,1,6.0,2,1,3
2852,1,2,6,3.0,1,2,1
2853,7,8,7,7.33,2,2,2
1550,6,10,6,7.33,2,2,3
2854,5,8,5,6.0,1,1,2
2855,6,8,3,5.67,2,1,2
2856,8,6,6,6.67,2,2,2
2857,5,9,3,5.67,1,1,3
2652,4,5,9,6.0,1,3,1
749,7,7,6,6.67,2,2,2
2858,9,1,2,4.0,3,1,1
2691,7,8,6,7.0,2,2,2
2859,4,6,7,5.67,1,2,2
2860,2,8,3,4.33,1,1,2
2861,3,9,8,6.67,1,2,3
2862,6,10,10,8.67,2,3,3
2863,4,10,7,7.0,1,2,3
2864,8,7,2,5.67,2,1,2
2865,8,5,7,6.67,2,2,1
2866,9,10,2,7.0,3,1,3
2867,7,7,4,6.0,2,1,2
2868,8,8,6,7.33,2,2,2
2869,9,9,3,7.0,3,1,3
2870,6,8,4,6.0,2,1,2
1960,6,7,9,7.33,2,3,2
2871,5,9,8,7.33,1,2,3
2872,7,8,1,5.33,2,1,2
2873,1,10,9,6.67,1,3,3
1058,2,9,5,5.33,1,1,3
2874,10,6,3,6.33,3,1,2
2875,7,10,2,6.33,2,1,3
2876,8,7,3,6.0,2,1,2
2877,8,6,3,5.67,2,1,2
2159,8,8,2,6.0,2,1,2
2878,8,8,6,7.33,2,2,2
2879,1,9,7,5.67,1,2,3
2880,4,8,4,5.33,1,1,2
2881,6,8,9,7.67,2,3,2
1757,1,8,9,6.0,1,3,2
2882,1,10,3,4.67,1,1,3
2883,4,8,6,6.0,1,2,2
2884,10,7,8,8.33,3,2,2
2885,2,6,4,4.0,1,1,2
2886,8,4,4,5.33,2,1,1
2887,1,8,9,6.0,1,3,2
2888,9,9,2,6.67,3,1,3
2889,7,8,6,7.0,2,2,2
2890,4,10,5,6.33,1,1,3
2079,8,10,6,8.0,2,2,3
2891,6,9,8,7.67,2,2,3
2892,9,8,5,7.33,3,1,2
2893,7,7,7,7.0,2,2,2
2756,5,10,4,6.33,1,1,3
2894,8,6,3,5.67,2,1,2
2895,1,9,3,4.33,1,1,3
2896,1,8,4,4.33,1,1,2
2897,7,5,10,7.33,2,3,1
2898,6,6,2,4.67,2,1,2
2899,4,10,9,7.67,1,3,3
2900,8,10,6,8.0,2,2,3
2901,6,5,9,6.67,2,3,1
2902,7,7,6,6.67,2,2,2
1822,8,5,7,6.67,2,2,1
2903,8,7,3,6.0,2,1,2
2904,4,7,6,5.67,1,2,2
2905,4,8,7,6.33,1,2,2
2906,5,5,5,5.0,1,1,1
2907,1,4,3,2.67,1,1,1
2908,7,10,6,7.67,2,2,3
1486,7,6,7,6.67,2,2,2
2909,5,9,3,5.67,1,1,3
2910,8,8,3,6.33,2,1,2
785,8,8,3,6.33,2,1,2
2911,2,7,6,5.0,1,2,2
2912,2,7,7,5.33,1,2,2
2913,8,9,9,8.67,2,3,3
2914,5,8,4,5.67,1,1,2
2741,1,7,3,3.67,1,1,2
2915,6,10,9,8.33,2,3,3
2916,2,8,5,5.0,1,1,2
427,5,5,6,5.33,1,2,1
2917,5,9,3,5.67,1,1,3
2918,5,9,3,5.67,1,1,3
2919,1,2,2,1.67,1,1,1
2920,4,10,2,5.33,1,1,3
2921,2,7,7,5.33,1,2,2
2922,7,7,5,6.33,2,1,2
2923,8,9,2,6.33,2,1,3
2924,6,5,6,5.67,2,2,1
298,4,8,7,6.33,1,2,2
2925,8,9,1,6.0,2,1,3
2926,1,7,2,3.33,1,1,2
2927,1,9,10,6.67,1,3,3
1901,5,6,2,4.33,1,1,2
2928,5,2,2,3.0,1,1,1
2929,8,7,10,8.33,2,3,2
2930,2,5,4,3.67,1,1,1
2931,9,8,5,7.33,3,1,2
2932,8,8,4,6.67,2,1,2
2933,4,10,6,6.67,1,2,3
2934,8,7,4,6.33,2,1,2
2935,4,10,6,6.67,1,2,3
2936,7,5,8,6.67,2,2,1
460,10,7,4,7.0,3,1,2
2937,4,9,4,5.67,1,1,3
2938,2,10,6,6.0,1,2,3
2939,8,8,4,6.67,2,1,2
2940,6,5,10,7.0,2,3,1
2941,8,7,2,5.67,2,1,2
2942,8,9,3,6.67,2,1,3
410,6,8,4,6.0,2,1,2
2943,1,1,2,1.33,1,1,1
2200,4,7,3,4.67,1,1,2
2944,8,9,5,7.33,2,1,3
609,8,2,2,4.0,2,1,1
2945,1,10,6,5.67,1,2,3
2946,5,9,6,6.67,1,2,3
2947,1,8,5,4.67,1,1,2
2948,8,1,5,4.67,2,1,1
1423,1,9,6,5.33,1,2,3
2949,8,6,4,6.0,2,1,2
2950,7,9,4,6.67,2,1,3
2951,8,9,7,8.0,2,2,3
2952,3,6,4,4.33,1,1,2
740,6,10,6,7.33,2,2,3
2953,8,2,2,4.0,2,1,1
2954,4,10,6,6.67,1,2,3
2955,7,9,3,6.33,2,1,3
2299,1,8,1,3.33,1,1,2
2956,2,9,9,6.67,1,3,3
2957,4,8,5,5.67,1,1,2
2958,9,8,6,7.67,3,2,2
2959,1,9,2,4.0,1,1,3
2960,6,9,7,7.33,2,2,3
2281,4,5,5,4.67,1,1,1
2899,8,9,9,8.67,2,3,3
2961,4,10,2,5.33,1,1,3
2962,4,9,9,7.33,1,3,3
2963,4,5,5,4.67,1,1,1
2964,7,8,3,6.0,2,1,2
2965,4,8,1,4.33,1,1,2
2966,7,4,10,7.0,2,3,1
2967,7,9,1,5.67,2,1,3
2968,9,2,4,5.0,3,1,1
2969,8,8,6,7.33,2,2,2
2970,8,7,4,6.33,2,1,2
2040,8,7,4,6.33,2,1,2
2971,8,10,3,7.0,2,1,3
2972,7,7,10,8.0,2,3,2
2973,8,8,3,6.33,2,1,2
2974,8,8,2,6.0,2,1,2
2975,9,6,3,6.0,3,1,2
1303,8,8,10,8.67,2,3,2
2976,4,5,3,4.0,1,1,1
2977,7,8,5,6.67,2,1,2
2978,6,8,3,5.67,2,1,2
2979,6,6,2,4.67,2,1,2
2980,8,9,4,7.0,2,1,3
2981,6,10,6,7.33,2,2,3
2982,4,2,3,3.0,1,1,1
2983,8,10,2,6.67,2,1,3
2984,8,7,5,6.67,2,1,2
2084,8,9,2,6.33,2,1,3
2985,9,8,1,6.0,3,1,2
2084,8,8,10,8.67,2,3,2
2351,4,8,7,6.33,1,2,2
2986,6,7,3,5.33,2,1,2
2987,8,6,7,7.0,2,2,2
2988,8,9,3,6.67,2,1,3
2989,4,7,3,4.67,1,1,2
2990,8,10,6,8.0,2,2,3
2991,8,9,6,7.67,2,2,3
2992,8,9,3,6.67,2,1,3
2993,6,8,7,7.0,2,2,2
2994,9,10,10,9.67,3,3,3
2995,8,7,2,5.67,2,1,2
2996,7,6,3,5.33,2,1,2
457,8,9,4,7.0,2,1,3
2997,2,7,5,4.67,1,1,2
2998,6,7,4,5.67,2,1,2
2999,1,8,3,4.0,1,1,2
3000,2,1,7,3.33,1,2,1
3001,8,7,2,5.67,2,1,2
3002,1,9,2,4.0,1,1,3
3003,8,6,1,5.0,2,1,2
2490,1,9,3,4.33,1,1,3
435,7,9,2,6.0,2,1,3
3004,8,8,5,7.0,2,1,2
3005,9,8,2,6.33,3,1,2
3006,8,9,5,7.33,2,1,3
2744,1,2,4,2.33,1,1,1
3007,4,7,2,4.33,1,1,2
2419,9,9,6,8.0,3,2,3
3008,1,8,1,3.33,1,1,2
3009,8,9,7,8.0,2,2,3
1336,5,7,4,5.33,1,1,2
3010,1,8,7,5.33,1,2,2
3011,6,9,5,6.67,2,1,3
3012,8,7,10,8.33,2,3,2
3013,8,10,6,8.0,2,2,3
3014,7,7,3,5.67,2,1,2
3015,7,9,2,6.0,2,1,3
3016,5,9,5,6.33,1,1,3
3017,8,8,7,7.67,2,2,2
3018,9,8,4,7.0,3,1,2
3019,9,9,6,8.0,3,2,3
2738,1,9,3,4.33,1,1,3
3020,7,10,5,7.33,2,1,3
3021,6,8,10,8.0,2,3,2
3022,4,5,7,5.33,1,2,1
3023,5,9,6,6.67,1,2,3
3024,6,5,9,6.67,2,3,1
3025,6,6,2,4.67,2,1,2
3026,8,10,7,8.33,2,2,3
3027,8,9,4,7.0,2,1,3
3028,6,6,3,5.0,2,1,2
3029,5,10,4,6.33,1,1,3
3030,7,9,10,8.67,2,3,3
3031,1,9,5,5.0,1,1,3
3032,8,9,7,8.0,2,2,3
2873,9,10,6,8.33,3,2,3
3033,4,8,3,5.0,1,1,2
3034,6,6,3,5.0,2,1,2
3035,9,9,2,6.67,3,1,3
3036,8,9,4,7.0,2,1,3
3037,4,9,3,5.33,1,1,3
3038,4,8,7,6.33,1,2,2
3039,9,9,6,8.0,3,2,3
3040,1,6,6,4.33,1,2,2
3041,8,8,6,7.33,2,2,2
3042,8,8,3,6.33,2,1,2
3043,4,6,8,6.0,1,2,2
3044,8,8,4,6.67,2,1,2
3045,8,7,2,5.67,2,1,2
3046,4,7,9,6.67,1,3,2
3047,4,2,3,3.0,1,1,1
3048,1,9,1,3.67,1,1,3
3049,1,8,4,4.33,1,1,2
3050,1,7,9,5.67,1,3,2
1137,3,9,3,5.0,1,1,3
3051,8,8,10,8.67,2,3,2
3052,8,10,2,6.67,2,1,3
3053,3,2,5,3.33,1,1,1
2426,3,8,6,5.67,1,2,2
3054,8,7,6,7.0,2,2,2
3055,6,10,8,8.0,2,2,3
3056,5,6,5,5.33,1,1,2
3057,10,6,6,7.33,3,2,2
3058,8,10,7,8.33,2,2,3
3059,4,8,6,6.0,1,2,2
466,3,8,5,5.33,1,1,2
3060,6,7,4,5.67,2,1,2
3061,8,7,3,6.0,2,1,2
3062,7,7,6,6.67,2,2,2
3063,8,10,7,8.33,2,2,3
3064,2,6,6,4.67,1,2,2
3065,5,8,3,5.33,1,1,2
3066,7,9,6,7.33,2,2,3
1540,6,8,6,6.67,2,2,2
3067,6,10,8,8.0,2,2,3
3068,4,5,2,3.67,1,1,1
3069,6,8,7,7.0,2,2,2
3070,8,6,6,6.67,2,2,2
58,7,8,6,7.0,2,2,2
1351,8,10,2,6.67,2,1,3
3071,8,8,5,7.0,2,1,2
3072,8,9,6,7.67,2,2,3
3073,4,9,7,6.67,1,2,3
3074,4,8,7,6.33,1,2,2
3075,2,9,7,6.0,1,2,3
3076,3,7,4,4.67,1,1,2
1525,8,8,3,6.33,2,1,2
3077,8,8,6,7.33,2,2,2
3078,1,9,3,4.33,1,1,3
3079,1,9,5,5.0,1,1,3
307,9,9,2,6.67,3,1,3
3080,8,10,4,7.33,2,1,3
1451,10,2,5,5.67,3,1,1
3081,7,8,2,5.67,2,1,2
3082,8,8,6,7.33,2,2,2
3083,4,6,3,4.33,1,1,2
3084,4,6,6,5.33,1,2,2
3085,8,7,5,6.67,2,1,2
3086,3,10,7,6.67,1,2,3
3087,1,8,9,6.0,1,3,2
3088,7,9,3,6.33,2,1,3
3089,9,10,2,7.0,3,1,3
3090,2,6,6,4.67,1,2,2
3091,8,8,4,6.67,2,1,2
3092,1,8,2,3.67,1,1,2
531,5,10,2,5.67,1,1,3
3093,5,8,3,5.33,1,1,2
3094,9,7,6,7.33,3,2,2
3095,9,10,6,8.33,3,2,3
3096,1,6,10,5.67,1,3,2
3097,5,10,5,6.67,1,1,3
3098,9,10,2,7.0,3,1,3
2896,9,8,3,6.67,3,1,2
3099,4,2,8,4.67,1,2,1
3100,7,9,4,6.67,2,1,3
2207,8,9,5,7.33,2,1,3
3101,2,6,4,4.0,1,1,2
3102,3,6,2,3.67,1,1,2
3103,3,9,9,7.0,1,3,3
3104,1,8,6,5.0,1,2,2
3105,3,9,9,7.0,1,3,3
2398,3,6,6,5.0,1,2,2
2933,4,8,4,5.33,1,1,2
1415,9,7,7,7.67,3,2,2
3106,9,8,4,7.0,3,1,2
2992,1,8,6,5.0,1,2,2
3107,4,8,4,5.33,1,1,2
2975,8,8,10,8.67,2,3,2
734,6,9,7,7.33,2,2,3
3108,3,2,5,3.33,1,1,1
3109,3,8,3,4.67,1,1,2
3110,8,8,7,7.67,2,2,2
1370,8,8,9,8.33,2,3,2
3111,9,6,6,7.0,3,2,2
3112,1,10,7,6.0,1,2,3
3113,7,9,5,7.0,2,1,3
1941,7,9,5,7.0,2,1,3
3114,3,7,6,5.33,1,2,2
178,6,9,4,6.33,2,1,3
3115,8,8,7,7.67,2,2,2
3116,7,9,2,6.0,2,1,3
3117,8,9,6,7.67,2,2,3
3118,8,10,10,9.33,2,3,3
3119,8,6,9,7.67,2,3,2
3120,8,6,7,7.0,2,2,2
3121,9,9,6,8.0,3,2,3
3122,2,8,6,5.33,1,2,2
3123,8,8,6,7.33,2,2,2
3124,7,6,3,5.33,2,1,2
3125,4,7,6,5.67,1,2,2
3126,9,6,2,5.67,3,1,2
3127,5,2,2,3.0,1,1,1
1366,1,10,6,5.67,1,2,3
743,7,7,9,7.67,2,3,2
3075,1,10,3,4.67,1,1,3
3128,8,9,2,6.33,2,1,3
3129,3,7,6,5.33,1,2,2
3130,1,5,1,2.33,1,1,1
3131,10,5,5,6.67,3,1,1
1197,1,7,2,3.33,1,1,2
3132,1,6,2,3.0,1,1,2
3021,2,8,4,4.67,1,1,2
3133,4,8,2,4.67,1,1,2
3134,7,9,6,7.33,2,2,3
3135,5,5,2,4.0,1,1,1
3136,8,10,7,8.33,2,2,3
1031,7,8,4,6.33,2,1,2
3137,1,8,9,6.0,1,3,2
3138,1,7,8,5.33,1,2,2
1932,3,7,6,5.33,1,2,2
3139,9,6,3,6.0,3,1,2
3140,8,6,5,6.33,2,1,2
3141,10,9,5,8.0,3,1,3
3142,8,8,2,6.0,2,1,2
3143,5,8,3,5.33,1,1,2
3144,6,9,3,6.0,2,1,3
3145,1,8,3,4.0,1,1,2
3146,8,7,5,6.67,2,1,2
2662,8,9,5,7.33,2,1,3
3147,6,6,8,6.67,2,2,2
3148,8,8,2,6.0,2,1,2
3149,2,8,1,3.67,1,1,2
3150,7,4,2,4.33,2,1,1
3151,5,4,5,4.67,1,1,1
3152,1,9,3,4.33,1,1,3
3153,4,7,7,6.0,1,2,2
2864,8,9,4,7.0,2,1,3
3154,5,9,3,5.67,1,1,3
3155,4,8,8,6.67,1,2,2
3156,2,6,4,4.0,1,1,2
3157,1,2,3,2.0,1,1,1
3158,8,7,7,7.33,2,2,2
3159,8,8,2,6.0,2,1,2
355,4,7,7,6.0,1,2,2
3160,6,9,3,6.0,2,1,3
3161,7,6,2,5.0,2,1,2
3162,2,7,7,5.33,1,2,2
3163,4,8,2,4.67,1,1,2
3164,7,10,5,7.33,2,1,3
3165,10,8,7,8.33,3,2,2
3166,1,7,5,4.33,1,1,2
418,8,7,2,5.67,2,1,2
1982,8,9,6,7.67,2,2,3
3167,5,7,9,7.0,1,3,2
3168,8,2,2,4.0,2,1,1
3169,4,5,7,5.33,1,2,1
3170,8,8,4,6.67,2,1,2
3171,9,8,2,6.33,3,1,2
1010,8,8,5,7.0,2,1,2
3172,8,9,3,6.67,2,1,3
3173,6,8,8,7.33,2,2,2
3174,8,8,7,7.67,2,2,2
3175,8,1,4,4.33,2,1,1
3176,7,10,3,6.67,2,1,3
3177,7,10,6,7.67,2,2,3
3178,4,8,7,6.33,1,2,2
3179,5,6,6,5.67,1,2,2
3180,8,8,2,6.0,2,1,2
3181,1,9,7,5.67,1,2,3
3182,10,6,6,7.33,3,2,2
3183,4,10,7,7.0,1,2,3
2823,8,9,3,6.67,2,1,3
2445,7,9,6,7.33,2,2,3
3184,4,9,6,6.33,1,2,3
3185,1,8,3,4.0,1,1,2
3186,1,10,2,4.33,1,1,3
3187,1,10,5,5.33,1,1,3
3188,1,5,4,3.33,1,1,1
3189,8,8,3,6.33,2,1,2
3190,3,8,3,4.67,1,1,2
3191,9,9,3,7.0,3,1,3
32,8,8,10,8.67,2,3,2
3192,1,7,10,6.0,1,3,2
3193,5,6,3,4.67,1,1,2
2593,1,9,5,5.0,1,1,3
3194,1,8,4,4.33,1,1,2
3195,10,7,4,7.0,3,1,2
1943,1,10,2,4.33,1,1,3
2905,3,6,6,5.0,1,2,2
2021,1,8,7,5.33,1,2,2
3196,7,4,4,5.0,2,1,1
3197,6,7,5,6.0,2,1,2
3161,8,10,9,9.0,2,3,3
3198,6,7,2,5.0,2,1,2
3199,7,10,2,6.33,2,1,3
3200,8,6,3,5.67,2,1,2
3201,1,10,4,5.0,1,1,3
3202,8,9,6,7.67,2,2,3
3203,8,8,2,6.0,2,1,2
3204,8,1,10,6.33,2,3,1
3205,7,6,5,6.0,2,1,2
2054,4,8,5,5.67,1,1,2
3206,8,1,4,4.33,2,1,1
3207,4,8,2,4.67,1,1,2
3208,7,5,6,6.0,2,2,1
3209,1,10,4,5.0,1,1,3
3210,6,6,8,6.67,2,2,2
3211,2,7,8,5.67,1,2,2
3212,8,7,4,6.33,2,1,2
1101,1,8,3,4.0,1,1,2
3213,8,7,2,5.67,2,1,2
1294,7,7,3,5.67,2,1,2
3214,6,9,9,8.0,2,3,3
3215,8,1,2,3.67,2,1,1
3216,4,9,5,6.0,1,1,3
3217,8,7,6,7.0,2,2,2
3218,3,8,4,5.0,1,1,2
3219,8,7,6,7.0,2,2,2
3220,6,9,3,6.0,2,1,3
3221,6,7,4,5.67,2,1,2
3222,6,9,3,6.0,2,1,3
3223,8,10,4,7.33,2,1,3
3224,8,9,4,7.0,2,1,3
2919,10,10,4,8.0,3,1,3
3225,4,7,6,5.67,1,2,2
2263,4,7,4,5.0,1,1,2
3226,8,10,4,7.33,2,1,3
3227,7,8,5,6.67,2,1,2
3228,8,7,7,7.33,2,2,2
3229,6,4,4,4.67,2,1,1
3230,8,7,8,7.67,2,2,2
3231,7,9,4,6.67,2,1,3
3232,4,7,2,4.33,1,1,2
3233,9,5,5,6.33,3,1,1
3234,10,8,10,9.33,3,3,2
3235,1,5,9,5.0,1,3,1
3236,2,9,1,4.0,1,1,3
3237,6,8,7,7.0,2,2,2
421,8,10,3,7.0,2,1,3
3238,8,10,6,8.0,2,2,3
3239,3,5,6,4.67,1,2,1
2965,9,7,1,5.67,3,1,2
3240,8,10,2,6.67,2,1,3
3241,1,8,4,4.33,1,1,2
3242,8,9,3,6.67,2,1,3
3243,6,6,3,5.0,2,1,2
3244,8,6,4,6.0,2,1,2
3245,6,6,6,6.0,2,2,2
3246,4,7,2,4.33,1,1,2
3170,6,7,7,6.67,2,2,2
1191,7,7,3,5.67,2,1,2
3247,2,6,2,3.33,1,1,2
3248,4,10,1,5.0,1,1,3
3249,3,9,8,6.67,1,2,3
3250,8,7,9,8.0,2,3,2
3251,4,10,1,5.0,1,1,3
3252,2,8,9,6.33,1,3,2
2592,3,9,10,7.33,1,3,3
3253,8,8,4,6.67,2,1,2
3254,8,6,7,7.0,2,2,2
3255,7,1,2,3.33,2,1,1
3256,6,8,4,6.0,2,1,2
3257,2,7,2,3.67,1,1,2
423,9,10,6,8.33,3,2,3
3258,1,8,2,3.67,1,1,2
3259,4,8,4,5.33,1,1,2
3260,9,10,2,7.0,3,1,3
3261,8,10,6,8.0,2,2,3
1686,8,7,4,6.33,2,1,2
3262,9,6,1,5.33,3,1,2
3263,4,9,3,5.33,1,1,3
3264,6,10,5,7.0,2,1,3
3265,10,7,9,8.67,3,3,2
2931,5,7,3,5.0,1,1,2
1402,4,8,10,7.33,1,3,2
2958,8,10,3,7.0,2,1,3
3266,8,9,9,8.67,2,3,3
3267,1,10,10,7.0,1,3,3
3268,8,7,6,7.0,2,2,2
3269,5,10,7,7.33,1,2,3
3270,4,9,4,5.67,1,1,3
3271,6,8,4,6.0,2,1,2
3272,6,9,7,7.33,2,2,3
1426,5,9,7,7.0,1,2,3
3273,1,7,7,5.0,1,2,2
3274,1,10,6,5.67,1,2,3
3275,7,9,6,7.33,2,2,3
3276,8,9,6,7.67,2,2,3
1380,7,8,2,5.67,2,1,2
917,2,9,9,6.67,1,3,3
3277,5,5,1,3.67,1,1,1
3278,2,6,6,4.67,1,2,2
3279,6,8,5,6.33,2,1,2
3280,4,8,8,6.67,1,2,2
3281,4,8,6,6.0,1,2,2
3282,6,7,2,5.0,2,1,2
3283,8,7,3,6.0,2,1,2
3284,1,6,6,4.33,1,2,2
3285,8,6,3,5.67,2,1,2
3286,5,8,2,5.0,1,1,2
2297,8,9,3,6.67,2,1,3
1913,8,7,5,6.67,2,1,2
3287,9,10,3,7.33,3,1,3
3288,2,8,3,4.33,1,1,2
3289,4,10,4,6.0,1,1,3
3290,7,6,2,5.0,2,1,2
3291,6,7,7,6.67,2,2,2
3292,8,9,2,6.33,2,1,3
3293,8,5,10,7.67,2,3,1
3294,4,9,6,6.33,1,2,3
3295,8,10,2,6.67,2,1,3
3296,8,7,3,6.0,2,1,2
3297,4,7,10,7.0,1,3,2
3298,8,8,5,7.0,2,1,2
3299,4,8,8,6.67,1,2,2
3300,7,5,4,5.33,2,1,1
3301,1,8,9,6.0,1,3,2
3302,3,8,6,5.67,1,2,2
3303,8,9,6,7.67,2,2,3
3281,8,8,10,8.67,2,3,2
3304,9,7,6,7.33,3,2,2
3305,8,6,4,6.0,2,1,2
844,6,9,6,7.0,2,2,3
3306,8,7,5,6.67,2,1,2
3307,4,9,4,5.67,1,1,3
3308,4,9,1,4.67,1,1,3
3309,9,7,8,8.0,3,2,2
3310,4,8,3,5.0,1,1,2
3311,2,7,8,5.67,1,2,2
3312,8,8,2,6.0,2,1,2
3313,1,10,7,6.0,1,2,3
3314,8,7,6,7.0,2,2,2
3315,1,10,6,5.67,1,2,3
3316,4,7,6,5.67,1,2,2
2547,1,9,7,5.67,1,2,3
3317,8,10,5,7.67,2,1,3
3318,3,4,6,4.33,1,2,1
721,7,6,2,5.0,2,1,2
2143,5,8,6,6.33,1,2,2
3319,10,9,1,6.67,3,1,3
1587,10,8,4,7.33,3,1,2
88,2,9,5,5.33,1,1,3
3320,8,5,9,7.33,2,3,1
3321,8,2,4,4.67,2,1,1
3322,6,8,2,5.33,2,1,2
1569,8,6,9,7.67,2,3,2
3323,4,10,2,5.33,1,1,3
3324,9,10,8,9.0,3,2,3
3325,9,10,3,7.33,3,1,3
3326,7,7,9,7.67,2,3,2
3327,2,8,6,5.33,1,2,2
3328,5,6,2,4.33,1,1,2
3329,8,8,7,7.67,2,2,2
3330,5,9,8,7.33,1,2,3
3331,6,7,10,7.67,2,3,2
3332,8,8,6,7.33,2,2,2
3333,4,6,4,4.67,1,1,2
3334,3,8,5,5.33,1,1,2
2798,7,9,3,6.33,2,1,3
1850,9,7,6,7.33,3,2,2
3335,8,8,2,6.0,2,1,2
3336,2,8,1,3.67,1,1,2
3337,1,7,4,4.0,1,1,2
3338,8,8,2,6.0,2,1,2
3339,8,5,2,5.0,2,1,1
3340,8,9,5,7.33,2,1,3
3341,10,7,5,7.33,3,1,2
3342,7,8,7,7.33,2,2,2
3343,7,9,6,7.33,2,2,3
2582,1,7,4,4.0,1,1,2
3344,1,7,4,4.0,1,1,2
3345,1,10,9,6.67,1,3,3
2308,8,7,2,5.67,2,1,2
3346,9,8,7,8.0,3,2,2
3347,9,9,4,7.33,3,1,3
3348,6,6,7,6.33,2,2,2
3349,9,7,10,8.67,3,3,2
3350,8,10,3,7.0,2,1,3
3351,3,9,4,5.33,1,1,3
3352,8,7,9,8.0,2,3,2
3353,3,9,3,5.0,1,1,3
3354,4,6,4,4.67,1,1,2
3355,5,8,4,5.67,1,1,2
3356,6,9,8,7.67,2,2,3
3357,9,9,10,9.33,3,3,3
3358,7,1,3,3.67,2,1,1
