ticket_id,food_expense,drink_expense,merch_expense,total_spent,payment_method_id
1701,40.17,28.24,76.3,144.71,2
1702,32.75,35.51,18.12,86.38,2
1703,15.73,57.56,92.1,165.39,2
1704,41.85,34.13,18.32,94.3,2
1705,36.49,19.77,30.96,87.22,1
1706,8.09,34.4,65.42,107.91,1
395,9.01,31.23,52.13,92.37,2
1707,14.17,41.58,16.46,72.21,2
1708,20.77,44.37,54.71,119.85,2
1709,36.17,55.01,50.56,141.74,2
1710,30.2,10.15,64.17,104.52,1
1711,31.97,18.04,18.74,68.75,1
1712,19.72,57.05,15.32,92.09,2
1713,12.94,29.15,48.02,90.11,2
1714,29.7,54.65,85.15,169.5,2
1715,20.77,44.32,44.15,109.24,2
1716,8.35,11.32,66.34,86.01,1
1717,18.84,20.8,47.56,87.2,2
1718,19.72,51.64,13.82,85.18,3
1719,41.89,37.37,22.83,102.09,2
1720,12.55,11.25,41.25,65.05,1
1721,21.14,42.92,77.49,141.55,2
1722,41.85,18.59,37.87,98.31,2
1263,27.58,56.25,91.22,175.05,2
731,15.46,54.24,80.24,149.94,2
1723,26.8,37.05,33.61,97.46,2
1724,33.91,8.54,85.78,128.23,1
1725,39.35,42.53,12.71,94.59,2
1726,34.48,22.98,48.94,106.4,1
1727,14.59,32.86,59.22,106.67,2
1728,9.51,16.91,16.7,43.12,2
1729,17.31,14.65,83.89,115.85,1
1730,46.09,30.33,41.7,118.12,2
1731,49.51,10.65,95.01,155.17,2
1732,35.24,45.8,31.53,112.57,1
1733,48.78,8.27,5.62,62.67,2
1734,30.22,9.08,90.63,129.93,1
1735,39.54,1.51,13.01,54.06,2
1736,25.12,35.8,72.03,132.95,2
1737,43.01,3.55,24.34,70.9,3
1738,32.78,3.97,59.55,96.3,2
1739,47.43,44.91,38.79,131.13,2
1740,44.06,58.9,27.61,130.57,1
1741,48.4,47.05,8.33,103.78,1
68,20.36,48.08,5.02,73.46,2
1742,31.55,47.0,60.18,138.73,2
1743,0.99,52.23,61.41,114.63,1
1744,12.46,31.57,10.45,54.48,1
1745,33.74,30.6,28.26,92.6,2
1746,26.42,4.11,98.7,129.23,2
1747,31.17,12.22,50.31,93.7,1
1748,5.44,9.3,80.5,95.24,2
1749,22.62,38.04,92.09,152.75,2
1750,16.4,19.88,29.77,66.05,1
1751,44.9,6.18,40.68,91.76,2
1752,17.48,4.82,17.12,39.42,2
1753,41.88,56.42,77.41,175.71,2
1754,13.09,6.3,57.64,77.03,2
1755,4.24,34.68,87.04,125.96,2
1756,25.86,23.74,49.96,99.56,2
1757,46.7,47.75,63.55,158.0,2
1758,22.43,5.71,56.67,84.81,2
1759,27.98,11.0,47.32,86.3,2
1760,35.64,2.45,8.58,46.67,2
1761,12.33,31.02,65.74,109.09,3
732,25.5,20.76,5.63,51.89,1
1762,31.29,50.78,70.59,152.66,2
1763,25.78,48.37,91.32,165.47,2
1764,15.96,23.96,66.87,106.79,2
1765,10.14,38.74,6.45,55.33,2
1766,35.92,31.06,4.33,71.31,1
1767,10.74,51.21,67.73,129.68,2
1768,17.15,21.18,40.02,78.35,2
1769,37.25,27.07,1.82,66.14,2
414,26.25,20.24,47.07,93.56,1
1770,25.4,10.19,97.04,132.63,2
388,12.95,59.27,10.99,83.21,1
1771,2.67,38.5,59.01,100.18,2
1772,9.78,14.58,90.8,115.16,2
1773,44.18,0.19,44.58,88.95,2
1774,8.62,31.46,94.15,134.23,1
1775,7.04,24.11,33.06,64.21,2
142,6.14,55.05,62.78,123.97,2
1776,41.83,36.21,8.14,86.18,2
1777,3.68,18.49,64.31,86.48,2
1778,49.68,41.62,15.03,106.33,3
1779,26.14,9.5,65.39,101.03,1
1780,8.96,3.93,62.51,75.4,2
1781,26.32,20.98,87.99,135.29,2
788,0.58,28.63,28.54,57.75,3
1782,20.52,22.09,52.62,95.23,2
1783,38.52,19.34,83.7,141.56,1
1784,28.11,3.24,78.83,110.18,2
1785,24.7,39.99,70.03,134.72,1
1786,40.03,1.11,92.29,133.43,2
1787,24.79,11.25,12.96,49.0,2
205,45.73,13.83,21.02,80.58,2
1788,46.65,59.59,90.64,196.88,1
1789,42.47,46.43,51.24,140.14,2
1790,47.46,31.17,93.14,171.77,2
1791,8.83,26.47,89.6,124.9,1
1792,44.71,26.93,63.51,135.15,2
1793,42.15,0.67,34.62,77.44,2
1794,26.87,33.45,73.96,134.28,2
1795,38.73,13.71,92.8,145.24,2
1796,9.61,10.8,32.78,53.19,2
1797,25.48,15.14,68.12,108.74,2
1798,39.04,13.46,32.99,85.49,2
1799,14.48,24.33,91.89,130.7,2
1800,5.47,42.37,12.39,60.23,2
1801,36.44,57.79,73.34,167.57,2
1802,28.13,38.17,55.49,121.79,2
1803,6.46,59.95,55.32,121.73,1
1804,15.97,50.45,19.48,85.9,2
1805,6.67,27.67,16.19,50.53,2
1806,48.9,10.37,61.55,120.82,2
1807,49.13,53.22,31.33,133.68,1
1808,12.09,35.34,25.34,72.77,1
1809,43.84,50.39,88.98,183.21,1
1810,38.38,12.37,84.22,134.97,2
1811,23.47,7.8,33.31,64.58,2
1812,49.44,3.44,39.98,92.86,2
1813,6.98,47.82,39.27,94.07,2
1814,28.5,46.8,11.51,86.81,2
1815,9.65,55.03,10.79,75.47,2
1816,49.79,51.39,7.03,108.21,1
1817,23.77,24.45,11.19,59.41,2
1818,16.8,54.9,81.64,153.34,2
1819,1.21,37.41,57.77,96.39,2
1820,33.71,7.52,2.81,44.04,1
1821,30.36,40.85,23.14,94.35,1
1822,3.9,22.43,55.62,81.95,1
1823,14.91,12.28,46.43,73.62,1
1824,6.86,54.91,98.4,160.17,2
1825,40.69,8.88,64.1,113.67,2
1826,25.15,37.58,58.84,121.57,2
1827,19.65,11.1,19.84,50.59,2
1136,40.31,9.45,95.68,145.44,2
1828,22.31,6.5,81.56,110.37,1
1829,46.1,43.34,82.21,171.65,2
738,5.45,53.79,12.99,72.23,1
1830,46.47,22.52,51.38,120.37,1
1831,13.61,43.45,62.8,119.86,1
1832,13.16,15.11,49.92,78.19,2
1833,26.49,52.04,8.09,86.62,2
96,36.87,2.3,37.12,76.29,2
1834,10.63,31.09,13.37,55.09,2
1835,27.48,33.47,21.41,82.36,2
1836,33.14,33.6,78.01,144.75,2
1837,30.15,25.68,47.01,102.84,1
1838,48.47,4.0,50.27,102.74,1
1324,8.53,14.44,6.77,29.74,2
1839,45.59,40.99,75.59,162.17,2
1840,2.22,56.21,33.62,92.05,1
1841,2.48,5.17,66.36,74.01,2
1842,47.66,25.6,95.94,169.2,1
1843,48.21,41.59,34.35,124.15,2
1844,28.31,48.13,31.74,108.18,2
1845,7.21,33.69,9.66,50.56,2
1846,32.13,7.05,46.19,85.37,2
1847,47.32,40.73,95.12,183.17,2
1848,13.95,11.15,13.23,38.33,1
1849,48.24,46.15,56.34,150.73,2
1850,44.91,31.61,93.65,170.17,2
1851,23.65,49.31,8.93,81.89,2
1852,8.56,38.81,64.07,111.44,1
1853,13.46,17.93,12.15,43.54,2
1854,0.24,43.86,44.92,89.02,2
1855,5.66,47.87,29.41,82.94,1
1856,25.92,53.22,28.79,107.93,2
1857,15.99,59.43,50.48,125.9,2
1097,1.25,41.57,71.53,114.35,2
666,24.16,23.9,65.03,113.09,1
1858,8.03,37.73,83.2,128.96,2
1859,10.06,8.84,23.41,42.31,2
1860,20.83,17.22,53.08,91.13,1
1861,11.01,14.56,58.97,84.54,2
1862,21.56,42.28,35.96,99.8,2
1863,10.44,25.83,54.52,90.79,2
298,48.89,7.76,38.02,94.67,2
1864,14.04,22.12,76.99,113.15,1
837,35.39,29.88,5.55,70.82,2
1865,6.08,50.28,2.17,58.53,2
1068,1.93,49.12,31.49,82.54,1
1866,9.67,59.7,38.56,107.93,2
230,49.39,38.11,82.48,169.98,3
1867,9.58,19.77,76.16,105.51,1
1868,13.52,36.9,60.83,111.25,2
1869,35.14,31.44,20.31,86.89,2
115,24.2,23.78,36.94,84.92,2
1870,0.67,31.95,67.13,99.75,2
1506,5.85,8.37,74.47,88.69,2
1871,43.59,12.38,93.33,149.3,2
1872,42.53,46.58,81.14,170.25,3
1313,15.7,21.01,60.61,97.32,2
1873,4.71,21.73,35.6,62.04,1
1874,17.78,1.26,48.04,67.08,2
1875,38.58,54.33,7.65,100.56,1
1876,27.38,39.7,59.71,126.79,1
1877,15.75,56.96,80.59,153.3,2
1878,32.33,10.37,78.06,120.76,2
1879,26.91,30.32,2.82,60.05,2
1880,18.62,43.39,82.31,144.32,1
1881,14.04,19.47,14.34,47.85,2
1882,42.84,46.63,57.09,146.56,2
1883,45.06,58.48,61.48,165.02,2
1884,20.18,52.96,46.12,119.26,1
1885,28.8,18.48,58.06,105.34,1
1886,32.03,23.2,0.38,55.61,2
1887,21.83,57.95,30.27,110.05,1
1888,40.19,55.1,48.39,143.68,2
1889,10.48,28.92,73.15,112.55,2
1890,22.74,47.21,59.45,129.4,2
965,10.14,56.45,99.67,166.26,3
1891,49.34,19.23,54.93,123.5,2
1892,32.03,14.08,72.91,119.02,2
1370,29.09,44.27,8.81,82.17,3
1893,4.32,15.41,95.77,115.5,3
1894,42.34,58.88,27.2,128.42,2
1895,13.39,2.46,43.83,59.68,1
1896,38.74,34.25,53.39,126.38,1
1897,37.23,51.26,97.83,186.32,2
1898,28.2,56.21,16.43,100.84,2
1899,28.93,25.31,40.15,94.39,2
1900,2.72,56.39,42.19,101.3,2
1901,16.45,34.31,40.06,90.82,1
1902,31.85,53.69,57.0,142.54,2
1903,31.3,6.65,31.23,69.18,1
1904,4.02,29.04,56.95,90.01,2
1905,14.98,45.35,20.88,81.21,2
1906,5.8,39.37,87.19,132.36,2
1907,39.34,15.43,8.19,62.96,2
1908,4.96,29.79,81.74,116.49,1
317,46.62,50.38,70.41,167.41,1
1909,16.15,4.96,72.62,93.73,2
1910,46.96,53.46,8.49,108.91,2
1911,13.66,7.5,92.4,113.56,1
1912,46.55,9.49,60.07,116.11,1
1913,41.14,29.47,45.72,116.33,2
817,48.59,21.94,11.52,82.05,2
1914,41.88,16.75,93.39,152.02,2
1915,48.9,22.68,28.44,100.02,3
1916,18.92,41.52,59.51,119.95,2
1917,16.85,33.63,44.13,94.61,1
1918,47.23,49.47,6.54,103.24,2
1600,39.05,9.72,34.57,83.34,2
1919,22.69,57.44,62.22,142.35,2
1920,31.08,56.51,19.11,106.7,2
1921,14.81,53.6,0.16,68.57,1
1922,35.77,25.84,55.13,116.74,1
331,25.46,16.59,55.5,97.55,2
1923,21.24,23.37,52.34,96.95,1
1924,14.33,31.09,40.4,85.82,1
1925,10.44,37.62,1.63,49.69,2
688,22.26,8.97,82.6,113.83,1
1454,41.53,49.56,32.4,123.49,3
1926,38.82,16.96,83.81,139.59,2
1927,26.74,25.48,97.54,149.76,2
1928,24.01,16.36,19.18,59.55,2
1929,10.23,57.33,13.68,81.24,1
1930,18.3,32.11,9.6,60.01,2
1931,17.9,17.84,78.26,114.0,1
1932,36.72,1.03,76.91,114.66,1
1933,39.42,32.03,49.84,121.29,2
1934,12.79,16.63,57.77,87.19,2
1935,4.05,22.91,18.16,45.12,2
1936,45.27,18.62,50.77,114.66,2
1937,19.06,27.02,91.67,137.75,1
1938,23.56,15.06,90.62,129.24,1
1939,5.65,21.08,98.37,125.1,2
1940,6.72,56.32,3.26,66.3,2
1941,28.49,20.03,38.78,87.3,2
1942,24.0,15.26,96.7,135.96,1
1943,40.94,11.22,97.75,149.91,2
1944,19.04,10.06,9.71,38.81,2
1945,38.43,40.83,69.27,148.53,3
1946,17.63,33.99,99.65,151.27,2
1947,15.09,33.46,71.52,120.07,2
592,1.89,21.18,7.19,30.26,1
1948,3.89,57.13,37.69,98.71,2
1949,32.04,12.95,98.28,143.27,2
1950,24.34,0.42,50.48,75.24,1
1951,1.55,48.2,98.8,148.55,1
1952,12.91,19.39,88.73,121.03,1
1953,7.35,19.67,87.58,114.6,1
1954,49.96,44.59,62.66,157.21,1
1955,38.97,28.94,18.16,86.07,2
1956,11.82,55.5,74.86,142.18,2
1957,18.88,18.42,51.4,88.7,2
1480,6.56,24.16,67.24,97.96,2
135,35.35,12.51,73.08,120.94,1
182,0.88,2.68,1.08,4.64,2
1958,22.74,48.11,38.32,109.17,2
1959,24.2,40.7,56.12,121.02,1
1960,12.2,13.61,8.96,34.77,2
1961,32.9,54.2,98.26,185.36,1
1962,40.22,0.36,42.11,82.69,2
1963,23.8,18.38,50.25,92.43,2
1964,41.84,22.29,9.83,73.96,1
1965,2.78,41.82,56.51,101.11,2
1966,7.39,3.89,4.58,15.86,1
1967,39.58,33.41,10.46,83.45,1
1968,41.59,24.63,54.33,120.55,1
1969,25.59,20.08,52.09,97.76,2
1970,43.51,56.05,52.39,151.95,1
402,9.48,5.67,16.74,31.89,1
1971,39.57,51.57,40.03,131.17,2
1972,9.94,26.58,61.49,98.01,2
1973,14.07,10.36,91.78,116.21,2
1974,23.05,28.45,18.43,69.93,2
1975,0.84,15.28,90.83,106.95,1
1976,8.47,15.9,9.94,34.31,2
1977,18.13,10.53,86.88,115.54,2
1978,37.41,54.66,18.89,110.96,2
1979,36.51,59.01,23.69,119.21,2
1980,0.12,44.85,27.88,72.85,3
1981,27.35,34.19,44.8,106.34,2
1982,1.23,28.39,48.24,77.86,1
1983,16.21,55.72,69.34,141.27,3
1984,19.0,28.49,79.97,127.46,2
1985,18.29,36.9,40.34,95.53,1
1986,46.26,34.67,75.07,156.0,2
1987,28.35,23.88,40.01,92.24,1
1988,12.22,35.13,91.33,138.68,1
1989,24.4,5.76,81.16,111.32,1
1990,15.69,30.29,33.66,79.64,2
1991,29.74,3.61,85.36,118.71,1
1992,12.12,12.36,67.4,91.88,2
1993,9.64,36.42,47.26,93.32,1
1994,22.03,6.39,7.18,35.6,2
1995,16.18,52.32,55.34,123.84,2
911,38.9,40.97,66.5,146.37,2
1996,48.68,42.29,8.39,99.36,1
1997,19.93,42.84,52.78,115.55,2
1998,31.24,30.11,33.47,94.82,2
1999,26.8,56.27,37.38,120.45,2
2000,39.28,57.13,44.99,141.4,2
2001,24.77,38.57,33.46,96.8,2
2002,10.99,35.12,28.08,74.19,2
2003,18.84,37.21,59.37,115.42,1
2004,12.9,48.32,24.92,86.14,2
877,2.66,14.2,64.38,81.24,2
2005,17.79,12.62,9.19,39.6,1
2006,49.75,29.52,98.56,177.83,2
272,48.54,41.85,83.34,173.73,2
2007,2.06,8.02,12.17,22.25,2
2008,19.43,36.46,68.54,124.43,2
2009,41.16,30.72,92.23,164.11,1
2010,7.44,4.88,18.79,31.11,2
2011,40.8,35.11,66.81,142.72,2
2012,19.69,7.32,76.7,103.71,1
2013,46.89,47.0,48.88,142.77,1
318,49.26,26.72,72.73,148.71,2
2014,34.17,4.37,79.26,117.8,1
2015,5.7,17.28,82.75,105.73,2
2016,32.16,10.61,49.59,92.36,1
818,21.01,54.22,30.41,105.64,3
2017,17.65,31.13,95.36,144.14,2
1546,15.05,29.97,64.42,109.44,1
2018,7.94,1.64,40.1,49.68,1
2019,44.66,18.1,16.32,79.08,2
2020,9.61,5.78,6.13,21.52,2
2021,28.68,20.64,8.73,58.05,2
2022,46.11,16.17,91.21,153.49,1
2023,0.65,43.08,22.95,66.68,1
2024,26.23,25.06,94.22,145.51,2
2025,13.92,34.86,91.99,140.77,1
2026,12.04,58.05,51.67,121.76,2
2027,38.26,45.48,96.44,180.18,1
2028,41.25,17.79,22.1,81.14,2
2029,44.04,2.01,2.77,48.82,2
2030,19.76,0.4,98.45,118.61,1
2031,0.39,16.88,9.59,26.86,2
2032,46.42,54.72,88.1,189.24,2
2033,40.12,21.96,32.01,94.09,2
2034,8.57,19.08,11.4,39.05,2
1013,28.55,49.37,14.49,92.41,2
2035,26.25,14.91,52.23,93.39,2
2036,12.81,43.1,11.47,67.38,1
2037,26.77,33.64,86.54,146.95,2
2038,8.45,8.49,14.59,31.53,2
2039,44.39,40.38,21.85,106.62,2
2040,10.77,31.98,78.15,120.9,1
2041,30.54,12.03,5.41,47.98,2
1301,13.22,35.41,56.8,105.43,1
2042,40.15,34.01,85.92,160.08,2
2043,18.52,52.37,52.29,123.18,2
2044,37.37,21.16,81.59,140.12,2
2045,19.35,57.79,11.48,88.62,2
2046,12.3,28.86,58.37,99.53,2
2047,37.88,8.44,20.85,67.17,3
2048,17.2,2.42,2.49,22.11,1
2049,44.52,14.57,50.06,109.15,1
2050,39.53,38.5,70.98,149.01,3
2051,26.51,32.52,11.74,70.77,2
2052,8.64,45.25,68.43,122.32,1
2053,38.31,22.34,17.69,78.34,2
1096,21.08,14.96,70.44,106.48,2
1440,12.53,23.22,84.43,120.18,2
2054,49.13,42.39,23.7,115.22,2
2055,1.86,29.23,47.98,79.07,1
2056,44.44,57.65,82.04,184.13,2
2057,47.03,13.31,23.32,83.66,1
2058,5.1,53.94,20.31,79.35,1
2059,41.77,23.6,48.04,113.41,2
2060,14.83,42.92,41.51,99.26,1
2061,1.28,43.1,23.22,67.6,2
2062,30.54,38.24,73.42,142.2,2
2063,12.04,3.07,28.26,43.37,2
2064,29.99,27.24,43.5,100.73,2
2065,6.17,13.12,97.08,116.37,2
2066,34.38,56.32,74.76,165.46,2
2067,27.64,54.65,96.27,178.56,1
1750,37.5,18.87,6.1,62.47,2
2068,24.64,34.49,12.1,71.23,2
2069,30.43,42.98,19.08,92.49,2
2070,10.16,5.62,45.6,61.38,2
2071,17.85,37.89,94.51,150.25,2
2072,45.68,38.77,44.18,128.63,1
2073,29.75,34.91,22.06,86.72,2
2074,28.19,33.37,96.15,157.71,2
2075,16.06,29.18,38.57,83.81,1
2076,6.25,42.97,82.35,131.57,2
2077,34.69,14.24,8.31,57.24,2
2078,35.68,51.46,65.09,152.23,3
2079,40.09,32.12,60.2,132.41,2
1143,36.77,32.54,62.99,132.3,1
2080,48.96,4.81,29.63,83.4,3
2081,17.81,13.54,82.39,113.74,2
2082,20.02,16.23,28.66,64.91,2
2083,21.58,34.54,19.19,75.31,2
2084,22.25,10.43,23.7,56.38,2
2085,6.44,15.73,85.32,107.49,2
2086,6.57,2.01,0.9,9.48,2
2087,46.11,46.83,97.16,190.1,2
2088,43.28,31.3,54.69,129.27,2
2089,25.15,4.16,9.7,39.01,2
2090,19.38,4.45,91.78,115.61,2
2091,15.21,53.01,12.82,81.04,1
2092,6.67,23.08,93.22,122.97,1
2093,41.25,3.12,43.34,87.71,1
2094,30.57,23.02,92.09,145.68,2
2095,18.57,45.08,57.53,121.18,2
2096,18.93,54.9,68.28,142.11,1
2097,13.25,51.82,11.09,76.16,2
2098,14.56,30.09,0.2,44.85,3
2099,46.23,30.96,6.27,83.46,2
2100,33.99,40.62,83.91,158.52,2
2101,28.54,45.74,69.65,143.93,3
2102,47.22,19.98,9.07,76.27,1
2103,12.27,31.81,54.04,98.12,2
2104,45.36,27.49,24.28,97.13,2
2105,23.97,20.12,69.83,113.92,2
2106,44.94,48.67,28.24,121.85,1
2107,27.22,17.68,52.73,97.63,2
1105,15.63,25.33,88.1,129.06,2
2108,7.62,17.05,5.67,30.34,2
2109,6.9,37.0,1.49,45.39,3
2110,36.5,28.32,23.51,88.33,1
2111,24.64,12.89,22.56,60.09,2
2112,4.33,59.46,12.67,76.46,2
2113,31.94,27.88,84.14,143.96,1
2114,47.99,28.36,9.36,85.71,2
2115,41.25,35.13,10.78,87.16,2
2116,20.94,59.5,29.37,109.81,1
2117,18.37,16.14,2.04,36.55,1
330,33.14,39.16,65.53,137.83,2
2118,4.93,39.33,41.51,85.77,1
2119,44.3,18.56,51.34,114.2,2
2120,6.79,28.54,55.79,91.12,2
2121,43.98,26.45,17.39,87.82,2
2122,25.46,17.37,59.33,102.16,1
2123,41.26,30.7,80.17,152.13,2
962,45.04,18.62,23.61,87.27,2
2124,21.21,45.01,29.44,95.66,1
2125,23.31,40.53,19.48,83.32,2
2126,11.03,35.59,59.81,106.43,2
1318,11.43,9.81,2.45,23.69,2
1953,9.65,55.92,81.38,146.95,2
2127,14.63,10.9,21.64,47.17,2
1702,14.7,22.86,5.38,42.94,2
2128,24.5,6.63,44.4,75.53,3
2129,2.97,47.07,51.63,101.67,2
2130,45.61,52.0,38.19,135.8,1
2131,26.76,35.88,72.22,134.86,1
2132,37.42,12.21,94.9,144.53,1
1369,45.02,43.03,44.11,132.16,1
2133,13.0,44.75,31.17,88.92,2
2134,26.14,16.78,57.78,100.7,2
2135,48.79,28.2,75.65,152.64,2
2136,12.17,43.56,75.14,130.87,2
2137,16.56,47.0,71.13,134.69,2
2138,48.25,15.33,7.48,71.06,2
2139,45.22,59.89,87.29,192.4,1
144,7.96,42.55,84.92,135.43,2
470,12.07,46.39,72.92,131.38,1
2140,42.7,56.23,63.6,162.53,1
630,12.67,31.09,34.17,77.93,2
2141,44.43,55.38,77.47,177.28,1
2142,45.81,56.75,85.62,188.18,2
2085,18.0,10.68,77.32,106.0,2
2143,26.91,16.61,86.13,129.65,3
2144,33.19,6.4,21.2,60.79,1
2145,45.47,1.3,45.86,92.63,2
2146,14.38,34.01,24.5,72.89,3
991,35.51,17.43,4.44,57.38,2
2147,25.65,23.23,2.3,51.18,2
2148,41.68,11.24,90.96,143.88,2
2149,8.22,14.26,10.51,32.99,2
1880,31.11,37.25,62.43,130.79,1
735,3.38,29.92,70.51,103.81,1
2150,32.96,16.22,49.42,98.6,1
909,37.17,12.35,85.61,135.13,2
2151,48.39,58.86,63.36,170.61,1
2152,43.22,42.19,93.22,178.63,2
2153,18.5,21.52,55.62,95.64,2
2154,7.59,34.44,54.06,96.09,2
2155,25.58,22.18,35.19,82.95,2
2156,29.22,56.13,44.85,130.2,2
2157,20.36,17.27,72.81,110.44,1
2158,0.83,12.05,49.05,61.93,2
2159,37.72,46.6,16.3,100.62,2
2160,20.36,56.03,51.78,128.17,2
2161,37.01,54.79,6.39,98.19,1
2162,33.49,4.02,36.53,74.04,2
2163,16.7,43.31,38.42,98.43,1
2164,21.1,23.67,21.71,66.48,2
2165,17.12,38.27,11.48,66.87,2
2166,49.03,48.22,42.47,139.72,2
1643,47.09,0.37,20.62,68.08,1
2167,47.69,48.9,33.1,129.69,2
2168,31.96,0.18,90.87,123.01,1
2169,4.38,11.03,29.91,45.32,2
2170,22.07,39.15,54.1,115.32,1
781,39.23,46.32,20.86,106.41,1
2171,47.57,32.05,50.95,130.57,2
2172,14.63,7.95,83.37,105.95,2
1547,23.38,8.74,19.36,51.48,3
2173,49.74,25.3,71.89,146.93,1
2174,0.61,34.35,62.94,97.9,2
2175,14.85,22.5,97.26,134.61,2
2176,38.58,9.88,26.7,75.16,1
2177,13.41,24.97,24.59,62.97,2
2178,26.18,49.34,25.96,101.48,2
2179,21.16,59.93,81.43,162.52,1
2180,2.35,46.46,88.71,137.52,1
2181,48.82,38.59,79.65,167.06,2
2182,45.85,3.31,53.44,102.6,2
2183,11.96,31.0,71.44,114.4,2
2184,4.8,37.34,93.23,135.37,1
2185,47.73,23.25,87.19,158.17,2
2186,14.88,25.89,72.98,113.75,2
2187,23.21,38.59,29.55,91.35,2
2188,38.78,31.64,59.34,129.76,2
2189,17.28,43.74,2.5,63.52,3
2190,0.9,22.93,12.63,36.46,2
2191,20.94,57.59,19.75,98.28,2
2192,5.57,22.24,12.35,40.16,1
2193,45.34,10.7,4.11,60.15,2
137,22.41,35.16,49.43,107.0,2
2194,38.95,44.98,76.72,160.65,2
2195,25.21,49.87,70.76,145.84,2
2196,20.94,30.71,85.56,137.21,2
2197,6.4,44.42,49.1,99.92,1
2198,14.48,30.09,38.27,82.84,1
2199,18.67,40.49,35.7,94.86,1
2200,8.07,27.16,35.65,70.88,1
2201,18.88,44.17,69.5,132.55,2
2202,19.64,20.66,63.2,103.5,2
2203,11.89,35.04,25.66,72.59,2
2204,39.08,13.08,90.34,142.5,2
2205,29.86,2.11,77.32,109.29,2
2206,6.01,37.78,34.35,78.14,2
2207,31.14,19.55,3.29,53.98,2
794,14.53,28.16,89.91,132.6,1
2208,7.76,41.25,11.09,60.1,2
2209,13.18,51.05,50.31,114.54,1
2210,41.67,12.65,72.11,126.43,2
2211,10.3,58.8,74.56,143.66,2
2212,18.42,28.24,88.26,134.92,2
2213,48.53,18.88,72.12,139.53,1
651,8.48,35.71,67.69,111.88,2
1144,22.68,42.17,73.81,138.66,2
2214,48.87,8.57,52.12,109.56,1
2215,11.47,21.85,75.13,108.45,1
2216,22.06,27.31,36.06,85.43,1
2217,21.38,30.56,75.59,127.53,2
2218,20.56,44.54,84.79,149.89,2
2219,5.05,24.69,82.65,112.39,2
2220,39.13,17.64,6.94,63.71,1
2221,39.7,31.02,41.55,112.27,1
2222,14.67,16.2,45.14,76.01,2
1413,39.04,55.63,77.74,172.41,1
766,16.64,26.32,34.9,77.86,2
2223,31.2,8.64,48.54,88.38,2
2224,16.62,12.82,2.83,32.27,1
2081,12.4,54.53,34.04,100.97,3
2225,46.22,52.82,48.36,147.4,2
2226,5.02,58.98,78.54,142.54,1
2227,38.95,21.76,42.36,103.07,2
740,48.83,59.84,67.1,175.77,2
2228,40.8,3.52,97.46,141.78,2
2229,40.15,6.58,97.33,144.06,1
2230,15.41,4.54,7.15,27.1,1
1893,9.3,30.04,63.71,103.05,2
2231,30.34,10.91,16.73,57.98,2
2232,10.68,21.72,23.98,56.38,2
2233,40.51,44.52,60.57,145.6,2
2234,13.99,22.89,60.02,96.9,2
798,9.58,15.31,0.96,25.85,1
2235,36.86,34.44,15.5,86.8,2
132,31.52,28.32,73.99,133.83,2
2090,16.21,31.03,9.01,56.25,2
1,47.41,7.63,85.71,140.75,1
2236,6.8,39.51,65.55,111.86,2
2237,12.91,59.68,29.73,102.32,2
2238,5.34,26.89,80.78,113.01,2
2239,42.72,5.44,66.07,114.23,2
2240,47.51,18.28,64.65,130.44,2
2241,15.68,39.45,35.89,91.02,2
2242,46.32,11.95,33.64,91.91,2
1188,35.19,34.41,1.78,71.38,2
2243,33.53,24.38,67.34,125.25,2
2244,48.4,21.8,82.09,152.29,1
2245,26.86,7.48,98.42,132.76,2
2246,31.9,20.7,92.13,144.73,2
2247,9.85,59.38,93.26,162.49,2
2248,30.04,54.79,49.51,134.34,1
2249,48.36,59.33,80.52,188.21,2
515,8.92,31.45,69.05,109.42,2
2250,33.99,26.53,82.88,143.4,2
2251,29.0,19.66,63.48,112.14,1
2252,20.8,35.23,33.3,89.33,1
28,11.57,16.51,6.07,34.15,1
2253,30.93,3.11,30.12,64.16,2
2254,10.64,58.68,20.73,90.05,1
2255,4.19,13.96,28.19,46.34,2
2256,48.49,11.2,69.05,128.74,2
2257,14.65,54.74,82.11,151.5,2
2258,43.8,8.86,47.71,100.37,3
2259,42.03,27.17,14.9,84.1,2
2260,43.0,17.46,97.15,157.61,1
2261,38.54,0.11,7.86,46.51,1
2262,36.13,20.77,65.82,122.72,1
2263,34.97,0.8,85.97,121.74,2
2264,40.66,34.45,48.66,123.77,2
2265,31.75,48.65,5.64,86.04,1
2266,2.09,6.54,26.18,34.81,2
2267,42.0,48.31,11.23,101.54,2
2268,6.03,18.95,94.87,119.85,2
2269,13.34,8.1,90.9,112.34,1
2270,17.42,17.74,0.97,36.13,1
2271,14.23,1.17,28.76,44.16,1
2272,13.03,34.55,74.31,121.89,2
2273,21.57,11.51,79.54,112.62,2
2274,13.53,33.11,70.59,117.23,2
2275,27.37,40.47,55.15,122.99,2
2276,9.52,57.58,26.4,93.5,2
2277,46.79,7.01,93.32,147.12,2
2278,34.27,10.1,99.02,143.39,1
2279,4.4,33.16,55.71,93.27,2
2280,49.33,48.9,57.01,155.24,2
2281,1.39,56.87,76.64,134.9,2
2282,20.44,27.79,96.48,144.71,2
2283,19.83,33.63,34.48,87.94,1
2284,25.76,36.3,26.62,88.68,1
2285,41.75,13.87,11.48,67.1,1
