ticket_id,attendance_date,payment_method,food_expense,drink_expense,merch_expense,spent_that_day
3397,2025-05-02,Card,4.85,24.46,61.85,91.16
3398,2025-05-01,Card,35.21,27.88,35.54,98.63
2518,2025-05-02,Card,3.14,13.29,77.88,94.31
3399,2025-05-03,Cash,33.05,35.89,16.86,85.8
227,2025-05-01,Cash,26.07,50.36,24.3,100.73
1792,2025-05-02,Cash,12.6,17.93,23.78,54.31
3400,2025-05-03,Festival App,8.0,7.65,79.43,95.08
1305,2025-05-02,Card,3.44,39.46,73.47,116.37
3401,2025-05-01,Card,24.31,57.47,10.74,92.52
3402,2025-05-01,Card,14.16,5.97,42.41,62.54
3403,2025-05-02,Card,29.35,50.53,16.88,96.76
3404,2025-05-01,Card,15.46,36.68,53.57,105.71
3405,2025-05-01,Card,46.88,33.09,15.07,95.04
3406,2025-05-01,Card,13.25,12.14,60.85,86.24
3407,2025-05-01,Cash,35.25,54.03,47.23,136.51
3408,2025-05-02,Card,32.63,36.07,10.7,79.4
3409,2025-05-03,Card,20.05,49.09,89.28,158.42
3410,2025-05-02,Card,9.81,18.76,21.63,50.2
3411,2025-05-03,Card,31.55,30.99,37.81,100.35
3412,2025-05-01,Card,35.03,28.96,70.79,134.78
3413,2025-05-03,Card,19.95,28.51,25.45,73.91
3414,2025-05-02,Card,13.95,0.63,69.84,84.42
3415,2025-05-01,Cash,47.03,3.97,43.61,94.61
3416,2025-05-02,Cash,18.19,34.07,43.72,95.98
527,2025-05-01,Card,13.68,20.09,7.89,41.66
3417,2025-05-01,Card,3.35,23.98,77.65,104.98
3418,2025-05-02,Card,31.84,25.4,38.87,96.11
3419,2025-05-03,Cash,9.2,20.08,28.84,58.12
3420,2025-05-03,Card,37.87,28.33,5.22,71.42
3421,2025-05-03,Cash,11.81,10.17,85.19,107.17
556,2025-05-02,Card,9.71,23.52,14.03,47.26
3422,2025-05-01,Cash,32.71,18.02,24.41,75.14
3423,2025-05-02,Cash,7.63,38.72,42.14,88.49
2924,2025-05-01,Card,20.58,37.81,18.01,76.4
3424,2025-05-01,Cash,35.97,0.2,61.86,98.03
3425,2025-05-03,Festival App,31.6,41.51,2.49,75.6
4,2025-05-03,Card,39.34,24.71,84.33,148.38
3426,2025-05-02,Cash,6.93,24.53,49.37,80.83
3427,2025-05-02,Card,14.45,7.09,53.44,74.98
3428,2025-05-01,Card,11.84,23.41,10.18,45.43
3429,2025-05-02,Festival App,21.89,15.65,47.55,85.09
3430,2025-05-03,Cash,25.98,52.9,44.24,123.12
3431,2025-05-01,Card,36.57,50.96,19.79,107.32
3432,2025-05-01,Festival App,29.88,41.94,32.88,104.7
3433,2025-05-01,Card,41.35,18.84,22.19,82.38
3434,2025-05-03,Card,17.05,14.1,86.15,117.3
3435,2025-05-03,Card,20.91,32.01,70.67,123.59
3436,2025-05-03,Card,20.94,56.8,59.39,137.13
3437,2025-05-01,Card,33.89,28.0,30.8,92.69
3438,2025-05-01,Card,29.65,29.72,40.95,100.32
3439,2025-05-03,Cash,37.93,50.82,60.15,148.9
3440,2025-05-02,Card,13.89,59.41,14.68,87.98
3441,2025-05-03,Cash,19.24,29.09,63.36,111.69
3442,2025-05-02,Card,39.52,29.95,87.91,157.38
3443,2025-05-03,Card,34.66,26.84,22.92,84.42
3444,2025-05-01,Card,29.79,4.72,76.61,111.12
3445,2025-05-01,Card,11.65,50.97,13.31,75.93
3446,2025-05-03,Card,14.06,59.76,50.48,124.3
3447,2025-05-01,Cash,25.01,25.28,14.95,65.24
3448,2025-05-03,Card,6.85,51.79,55.22,113.86
3449,2025-05-02,Card,10.03,43.31,74.04,127.38
3450,2025-05-02,Card,5.25,42.64,56.83,104.72
1862,2025-05-01,Cash,10.7,4.15,33.68,48.53
2579,2025-05-02,Cash,20.26,23.51,68.38,112.15
3451,2025-05-03,Card,23.25,48.82,10.08,82.15
3452,2025-05-03,Card,4.79,24.26,60.99,90.04
3453,2025-05-02,Card,12.84,5.95,86.03,104.82
3454,2025-05-01,Card,27.49,49.5,91.4,168.39
3455,2025-05-03,Cash,26.6,45.83,61.52,133.95
870,2025-05-02,Card,9.95,35.5,23.63,69.08
694,2025-05-01,Card,7.4,50.03,83.2,140.63
3456,2025-05-01,Card,0.16,23.92,27.41,51.49
3457,2025-05-02,Card,28.95,8.49,82.1,119.54
3458,2025-05-02,Cash,33.04,29.5,53.37,115.91
3459,2025-05-02,Cash,43.25,9.41,1.31,53.97
3460,2025-05-01,Card,37.58,1.91,57.62,97.11
3461,2025-05-01,Festival App,23.74,44.75,16.44,84.93
3462,2025-05-02,Card,45.86,18.11,18.81,82.78
3463,2025-05-01,Cash,41.9,13.48,34.93,90.31
3042,2025-05-02,Card,18.37,28.56,28.56,75.49
3464,2025-05-02,Card,48.22,44.02,95.79,188.03
3465,2025-05-02,Cash,40.65,6.41,24.95,72.01
3466,2025-05-02,Card,45.28,10.54,85.47,141.29
3467,2025-05-03,Card,4.62,1.26,52.65,58.53
1342,2025-05-03,Card,49.93,30.97,71.39,152.29
3114,2025-05-01,Card,20.59,32.79,90.49,143.87
1700,2025-05-03,Cash,25.44,49.01,99.87,174.32
3468,2025-05-01,Festival App,13.97,5.29,70.41,89.67
3469,2025-05-01,Cash,49.22,33.22,93.46,175.9
1930,2025-05-03,Card,3.67,14.87,47.63,66.17
1716,2025-05-02,Card,49.23,32.69,27.07,108.99
3470,2025-05-03,Card,9.44,25.68,5.53,40.65
3471,2025-05-01,Card,25.94,37.13,7.44,70.51
3472,2025-05-02,Card,11.04,14.71,17.71,43.46
3473,2025-05-03,Card,48.37,45.25,37.27,130.89
3474,2025-05-01,Card,19.22,42.87,44.92,107.01
590,2025-05-03,Card,1.45,4.91,59.5,65.86
3475,2025-05-01,Card,36.26,3.28,93.12,132.66
3476,2025-05-03,Card,14.08,46.07,98.82,158.97
3477,2025-05-02,Cash,32.89,40.59,82.04,155.52
3478,2025-05-02,Card,44.85,45.69,28.55,119.09
3479,2025-05-02,Card,20.2,10.97,82.43,113.6
1071,2025-05-01,Card,8.3,18.05,60.57,86.92
3480,2025-05-03,Card,28.52,50.01,59.78,138.31
3481,2025-05-02,Card,25.68,1.84,38.38,65.9
3482,2025-05-02,Card,3.1,40.84,28.65,72.59
3483,2025-05-03,Cash,19.03,51.1,5.15,75.28
391,2025-05-03,Card,11.06,53.39,8.12,72.57
1919,2025-05-02,Card,1.6,22.31,7.19,31.1
3484,2025-05-02,Card,48.57,39.72,48.73,137.02
3485,2025-05-03,Cash,19.46,49.76,21.44,90.66
3486,2025-05-03,Cash,7.81,12.02,59.7,79.53
3487,2025-05-03,Card,1.4,42.13,9.92,53.45
1843,2025-05-02,Cash,40.93,7.01,49.95,97.89
3488,2025-05-03,Card,6.75,26.71,39.01,72.47
3489,2025-05-02,Card,16.36,0.83,17.4,34.59
3490,2025-05-03,Card,24.15,2.31,5.93,32.39
3491,2025-05-02,Cash,28.79,44.45,5.7,78.94
653,2025-05-02,Card,36.95,24.4,72.56,133.91
3492,2025-05-03,Cash,17.86,54.65,18.03,90.54
2168,2025-05-01,Card,34.0,32.05,19.03,85.08
3493,2025-05-02,Card,26.58,40.31,99.85,166.74
2550,2025-05-02,Card,18.4,36.57,82.02,136.99
3494,2025-05-01,Card,7.73,22.8,58.73,89.26
3495,2025-05-03,Festival App,24.39,34.61,59.42,118.42
3496,2025-05-01,Card,29.08,57.22,99.61,185.91
3497,2025-05-03,Cash,19.61,5.34,81.59,106.54
3498,2025-05-03,Cash,39.66,36.55,99.2,175.41
3499,2025-05-02,Card,22.42,44.41,3.09,69.92
3342,2025-05-03,Cash,2.61,2.86,11.31,16.78
3377,2025-05-02,Card,26.97,27.01,30.06,84.04
3500,2025-05-03,Card,37.14,38.72,85.48,161.34
3501,2025-05-01,Card,34.28,10.97,82.86,128.11
334,2025-05-03,Card,34.93,38.85,99.63,173.41
3502,2025-05-01,Festival App,44.59,51.93,0.17,96.69
2937,2025-05-02,Card,21.68,59.06,80.35,161.09
3503,2025-05-01,Card,13.95,23.14,11.46,48.55
3252,2025-05-02,Card,34.14,49.36,43.98,127.48
3504,2025-05-02,Card,33.14,24.58,14.13,71.85
3505,2025-05-02,Card,24.92,16.96,58.02,99.9
3506,2025-05-01,Card,22.68,35.64,22.3,80.62
2021,2025-05-03,Card,42.74,5.34,27.17,75.25
3507,2025-05-02,Card,25.33,29.22,91.41,145.96
3508,2025-05-02,Card,41.41,9.83,6.6,57.84
612,2025-05-02,Cash,4.02,50.12,57.83,111.97
1920,2025-05-01,Card,0.0,43.15,0.3,43.45
3509,2025-05-01,Festival App,42.57,40.84,80.72,164.13
3510,2025-05-03,Card,31.27,46.66,46.86,124.79
2087,2025-05-02,Card,25.56,2.2,1.96,29.72
3511,2025-05-01,Cash,8.55,11.29,84.8,104.64
3512,2025-05-02,Card,14.79,5.63,32.23,52.65
3513,2025-05-03,Card,41.09,19.72,90.87,151.68
3514,2025-05-03,Card,26.97,16.57,73.45,116.99
100,2025-05-03,Card,33.06,34.03,6.62,73.71
988,2025-05-01,Card,20.84,17.2,93.77,131.81
3032,2025-05-03,Festival App,22.21,32.97,53.87,109.05
3515,2025-05-03,Cash,42.65,6.73,9.49,58.87
1597,2025-05-02,Card,36.0,18.82,92.78,147.6
3516,2025-05-03,Card,46.25,29.35,57.87,133.47
3517,2025-05-03,Card,7.17,17.86,69.83,94.86
3518,2025-05-03,Cash,19.15,54.36,98.88,172.39
3519,2025-05-03,Card,10.43,31.25,59.3,100.98
1742,2025-05-01,Card,1.63,0.18,98.44,100.25
3520,2025-05-01,Card,11.73,55.7,48.58,116.01
3521,2025-05-03,Card,15.19,6.33,23.8,45.32
3522,2025-05-01,Card,5.73,51.99,24.65,82.37
3523,2025-05-03,Card,17.75,6.7,56.05,80.5
3524,2025-05-02,Festival App,33.13,13.37,14.95,61.45
3525,2025-05-02,Festival App,25.75,25.83,59.47,111.05
3526,2025-05-03,Cash,15.8,56.69,29.57,102.06
3527,2025-05-03,Cash,45.1,45.76,12.58,103.44
3528,2025-05-03,Card,39.96,56.92,45.23,142.11
3529,2025-05-01,Cash,32.17,15.88,14.45,62.5
3530,2025-05-03,Cash,35.41,8.79,48.86,93.06
3531,2025-05-03,Cash,6.36,13.25,61.11,80.72
3532,2025-05-03,Cash,42.17,49.99,54.76,146.92
3533,2025-05-02,Cash,26.51,5.52,28.29,60.32
3534,2025-05-01,Cash,3.82,18.09,98.15,120.06
3535,2025-05-02,Card,47.67,5.15,82.74,135.56
3536,2025-05-01,Card,16.0,11.8,49.75,77.55
3537,2025-05-02,Card,18.08,46.59,52.54,117.21
3538,2025-05-02,Card,6.34,30.57,21.3,58.21
1413,2025-05-01,Card,15.39,36.34,12.31,64.04
3539,2025-05-03,Card,16.97,24.81,7.77,49.55
1723,2025-05-02,Cash,39.6,30.58,4.75,74.93
3540,2025-05-03,Card,15.95,19.98,88.75,124.68
973,2025-05-02,Card,4.47,8.94,91.44,104.85
3541,2025-05-01,Cash,10.61,55.08,32.65,98.34
3542,2025-05-01,Card,4.94,50.85,27.45,83.24
3543,2025-05-02,Card,23.28,4.9,85.29,113.47
3544,2025-05-01,Card,41.23,59.69,98.19,199.11
3545,2025-05-02,Cash,46.56,5.14,48.27,99.97
2850,2025-05-02,Card,48.86,14.2,18.14,81.2
3546,2025-05-01,Card,9.26,13.73,66.05,89.04
3547,2025-05-01,Card,34.52,22.57,64.03,121.12
3548,2025-05-02,Festival App,9.61,15.76,87.89,113.26
1315,2025-05-02,Cash,46.9,40.55,21.27,108.72
3549,2025-05-02,Cash,49.78,19.32,53.16,122.26
3550,2025-05-02,Card,18.86,33.74,5.85,58.45
3551,2025-05-02,Card,31.3,14.43,46.08,91.81
3552,2025-05-02,Card,43.76,10.63,29.56,83.95
3553,2025-05-02,Card,18.49,53.25,25.99,97.73
1787,2025-05-02,Cash,6.81,3.61,25.81,36.23
3554,2025-05-02,Card,48.08,46.96,96.68,191.72
3555,2025-05-03,Card,17.77,3.35,92.95,114.07
1045,2025-05-03,Festival App,43.59,27.45,41.69,112.73
3556,2025-05-02,Card,14.84,21.48,38.85,75.17
3557,2025-05-02,Card,36.83,6.37,5.99,49.19
3558,2025-05-03,Card,49.59,54.34,46.57,150.5
3559,2025-05-01,Card,20.15,55.97,16.59,92.71
3560,2025-05-01,Cash,31.88,36.78,28.18,96.84
3561,2025-05-02,Card,6.42,50.3,83.25,139.97
3562,2025-05-01,Card,45.92,46.92,80.13,172.97
3563,2025-05-01,Cash,43.79,33.49,37.75,115.03
3564,2025-05-03,Card,18.52,42.94,18.09,79.55
3565,2025-05-02,Cash,19.68,42.5,96.83,159.01
3566,2025-05-03,Card,15.96,36.58,13.22,65.76
3567,2025-05-01,Card,10.03,8.58,99.25,117.86
3568,2025-05-02,Cash,49.49,38.88,42.31,130.68
374,2025-05-01,Card,19.08,40.99,79.15,139.22
3535,2025-05-01,Card,48.02,32.09,40.33,120.44
3411,2025-05-02,Cash,22.68,17.68,3.25,43.61
3569,2025-05-02,Card,18.55,5.92,29.52,53.99
3570,2025-05-02,Cash,42.84,2.58,79.9,125.32
3571,2025-05-01,Cash,11.03,11.24,23.72,45.99
2836,2025-05-03,Card,38.12,14.07,58.37,110.56
3572,2025-05-03,Card,45.66,23.24,53.27,122.17
1676,2025-05-01,Cash,15.5,39.0,25.64,80.14
559,2025-05-02,Cash,33.89,30.0,81.22,145.11
1700,2025-05-02,Cash,40.52,27.41,72.9,140.83
3573,2025-05-01,Cash,2.72,30.79,0.94,34.45
3574,2025-05-03,Cash,44.25,25.05,79.92,149.22
3575,2025-05-01,Card,39.28,38.45,67.87,145.6
3576,2025-05-02,Cash,30.79,26.84,16.58,74.21
1206,2025-05-03,Card,7.17,30.61,29.09,66.87
3577,2025-05-01,Card,4.31,35.22,50.78,90.31
3578,2025-05-03,Card,36.51,10.69,35.29,82.49
3579,2025-05-03,Card,47.56,25.45,39.44,112.45
822,2025-05-03,Cash,38.37,45.89,77.24,161.5
3580,2025-05-01,Card,24.07,10.02,74.58,108.67
3581,2025-05-01,Card,17.5,15.01,19.87,52.38
3582,2025-05-03,Cash,0.64,44.96,59.58,105.18
2963,2025-05-03,Cash,12.26,44.37,41.53,98.16
3583,2025-05-03,Card,34.99,31.58,42.81,109.38
3584,2025-05-01,Card,47.48,40.44,44.7,132.62
1763,2025-05-03,Cash,31.38,5.41,66.25,103.04
3585,2025-05-01,Card,41.99,7.72,3.9,53.61
829,2025-05-02,Card,26.54,0.3,21.49,48.33
3586,2025-05-02,Cash,43.07,57.22,30.77,131.06
3587,2025-05-02,Card,4.0,31.47,48.4,83.87
3588,2025-05-01,Card,36.11,30.03,41.85,107.99
3076,2025-05-01,Card,49.59,51.22,31.83,132.64
3589,2025-05-01,Cash,2.78,10.09,7.18,20.05
3590,2025-05-03,Card,30.44,39.78,99.28,169.5
3591,2025-05-03,Cash,17.63,25.0,18.37,61.0
3592,2025-05-03,Card,47.44,28.5,91.51,167.45
3593,2025-05-02,Card,49.5,32.93,97.59,180.02
3594,2025-05-03,Cash,39.47,11.92,95.98,147.37
2265,2025-05-02,Card,30.9,24.04,59.51,114.45
3595,2025-05-03,Cash,26.02,42.48,98.16,166.66
3596,2025-05-01,Festival App,19.77,10.61,44.66,75.04
3597,2025-05-02,Card,41.92,4.32,59.55,105.79
3598,2025-05-03,Cash,16.15,12.73,29.27,58.15
3599,2025-05-03,Cash,18.21,14.83,86.76,119.8
3600,2025-05-02,Card,9.6,31.79,17.34,58.73
3601,2025-05-03,Card,2.59,10.64,7.28,20.51
3602,2025-05-03,Card,27.34,35.81,6.82,69.97
3603,2025-05-02,Card,34.09,48.02,2.19,84.3
3604,2025-05-01,Cash,31.51,1.98,62.94,96.43
3605,2025-05-02,Card,23.62,55.97,19.79,99.38
3606,2025-05-03,Card,48.19,34.96,64.62,147.77
2721,2025-05-03,Card,16.11,55.04,67.41,138.56
2754,2025-05-03,Cash,21.26,10.72,39.91,71.89
3607,2025-05-03,Card,8.39,52.28,94.33,155.0
3608,2025-05-02,Card,2.69,58.04,33.11,93.84
3451,2025-05-01,Card,17.58,36.69,20.04,74.31
3609,2025-05-03,Card,1.3,7.43,20.92,29.65
2608,2025-05-02,Card,38.61,32.76,91.31,162.68
3610,2025-05-01,Card,14.73,2.18,73.25,90.16
3611,2025-05-01,Card,14.74,9.37,11.97,36.08
3612,2025-05-01,Festival App,46.66,38.64,59.43,144.73
3613,2025-05-03,Card,43.99,53.59,17.08,114.66
3614,2025-05-02,Card,48.76,44.61,32.35,125.72
3615,2025-05-03,Card,26.88,52.89,18.23,98.0
3616,2025-05-02,Card,24.23,17.33,96.97,138.53
3617,2025-05-02,Card,35.58,10.18,31.56,77.32
3618,2025-05-02,Card,5.21,52.85,64.66,122.72
3619,2025-05-02,Cash,37.45,7.24,86.37,131.06
3620,2025-05-02,Cash,36.46,13.14,52.14,101.74
3621,2025-05-01,Cash,9.94,32.62,50.13,92.69
1984,2025-05-02,Card,11.48,26.64,59.89,98.01
3622,2025-05-03,Cash,39.98,25.37,86.32,151.67
3623,2025-05-01,Card,43.78,20.36,40.11,104.25
3624,2025-05-02,Cash,44.96,44.21,87.96,177.13
3625,2025-05-02,Cash,23.02,24.93,29.88,77.83
3626,2025-05-03,Card,23.77,21.67,77.12,122.56
3627,2025-05-02,Cash,19.27,37.94,47.2,104.41
3628,2025-05-01,Card,34.09,34.62,59.46,128.17
3629,2025-05-01,Card,37.46,41.51,5.96,84.93
3630,2025-05-02,Cash,42.24,45.34,3.6,91.18
3631,2025-05-03,Card,49.64,32.36,52.67,134.67
3632,2025-05-03,Cash,17.53,2.34,40.99,60.86
3633,2025-05-03,Cash,49.29,7.31,98.08,154.68
3634,2025-05-02,Card,42.38,17.49,78.22,138.09
3635,2025-05-03,Cash,19.86,37.9,96.48,154.24
3636,2025-05-01,Card,31.68,11.8,61.29,104.77
3637,2025-05-01,Card,30.62,48.76,7.21,86.59
769,2025-05-03,Card,36.86,54.57,52.13,143.56
3638,2025-05-02,Card,16.66,52.82,15.91,85.39
3639,2025-05-01,Card,15.65,6.81,9.48,31.94
3640,2025-05-02,Festival App,38.63,48.48,85.63,172.74
2303,2025-05-02,Card,42.9,37.5,26.0,106.4
2045,2025-05-01,Cash,15.55,58.5,58.38,132.43
3641,2025-05-03,Cash,9.43,4.79,64.42,78.64
3642,2025-05-01,Card,47.85,27.14,37.75,112.74
3643,2025-05-01,Card,21.83,25.81,32.87,80.51
3644,2025-05-02,Cash,6.63,53.35,50.38,110.36
3645,2025-05-03,Card,28.22,24.58,15.29,68.09
1970,2025-05-02,Card,14.03,17.2,23.56,54.79
300,2025-05-02,Card,0.78,6.58,60.37,67.73
3646,2025-05-02,Card,40.67,40.37,48.57,129.61
2473,2025-05-03,Card,45.48,38.57,94.06,178.11
3647,2025-05-03,Card,22.83,28.72,16.51,68.06
3648,2025-05-03,Card,49.22,17.17,25.69,92.08
3649,2025-05-02,Card,20.52,25.8,59.75,106.07
3650,2025-05-03,Card,24.88,9.87,57.66,92.41
3651,2025-05-01,Card,26.11,5.04,34.41,65.56
3652,2025-05-02,Card,29.44,35.21,67.73,132.38
3653,2025-05-02,Cash,19.07,25.26,11.38,55.71
3654,2025-05-03,Cash,43.6,7.82,15.66,67.08
3655,2025-05-01,Card,31.26,21.52,79.81,132.59
3656,2025-05-01,Cash,28.11,18.11,40.5,86.72
3657,2025-05-03,Cash,37.17,9.85,52.02,99.04
3658,2025-05-03,Card,11.48,47.73,48.43,107.64
1079,2025-05-02,Cash,3.09,13.61,90.56,107.26
3659,2025-05-01,Card,25.08,50.45,66.26,141.79
3660,2025-05-02,Card,22.66,12.03,84.66,119.35
3661,2025-05-03,Card,33.78,8.64,39.41,81.83
3662,2025-05-01,Card,17.78,22.78,87.57,128.13
3663,2025-05-02,Card,1.2,27.99,34.25,63.44
3664,2025-05-03,Card,16.05,52.96,43.67,112.68
3665,2025-05-02,Card,27.16,29.45,88.1,144.71
3666,2025-05-01,Card,13.88,4.75,5.05,23.68
2379,2025-05-02,Card,45.15,43.17,98.46,186.78
3667,2025-05-02,Card,26.69,2.73,41.16,70.58
3668,2025-05-03,Card,43.06,55.34,1.62,100.02
2633,2025-05-02,Festival App,40.07,38.17,73.15,151.39
3669,2025-05-01,Cash,41.21,41.96,88.13,171.3
3670,2025-05-03,Card,40.2,57.33,28.88,126.41
3671,2025-05-03,Cash,0.83,17.92,3.64,22.39
3672,2025-05-03,Card,37.3,47.13,55.65,140.08
3673,2025-05-03,Card,32.55,10.44,27.39,70.38
3674,2025-05-01,Cash,18.52,28.45,69.08,116.05
3675,2025-05-02,Card,2.94,6.0,40.6,49.54
3676,2025-05-02,Card,15.62,43.24,73.0,131.86
3677,2025-05-03,Cash,22.16,24.69,55.76,102.61
3678,2025-05-02,Card,27.06,44.62,97.19,168.87
755,2025-05-03,Card,14.6,54.63,5.99,75.22
2928,2025-05-01,Card,4.25,6.97,42.12,53.34
3679,2025-05-03,Card,27.52,9.9,34.92,72.34
3680,2025-05-02,Card,35.3,16.15,4.6,56.05
3681,2025-05-03,Card,37.63,31.57,35.31,104.51
3682,2025-05-03,Card,6.38,5.15,98.85,110.38
3683,2025-05-03,Cash,27.22,0.79,95.38,123.39
1830,2025-05-01,Card,16.46,45.37,39.03,100.86
3684,2025-05-02,Cash,17.84,7.41,13.13,38.38
575,2025-05-03,Cash,30.15,24.73,90.73,145.61
3685,2025-05-03,Card,39.23,59.98,98.45,197.66
3686,2025-05-03,Cash,10.68,8.89,68.89,88.46
2056,2025-05-02,Cash,27.02,21.33,63.12,111.47
2202,2025-05-01,Card,31.67,39.8,47.41,118.88
3022,2025-05-03,Card,14.8,10.94,10.53,36.27
3687,2025-05-01,Card,4.61,40.24,76.61,121.46
3688,2025-05-02,Festival App,19.18,40.32,34.73,94.23
3689,2025-05-03,Cash,17.96,41.68,85.55,145.19
3690,2025-05-01,Card,4.72,16.66,35.77,57.15
3691,2025-05-02,Card,34.18,44.62,88.19,166.99
3692,2025-05-01,Card,23.25,54.46,40.56,118.27
3693,2025-05-01,Card,12.14,16.13,37.96,66.23
3694,2025-05-03,Card,29.72,20.37,8.28,58.37
3695,2025-05-02,Card,3.0,17.33,45.0,65.33
3696,2025-05-01,Card,9.83,14.53,10.44,34.8
3697,2025-05-02,Cash,22.77,47.04,35.59,105.4
3698,2025-05-03,Card,27.39,0.61,97.44,125.44
3699,2025-05-03,Card,7.82,15.77,59.11,82.7
3700,2025-05-02,Festival App,11.55,20.45,96.0,128.0
918,2025-05-01,Cash,19.28,56.07,98.27,173.62
328,2025-05-03,Cash,42.06,54.33,81.64,178.03
3701,2025-05-03,Card,10.72,51.64,11.03,73.39
344,2025-05-02,Cash,48.05,28.11,26.46,102.62
3702,2025-05-02,Card,24.91,31.2,0.5,56.61
3703,2025-05-03,Card,16.73,52.16,32.48,101.37
3704,2025-05-01,Card,44.56,1.09,42.93,88.58
3705,2025-05-01,Cash,47.35,20.87,42.82,111.04
3706,2025-05-01,Cash,31.01,0.93,39.34,71.28
1612,2025-05-01,Card,13.28,40.91,65.85,120.04
3707,2025-05-02,Card,6.51,35.44,73.52,115.47
3708,2025-05-02,Cash,43.56,3.74,38.66,85.96
3709,2025-05-01,Cash,45.28,21.26,27.61,94.15
2914,2025-05-02,Card,11.01,6.06,84.13,101.2
3710,2025-05-03,Cash,25.0,8.27,43.73,77.0
1831,2025-05-02,Card,21.44,58.69,0.26,80.39
3711,2025-05-03,Card,30.14,48.25,3.61,82.0
896,2025-05-02,Card,36.99,53.56,83.85,174.4
3712,2025-05-01,Card,42.98,35.71,62.35,141.04
3251,2025-05-03,Card,46.81,52.17,1.94,100.92
3713,2025-05-02,Card,47.37,24.79,28.5,100.66
3714,2025-05-03,Card,25.74,15.69,84.21,125.64
3715,2025-05-03,Card,3.58,21.27,17.45,42.3
3716,2025-05-02,Card,30.94,40.45,92.55,163.94
3717,2025-05-02,Cash,6.57,11.19,67.7,85.46
3718,2025-05-01,Card,15.62,2.25,36.13,54.0
3719,2025-05-03,Card,12.41,16.42,68.59,97.42
3720,2025-05-01,Cash,11.48,53.04,28.02,92.54
3721,2025-05-03,Festival App,22.19,43.47,77.09,142.75
2516,2025-05-02,Cash,16.74,47.63,41.29,105.66
3722,2025-05-01,Cash,29.53,45.63,32.73,107.89
3723,2025-05-02,Card,3.94,34.96,5.63,44.53
3724,2025-05-03,Card,49.83,33.16,59.34,142.33
3725,2025-05-02,Card,42.49,34.42,48.0,124.91
3726,2025-05-01,Cash,38.4,25.82,88.47,152.69
3727,2025-05-02,Cash,21.14,20.02,52.72,93.88
2078,2025-05-01,Card,24.95,57.3,90.38,172.63
3728,2025-05-03,Card,11.39,37.07,13.83,62.29
3729,2025-05-01,Card,19.04,7.28,94.47,120.79
3348,2025-05-03,Card,1.59,22.13,51.36,75.08
3730,2025-05-02,Card,42.99,14.73,20.28,78.0
3731,2025-05-03,Card,5.91,10.26,37.86,54.03
3732,2025-05-03,Card,0.21,51.09,23.46,74.76
3733,2025-05-01,Card,47.13,16.57,5.28,68.98
3734,2025-05-03,Card,37.37,4.79,48.02,90.18
3735,2025-05-02,Card,5.06,59.8,20.05,84.91
3736,2025-05-03,Card,24.78,19.43,55.92,100.13
3737,2025-05-03,Cash,45.98,20.89,43.96,110.83
830,2025-05-02,Card,36.1,54.79,6.31,97.2
3738,2025-05-03,Card,26.46,42.14,87.25,155.85
2481,2025-05-02,Card,33.2,35.55,15.44,84.19
3739,2025-05-01,Card,49.51,43.05,63.18,155.74
3740,2025-05-01,Card,2.27,7.14,78.27,87.68
3741,2025-05-03,Card,7.02,19.53,21.54,48.09
3742,2025-05-01,Card,14.26,26.71,75.15,116.12
3743,2025-05-02,Card,43.04,21.15,75.31,139.5
3744,2025-05-03,Card,24.59,36.29,8.87,69.75
3745,2025-05-02,Cash,4.34,58.71,1.57,64.62
556,2025-05-01,Card,38.76,43.01,25.83,107.6
2253,2025-05-01,Card,5.0,12.94,72.91,90.85
3746,2025-05-02,Card,49.37,52.79,16.61,118.77
3747,2025-05-02,Cash,21.66,33.95,9.99,65.6
3748,2025-05-02,Card,31.68,8.05,53.21,92.94
3749,2025-05-03,Card,6.68,22.98,81.79,111.45
330,2025-05-01,Card,25.02,32.28,94.37,151.67
3750,2025-05-01,Cash,43.78,25.32,22.82,91.92
3751,2025-05-02,Card,13.66,47.49,85.15,146.3
3752,2025-05-02,Card,28.44,1.9,92.92,123.26
3753,2025-05-01,Card,35.7,50.82,96.84,183.36
3754,2025-05-03,Card,40.79,42.49,90.98,174.26
3755,2025-05-02,Card,19.22,23.92,78.57,121.71
3756,2025-05-02,Cash,12.06,19.78,62.96,94.8
3757,2025-05-02,Card,23.74,0.88,4.76,29.38
3758,2025-05-02,Cash,23.32,33.23,62.27,118.82
3759,2025-05-03,Card,40.64,17.14,75.0,132.78
3760,2025-05-01,Card,49.4,15.95,98.85,164.2
3761,2025-05-03,Card,42.29,10.75,87.46,140.5
3762,2025-05-03,Cash,9.63,56.8,97.64,164.07
3763,2025-05-02,Card,25.8,55.15,0.75,81.7
3764,2025-05-03,Card,49.67,2.25,83.33,135.25
3765,2025-05-02,Card,7.64,49.56,74.2,131.4
378,2025-05-02,Card,6.85,5.7,58.57,71.12
3766,2025-05-02,Card,3.75,40.16,3.84,47.75
3767,2025-05-02,Card,8.96,30.73,30.1,69.79
3768,2025-05-02,Card,0.49,7.0,31.51,39.0
3769,2025-05-02,Festival App,45.33,10.52,25.12,80.97
814,2025-05-03,Card,8.16,13.63,86.77,108.56
584,2025-05-02,Cash,30.82,1.14,91.35,123.31
3770,2025-05-02,Card,6.75,56.79,26.1,89.64
3771,2025-05-03,Cash,16.73,53.58,70.9,141.21
