ticket_id,gender,age,age_group,group_size,group_type,ticket_type,is_multiday,favourite_genre,recommend_to_friend
1699,Female,21,18-24,3,Group,3-day Pass,True,Hip-Hop,True
1700,Male,18,18-24,3,Group,3-day Pass,True,Rock,True
1701,Female,30,25-34,3,Group,3-day Pass,True,Rock,True
1702,Male,18,18-24,5,Group,3-day Pass,True,Reggaeton,True
1703,Male,23,18-24,4,Group,3-day Pass,True,Pop,True
1704,Male,29,25-34,2,Couple,VIP,True,Rock,False
1705,Female,21,18-24,4,Group,3-day Pass,True,Pop,True
1706,Male,19,18-24,2,Couple,VIP,True,Pop,True
1707,Male,22,18-24,5,Group,3-day Pass,True,Reggaeton,True
1708,Female,25,25-34,5,Group,3-day Pass,True,Pop,False
1709,Female,20,18-24,3,Group,3-day Pass,True,Hip-Hop,True
1710,Female,22,18-24,3,Group,3-day Pass,True,Reggaeton,False
1711,Female,20,18-24,3,Group,1-day Pass,False,Reggaeton,True
1712,Female,28,25-34,4,Group,3-day Pass,True,Rock,False
1713,Female,31,25-34,1,Individual,3-day Pass,True,Rock,True
1714,Female,18,18-24,5,Group,3-day Pass,True,Reggaeton,False
1715,Male,25,25-34,5,Group,1-day Pass,False,Rock,True
1716,Female,28,25-34,3,Group,3-day Pass,True,Electronic,False
1717,Male,27,25-34,2,Couple,VIP,True,Hip-Hop,False
1718,Male,23,18-24,1,Individual,VIP,True,Electronic,True
1719,Male,25,25-34,5,Group,VIP,True,Electronic,False
1720,Male,27,25-34,2,Couple,3-day Pass,True,Pop,True
1721,Female,26,25-34,5,Group,3-day Pass,True,Pop,True
1722,Female,23,18-24,1,Individual,1-day Pass,False,Pop,True
1723,Male,26,25-34,3,Group,3-day Pass,True,Pop,True
1724,Male,23,18-24,2,Couple,1-day Pass,False,Electronic,False
1725,Female,25,25-34,3,Group,3-day Pass,True,Hip-Hop,False
1726,Male,33,25-34,1,Individual,3-day Pass,True,Pop,True
1727,Male,31,25-34,3,Group,1-day Pass,False,Rock,True
1728,Female,26,25-34,5,Group,1-day Pass,False,Pop,True
1729,Female,29,25-34,1,Individual,1-day Pass,False,Pop,True
1730,Female,18,18-24,3,Group,1-day Pass,False,Pop,True
1731,Female,27,25-34,3,Group,1-day Pass,False,Reggaeton,True
1732,Male,22,18-24,5,Group,3-day Pass,True,Pop,True
1733,Female,28,25-34,3,Group,3-day Pass,True,Pop,True
1734,Male,20,18-24,2,Couple,3-day Pass,True,Hip-Hop,False
1735,Male,21,18-24,4,Group,3-day Pass,True,Rock,False
1736,Female,24,18-24,3,Group,3-day Pass,True,Rock,True
1737,Male,25,25-34,2,Couple,3-day Pass,True,Pop,True
1738,Male,27,25-34,2,Couple,3-day Pass,True,Hip-Hop,True
1739,Male,22,18-24,3,Group,3-day Pass,True,Rock,False
1740,Male,23,18-24,5,Group,VIP,True,Rock,True
1741,Male,27,25-34,3,Group,3-day Pass,True,Hip-Hop,True
1742,Female,27,25-34,5,Group,VIP,True,Rock,True
1743,Female,23,18-24,5,Group,1-day Pass,False,Electronic,True
1744,Male,25,25-34,5,Group,3-day Pass,True,Hip-Hop,True
1745,Female,26,25-34,1,Individual,1-day Pass,False,Rock,True
1746,Female,29,25-34,2,Couple,1-day Pass,False,Rock,True
1747,Female,25,25-34,4,Group,3-day Pass,True,Hip-Hop,False
1748,Female,26,25-34,2,Couple,VIP,True,Hip-Hop,False
1749,Female,23,18-24,4,Group,3-day Pass,True,Hip-Hop,True
1750,Male,28,25-34,3,Group,3-day Pass,True,Hip-Hop,False
1751,Female,24,18-24,4,Group,3-day Pass,True,Pop,True
1752,Female,30,25-34,4,Group,VIP,True,Pop,True
1753,Female,20,18-24,3,Group,VIP,True,Rock,True
1754,Other,34,25-34,3,Group,1-day Pass,False,Electronic,True
1755,Female,24,18-24,2,Couple,3-day Pass,True,Electronic,True
1756,Female,21,18-24,4,Group,3-day Pass,True,Electronic,False
1757,Male,21,18-24,4,Group,3-day Pass,True,Rock,True
1758,Female,30,25-34,4,Group,1-day Pass,False,Pop,True
1759,Male,18,18-24,3,Group,3-day Pass,True,Reggaeton,False
1760,Female,22,18-24,2,Couple,3-day Pass,True,Reggaeton,True
1761,Female,18,18-24,4,Group,1-day Pass,False,Pop,True
1762,Male,24,18-24,3,Group,3-day Pass,True,Reggaeton,True
1763,Female,26,25-34,4,Group,1-day Pass,False,Hip-Hop,False
1764,Male,18,18-24,4,Group,1-day Pass,False,Hip-Hop,True
1765,Female,27,25-34,3,Group,3-day Pass,True,Pop,True
1766,Male,33,25-34,4,Group,1-day Pass,False,Pop,False
1767,Female,23,18-24,4,Group,3-day Pass,True,Electronic,True
1768,Male,23,18-24,3,Group,3-day Pass,True,Pop,True
1769,Male,18,18-24,2,Couple,3-day Pass,True,Pop,True
1770,Female,33,25-34,5,Group,VIP,True,Electronic,False
1771,Female,19,18-24,2,Couple,1-day Pass,False,Rock,True
1772,Male,19,18-24,3,Group,1-day Pass,False,Rock,True
1773,Male,27,25-34,2,Couple,3-day Pass,True,Pop,False
1774,Female,29,25-34,3,Group,1-day Pass,False,Pop,True
1775,Female,34,25-34,2,Couple,3-day Pass,True,Hip-Hop,True
1776,Female,25,25-34,5,Group,3-day Pass,True,Rock,True
1777,Male,18,18-24,5,Group,1-day Pass,False,Hip-Hop,False
1778,Male,20,18-24,5,Group,1-day Pass,False,Electronic,True
1779,Female,22,18-24,3,Group,3-day Pass,True,Rock,True
1780,Male,31,25-34,3,Group,1-day Pass,False,Pop,True
1781,Female,30,25-34,3,Group,1-day Pass,False,Pop,False
1782,Female,30,25-34,5,Group,3-day Pass,True,Hip-Hop,True
1783,Other,34,25-34,3,Group,VIP,True,Rock,True
1784,Female,25,25-34,4,Group,3-day Pass,True,Pop,True
1785,Female,20,18-24,4,Group,3-day Pass,True,Hip-Hop,False
1786,Male,18,18-24,4,Group,1-day Pass,False,Reggaeton,True
1787,Female,24,18-24,5,Group,3-day Pass,True,Pop,True
1788,Female,20,18-24,3,Group,1-day Pass,False,Electronic,True
1789,Male,18,18-24,5,Group,1-day Pass,False,Rock,False
1790,Other,19,18-24,3,Group,3-day Pass,True,Electronic,False
1791,Female,25,25-34,4,Group,3-day Pass,True,Electronic,True
1792,Female,28,25-34,3,Group,VIP,True,Electronic,True
1793,Male,23,18-24,4,Group,3-day Pass,True,Reggaeton,False
1794,Male,19,18-24,4,Group,3-day Pass,True,Rock,False
1795,Male,28,25-34,3,Group,3-day Pass,True,Pop,False
1796,Female,20,18-24,4,Group,VIP,True,Reggaeton,True
1797,Male,26,25-34,3,Group,VIP,True,Electronic,True
1798,Male,27,25-34,5,Group,3-day Pass,True,Hip-Hop,False
1799,Female,18,18-24,1,Individual,1-day Pass,False,Pop,True
1800,Female,27,25-34,5,Group,1-day Pass,False,Electronic,True
1801,Female,28,25-34,3,Group,3-day Pass,True,Hip-Hop,False
1802,Male,21,18-24,2,Couple,1-day Pass,False,Hip-Hop,True
1803,Female,26,25-34,4,Group,3-day Pass,True,Hip-Hop,False
1804,Male,31,25-34,2,Couple,1-day Pass,False,Pop,True
1805,Female,26,25-34,3,Group,3-day Pass,True,Rock,False
1806,Female,20,18-24,3,Group,3-day Pass,True,Hip-Hop,False
1807,Male,32,25-34,5,Group,3-day Pass,True,Pop,True
1808,Female,27,25-34,5,Group,VIP,True,Reggaeton,True
1809,Female,18,18-24,3,Group,3-day Pass,True,Rock,True
1810,Male,28,25-34,2,Couple,3-day Pass,True,Rock,True
1811,Female,21,18-24,4,Group,3-day Pass,True,Pop,False
1812,Female,26,25-34,3,Group,3-day Pass,True,Pop,True
1813,Male,18,18-24,3,Group,3-day Pass,True,Rock,True
1814,Female,31,25-34,2,Couple,3-day Pass,True,Hip-Hop,True
1815,Female,23,18-24,1,Individual,3-day Pass,True,Pop,True
1816,Male,32,25-34,3,Group,3-day Pass,True,Reggaeton,True
1817,Male,18,18-24,3,Group,VIP,True,Hip-Hop,False
1818,Male,19,18-24,5,Group,1-day Pass,False,Electronic,True
1819,Male,22,18-24,4,Group,3-day Pass,True,Pop,True
1820,Female,29,25-34,4,Group,3-day Pass,True,Rock,True
1821,Other,24,18-24,5,Group,1-day Pass,False,Pop,True
1822,Female,29,25-34,3,Group,3-day Pass,True,Pop,True
1823,Male,29,25-34,3,Group,3-day Pass,True,Pop,True
1824,Female,18,18-24,5,Group,3-day Pass,True,Rock,False
1825,Female,30,25-34,3,Group,VIP,True,Hip-Hop,True
1826,Male,19,18-24,3,Group,3-day Pass,True,Rock,True
1827,Male,18,18-24,2,Couple,VIP,True,Hip-Hop,True
1828,Male,18,18-24,5,Group,3-day Pass,True,Rock,True
1829,Female,29,25-34,3,Group,3-day Pass,True,Hip-Hop,False
1830,Female,19,18-24,3,Group,3-day Pass,True,Rock,True
1831,Male,27,25-34,4,Group,3-day Pass,True,Electronic,False
1832,Male,28,25-34,3,Group,3-day Pass,True,Pop,False
1833,Female,25,25-34,4,Group,1-day Pass,False,Electronic,False
1834,Other,28,25-34,4,Group,3-day Pass,True,Hip-Hop,False
1835,Female,29,25-34,2,Couple,3-day Pass,True,Rock,True
1836,Female,24,18-24,3,Group,3-day Pass,True,Rock,True
1837,Female,18,18-24,3,Group,3-day Pass,True,Rock,False
1838,Female,26,25-34,2,Couple,3-day Pass,True,Pop,True
1839,Male,20,18-24,2,Couple,1-day Pass,False,Rock,True
1840,Male,28,25-34,1,Individual,3-day Pass,True,Hip-Hop,True
1841,Female,29,25-34,2,Couple,VIP,True,Rock,True
1842,Male,24,18-24,4,Group,1-day Pass,False,Hip-Hop,True
1843,Male,25,25-34,5,Group,VIP,True,Hip-Hop,False
1844,Female,26,25-34,4,Group,VIP,True,Rock,False
1845,Male,27,25-34,3,Group,3-day Pass,True,Pop,True
1846,Female,30,25-34,3,Group,VIP,True,Rock,True
1847,Female,27,25-34,4,Group,3-day Pass,True,Reggaeton,False
1848,Female,22,18-24,4,Group,VIP,True,Reggaeton,False
1849,Male,21,18-24,5,Group,3-day Pass,True,Rock,False
1850,Female,28,25-34,2,Couple,VIP,True,Electronic,False
1851,Female,26,25-34,3,Group,VIP,True,Rock,False
1852,Male,20,18-24,3,Group,VIP,True,Hip-Hop,False
1853,Male,28,25-34,4,Group,1-day Pass,False,Pop,True
1854,Female,21,18-24,5,Group,1-day Pass,False,Rock,True
1855,Female,25,25-34,4,Group,3-day Pass,True,Rock,False
1856,Male,25,25-34,1,Individual,VIP,True,Pop,True
1857,Male,28,25-34,4,Group,1-day Pass,False,Hip-Hop,True
1858,Male,18,18-24,4,Group,3-day Pass,True,Pop,True
1859,Male,25,25-34,4,Group,VIP,True,Rock,False
1860,Male,26,25-34,3,Group,VIP,True,Reggaeton,True
1861,Male,26,25-34,4,Group,VIP,True,Rock,True
1862,Male,18,18-24,2,Couple,3-day Pass,True,Pop,True
1863,Female,30,25-34,4,Group,3-day Pass,True,Hip-Hop,False
1864,Male,21,18-24,3,Group,3-day Pass,True,Pop,True
1865,Female,22,18-24,3,Group,1-day Pass,False,Rock,True
1866,Female,29,25-34,3,Group,1-day Pass,False,Hip-Hop,True
1867,Male,24,18-24,1,Individual,3-day Pass,True,Rock,True
1868,Female,22,18-24,4,Group,3-day Pass,True,Rock,True
1869,Female,31,25-34,3,Group,VIP,True,Pop,True
1870,Female,26,25-34,5,Group,3-day Pass,True,Hip-Hop,True
1871,Other,26,25-34,2,Couple,3-day Pass,True,Reggaeton,True
1872,Other,20,18-24,3,Group,3-day Pass,True,Pop,True
1873,Male,24,18-24,3,Group,1-day Pass,False,Hip-Hop,True
1874,Female,29,25-34,5,Group,VIP,True,Electronic,False
1875,Female,21,18-24,4,Group,3-day Pass,True,Rock,True
1876,Female,28,25-34,3,Group,3-day Pass,True,Reggaeton,True
1877,Female,31,25-34,5,Group,3-day Pass,True,Rock,True
1878,Female,20,18-24,2,Couple,1-day Pass,False,Electronic,True
1879,Female,20,18-24,4,Group,3-day Pass,True,Reggaeton,True
1880,Female,19,18-24,2,Couple,3-day Pass,True,Electronic,False
1881,Female,23,18-24,5,Group,3-day Pass,True,Reggaeton,True
1882,Female,18,18-24,5,Group,VIP,True,Hip-Hop,True
1883,Other,26,25-34,3,Group,3-day Pass,True,Rock,True
1884,Female,27,25-34,4,Group,VIP,True,Pop,False
1885,Female,28,25-34,4,Group,3-day Pass,True,Rock,False
1886,Female,18,18-24,3,Group,3-day Pass,True,Rock,True
1887,Female,24,18-24,5,Group,3-day Pass,True,Hip-Hop,False
1888,Female,21,18-24,4,Group,VIP,True,Rock,True
1889,Female,23,18-24,2,Couple,1-day Pass,False,Hip-Hop,True
1890,Female,30,25-34,2,Couple,3-day Pass,True,Rock,True
1891,Male,28,25-34,3,Group,3-day Pass,True,Pop,False
1892,Male,18,18-24,5,Group,3-day Pass,True,Pop,True
1893,Female,26,25-34,2,Couple,3-day Pass,True,Electronic,True
1894,Female,26,25-34,3,Group,3-day Pass,True,Electronic,True
1895,Female,23,18-24,5,Group,VIP,True,Pop,True
1896,Female,30,25-34,5,Group,3-day Pass,True,Rock,True
1897,Female,18,18-24,4,Group,VIP,True,Pop,True
1898,Female,22,18-24,3,Group,3-day Pass,True,Rock,True
1899,Female,26,25-34,2,Couple,1-day Pass,False,Reggaeton,True
1900,Female,31,25-34,3,Group,VIP,True,Pop,True
1901,Male,22,18-24,5,Group,1-day Pass,False,Rock,True
1902,Male,30,25-34,3,Group,VIP,True,Pop,False
1903,Female,22,18-24,4,Group,3-day Pass,True,Reggaeton,True
1904,Male,28,25-34,1,Individual,3-day Pass,True,Rock,True
1905,Female,21,18-24,2,Couple,3-day Pass,True,Rock,True
1906,Male,23,18-24,2,Couple,1-day Pass,False,Rock,False
1907,Male,24,18-24,5,Group,3-day Pass,True,Rock,False
1908,Male,29,25-34,2,Couple,VIP,True,Rock,True
1909,Male,32,25-34,3,Group,3-day Pass,True,Pop,True
1910,Female,18,18-24,3,Group,3-day Pass,True,Hip-Hop,True
1911,Female,28,25-34,2,Couple,3-day Pass,True,Electronic,False
1912,Male,18,18-24,2,Couple,VIP,True,Rock,True
1913,Female,21,18-24,5,Group,VIP,True,Rock,True
1914,Female,27,25-34,2,Couple,VIP,True,Rock,False
1915,Female,21,18-24,3,Group,3-day Pass,True,Hip-Hop,True
1916,Female,19,18-24,1,Individual,3-day Pass,True,Hip-Hop,True
1917,Female,19,18-24,1,Individual,VIP,True,Hip-Hop,True
1918,Male,18,18-24,2,Couple,3-day Pass,True,Hip-Hop,False
1919,Other,18,18-24,5,Group,3-day Pass,True,Rock,True
1920,Female,29,25-34,5,Group,VIP,True,Rock,True
1921,Male,28,25-34,3,Group,3-day Pass,True,Electronic,True
1922,Male,25,25-34,3,Group,1-day Pass,False,Rock,True
1923,Male,23,18-24,4,Group,3-day Pass,True,Pop,True
1924,Male,18,18-24,5,Group,3-day Pass,True,Rock,True
1925,Female,23,18-24,3,Group,3-day Pass,True,Pop,True
1926,Female,19,18-24,3,Group,VIP,True,Electronic,False
1927,Male,28,25-34,2,Couple,3-day Pass,True,Hip-Hop,True
1928,Male,30,25-34,2,Couple,1-day Pass,False,Pop,True
1929,Female,18,18-24,2,Couple,3-day Pass,True,Rock,False
1930,Male,26,25-34,4,Group,3-day Pass,True,Rock,False
1931,Other,26,25-34,3,Group,VIP,True,Hip-Hop,True
1932,Male,28,25-34,4,Group,1-day Pass,False,Reggaeton,False
1933,Female,19,18-24,4,Group,3-day Pass,True,Rock,True
1934,Male,26,25-34,4,Group,3-day Pass,True,Rock,False
1935,Male,18,18-24,4,Group,3-day Pass,True,Electronic,False
1936,Other,24,18-24,2,Couple,1-day Pass,False,Hip-Hop,True
1937,Male,21,18-24,4,Group,1-day Pass,False,Rock,False
1938,Female,25,25-34,3,Group,1-day Pass,False,Hip-Hop,True
1939,Female,18,18-24,5,Group,VIP,True,Hip-Hop,True
1940,Other,25,25-34,4,Group,1-day Pass,False,Pop,True
1941,Male,23,18-24,4,Group,3-day Pass,True,Rock,True
1942,Male,27,25-34,2,Couple,3-day Pass,True,Reggaeton,True
1943,Male,28,25-34,5,Group,1-day Pass,False,Rock,False
1944,Female,20,18-24,4,Group,3-day Pass,True,Reggaeton,True
1945,Female,26,25-34,3,Group,VIP,True,Pop,True
1946,Male,18,18-24,3,Group,1-day Pass,False,Pop,True
1947,Male,18,18-24,2,Couple,3-day Pass,True,Hip-Hop,True
1948,Male,26,25-34,3,Group,3-day Pass,True,Pop,True
1949,Female,30,25-34,2,Couple,1-day Pass,False,Pop,True
1950,Female,22,18-24,4,Group,VIP,True,Rock,False
1951,Male,28,25-34,2,Couple,VIP,True,Rock,True
1952,Female,23,18-24,3,Group,VIP,True,Rock,True
1953,Female,21,18-24,5,Group,1-day Pass,False,Rock,False
1954,Male,25,25-34,3,Group,3-day Pass,True,Rock,True
1955,Male,27,25-34,5,Group,1-day Pass,False,Rock,False
1956,Male,18,18-24,3,Group,3-day Pass,True,Electronic,True
1957,Male,25,25-34,3,Group,3-day Pass,True,Hip-Hop,False
1958,Female,27,25-34,3,Group,3-day Pass,True,Rock,True
1959,Female,24,18-24,4,Group,1-day Pass,False,Rock,True
1960,Male,19,18-24,2,Couple,3-day Pass,True,Rock,False
1961,Male,28,25-34,5,Group,3-day Pass,True,Hip-Hop,True
1962,Male,20,18-24,4,Group,VIP,True,Reggaeton,True
1963,Other,25,25-34,5,Group,VIP,True,Rock,True
1964,Female,26,25-34,2,Couple,3-day Pass,True,Rock,False
1965,Female,18,18-24,3,Group,3-day Pass,True,Rock,False
1966,Female,19,18-24,3,Group,3-day Pass,True,Pop,True
1967,Male,18,18-24,5,Group,3-day Pass,True,Reggaeton,True
1968,Female,28,25-34,2,Couple,1-day Pass,False,Rock,False
1969,Female,26,25-34,2,Couple,VIP,True,Rock,False
1970,Female,23,18-24,3,Group,3-day Pass,True,Hip-Hop,True
1971,Female,23,18-24,4,Group,1-day Pass,False,Rock,False
1972,Male,27,25-34,3,Group,3-day Pass,True,Rock,False
1973,Male,20,18-24,5,Group,3-day Pass,True,Pop,True
1974,Male,30,25-34,4,Group,1-day Pass,False,Hip-Hop,True
1975,Male,18,18-24,4,Group,3-day Pass,True,Pop,True
1976,Male,18,18-24,1,Individual,3-day Pass,True,Reggaeton,True
1977,Female,27,25-34,5,Group,3-day Pass,True,Electronic,False
1978,Female,28,25-34,5,Group,3-day Pass,True,Rock,True
1979,Male,22,18-24,4,Group,1-day Pass,False,Pop,True
1980,Male,18,18-24,1,Individual,3-day Pass,True,Rock,False
1981,Male,23,18-24,5,Group,1-day Pass,False,Pop,False
1982,Female,26,25-34,2,Couple,3-day Pass,True,Hip-Hop,True
1983,Male,27,25-34,3,Group,1-day Pass,False,Hip-Hop,False
1984,Other,21,18-24,4,Group,VIP,True,Hip-Hop,True
1985,Female,21,18-24,3,Group,1-day Pass,False,Reggaeton,True
1986,Male,18,18-24,5,Group,VIP,True,Pop,True
1987,Male,27,25-34,4,Group,1-day Pass,False,Electronic,True
1988,Male,28,25-34,3,Group,3-day Pass,True,Rock,True
1989,Male,24,18-24,3,Group,VIP,True,Hip-Hop,False
1990,Female,21,18-24,5,Group,1-day Pass,False,Hip-Hop,False
1991,Male,21,18-24,5,Group,VIP,True,Electronic,False
1992,Other,29,25-34,4,Group,3-day Pass,True,Electronic,False
1993,Male,30,25-34,4,Group,VIP,True,Hip-Hop,True
1994,Female,18,18-24,4,Group,3-day Pass,True,Electronic,False
1995,Female,26,25-34,3,Group,1-day Pass,False,Rock,False
1996,Female,21,18-24,3,Group,3-day Pass,True,Rock,True
1997,Female,28,25-34,2,Couple,1-day Pass,False,Rock,True
1998,Male,26,25-34,5,Group,3-day Pass,True,Reggaeton,True
1999,Female,27,25-34,4,Group,3-day Pass,True,Reggaeton,True
2000,Female,22,18-24,1,Individual,3-day Pass,True,Rock,True
2001,Female,19,18-24,2,Couple,3-day Pass,True,Hip-Hop,True
2002,Female,27,25-34,4,Group,1-day Pass,False,Rock,True
2003,Female,28,25-34,4,Group,3-day Pass,True,Hip-Hop,False
2004,Male,24,18-24,4,Group,3-day Pass,True,Hip-Hop,False
2005,Male,22,18-24,4,Group,3-day Pass,True,Pop,True
2006,Other,27,25-34,2,Couple,3-day Pass,True,Hip-Hop,True
2007,Male,25,25-34,5,Group,1-day Pass,False,Hip-Hop,False
2008,Female,31,25-34,5,Group,3-day Pass,True,Hip-Hop,True
2009,Female,24,18-24,3,Group,3-day Pass,True,Hip-Hop,False
2010,Female,23,18-24,5,Group,VIP,True,Hip-Hop,True
2011,Other,18,18-24,3,Group,3-day Pass,True,Hip-Hop,True
2012,Female,27,25-34,5,Group,3-day Pass,True,Pop,False
2013,Male,28,25-34,4,Group,VIP,True,Rock,False
2014,Male,27,25-34,5,Group,1-day Pass,False,Hip-Hop,False
2015,Female,22,18-24,3,Group,3-day Pass,True,Reggaeton,False
2016,Male,18,18-24,5,Group,3-day Pass,True,Hip-Hop,False
2017,Female,26,25-34,2,Couple,VIP,True,Electronic,True
2018,Female,21,18-24,3,Group,1-day Pass,False,Hip-Hop,True
2019,Other,24,18-24,5,Group,3-day Pass,True,Rock,False
2020,Female,21,18-24,5,Group,1-day Pass,False,Rock,True
2021,Female,29,25-34,5,Group,1-day Pass,False,Rock,False
2022,Male,18,18-24,1,Individual,1-day Pass,False,Hip-Hop,True
2023,Female,22,18-24,3,Group,3-day Pass,True,Rock,True
2024,Male,23,18-24,4,Group,3-day Pass,True,Rock,False
2025,Male,21,18-24,5,Group,VIP,True,Hip-Hop,True
2026,Female,23,18-24,4,Group,VIP,True,Hip-Hop,True
2027,Female,22,18-24,4,Group,3-day Pass,True,Pop,True
2028,Male,24,18-24,2,Couple,3-day Pass,True,Rock,True
2029,Male,18,18-24,5,Group,1-day Pass,False,Pop,True
2030,Female,30,25-34,3,Group,3-day Pass,True,Rock,True
2031,Male,26,25-34,1,Individual,3-day Pass,True,Rock,False
2032,Male,27,25-34,2,Couple,VIP,True,Hip-Hop,True
2033,Male,20,18-24,5,Group,3-day Pass,True,Rock,False
2034,Female,18,18-24,4,Group,3-day Pass,True,Electronic,True
2035,Male,22,18-24,5,Group,3-day Pass,True,Hip-Hop,False
2036,Female,28,25-34,3,Group,1-day Pass,False,Rock,False
2037,Female,25,25-34,2,Couple,3-day Pass,True,Hip-Hop,True
2038,Male,22,18-24,3,Group,VIP,True,Pop,False
2039,Other,25,25-34,3,Group,3-day Pass,True,Rock,True
2040,Other,26,25-34,2,Couple,3-day Pass,True,Rock,True
2041,Male,25,25-34,4,Group,VIP,True,Rock,False
2042,Male,20,18-24,3,Group,3-day Pass,True,Rock,True
2043,Female,30,25-34,4,Group,3-day Pass,True,Pop,True
2044,Female,26,25-34,4,Group,1-day Pass,False,Hip-Hop,True
2045,Male,24,18-24,4,Group,3-day Pass,True,Pop,False
2046,Male,26,25-34,3,Group,3-day Pass,True,Hip-Hop,False
2047,Male,28,25-34,5,Group,3-day Pass,True,Reggaeton,False
2048,Male,22,18-24,3,Group,VIP,True,Rock,True
2049,Female,18,18-24,5,Group,3-day Pass,True,Pop,True
2050,Male,27,25-34,3,Group,VIP,True,Rock,True
2051,Female,20,18-24,1,Individual,VIP,True,Rock,False
2052,Female,33,25-34,2,Couple,3-day Pass,True,Rock,True
2053,Female,23,18-24,1,Individual,3-day Pass,True,Rock,True
2054,Male,28,25-34,4,Group,3-day Pass,True,Rock,False
2055,Female,29,25-34,2,Couple,3-day Pass,True,Hip-Hop,True
2056,Female,18,18-24,5,Group,VIP,True,Rock,True
2057,Female,21,18-24,3,Group,3-day Pass,True,Rock,False
2058,Male,20,18-24,1,Individual,3-day Pass,True,Pop,True
2059,Female,28,25-34,3,Group,3-day Pass,True,Rock,True
2060,Male,28,25-34,4,Group,3-day Pass,True,Rock,True
2061,Female,27,25-34,3,Group,3-day Pass,True,Pop,True
2062,Male,27,25-34,4,Group,3-day Pass,True,Rock,True
2063,Other,22,18-24,3,Group,3-day Pass,True,Rock,True
2064,Female,26,25-34,4,Group,3-day Pass,True,Pop,True
2065,Female,21,18-24,5,Group,VIP,True,Pop,False
2066,Female,18,18-24,2,Couple,VIP,True,Electronic,True
2067,Female,20,18-24,5,Group,3-day Pass,True,Pop,False
2068,Other,30,25-34,5,Group,3-day Pass,True,Rock,False
2069,Female,30,25-34,4,Group,VIP,True,Pop,False
2070,Female,23,18-24,3,Group,3-day Pass,True,Pop,False
2071,Female,25,25-34,2,Couple,3-day Pass,True,Electronic,False
2072,Male,28,25-34,5,Group,VIP,True,Electronic,True
2073,Male,29,25-34,4,Group,3-day Pass,True,Pop,False
2074,Female,31,25-34,3,Group,VIP,True,Rock,True
2075,Male,30,25-34,4,Group,1-day Pass,False,Rock,True
2076,Female,18,18-24,5,Group,1-day Pass,False,Pop,False
2077,Male,20,18-24,5,Group,3-day Pass,True,Reggaeton,True
2078,Other,31,25-34,4,Group,3-day Pass,True,Rock,True
2079,Female,21,18-24,1,Individual,VIP,True,Reggaeton,True
2080,Female,28,25-34,5,Group,1-day Pass,False,Electronic,True
2081,Female,18,18-24,2,Couple,3-day Pass,True,Rock,True
2082,Female,31,25-34,4,Group,3-day Pass,True,Pop,True
2083,Male,30,25-34,5,Group,3-day Pass,True,Electronic,True
2084,Male,23,18-24,3,Group,1-day Pass,False,Pop,True
2085,Female,21,18-24,2,Couple,1-day Pass,False,Rock,True
2086,Female,27,25-34,3,Group,3-day Pass,True,Rock,True
2087,Female,18,18-24,3,Group,3-day Pass,True,Rock,False
2088,Male,26,25-34,4,Group,VIP,True,Hip-Hop,True
2089,Male,22,18-24,2,Couple,3-day Pass,True,Rock,True
2090,Female,23,18-24,1,Individual,VIP,True,Rock,True
2091,Male,23,18-24,2,Couple,3-day Pass,True,Rock,False
2092,Female,28,25-34,3,Group,3-day Pass,True,Hip-Hop,True
2093,Female,22,18-24,3,Group,1-day Pass,False,Reggaeton,True
2094,Female,19,18-24,4,Group,3-day Pass,True,Rock,True
2095,Female,29,25-34,3,Group,3-day Pass,True,Electronic,True
2096,Other,22,18-24,3,Group,3-day Pass,True,Hip-Hop,True
2097,Male,20,18-24,3,Group,3-day Pass,True,Hip-Hop,True
2098,Male,21,18-24,4,Group,3-day Pass,True,Rock,True
2099,Female,18,18-24,2,Couple,VIP,True,Hip-Hop,True
2100,Male,21,18-24,5,Group,1-day Pass,False,Reggaeton,True
2101,Female,31,25-34,2,Couple,VIP,True,Rock,True
2102,Male,18,18-24,5,Group,3-day Pass,True,Electronic,False
2103,Other,32,25-34,1,Individual,3-day Pass,True,Reggaeton,True
2104,Female,18,18-24,1,Individual,VIP,True,Electronic,True
2105,Male,29,25-34,4,Group,3-day Pass,True,Rock,True
2106,Male,26,25-34,4,Group,VIP,True,Hip-Hop,False
2107,Male,22,18-24,4,Group,3-day Pass,True,Rock,True
2108,Female,21,18-24,4,Group,3-day Pass,True,Reggaeton,True
2109,Male,20,18-24,4,Group,3-day Pass,True,Reggaeton,True
2110,Male,27,25-34,5,Group,3-day Pass,True,Pop,True
2111,Male,26,25-34,4,Group,3-day Pass,True,Pop,True
2112,Male,25,25-34,1,Individual,3-day Pass,True,Hip-Hop,False
2113,Female,27,25-34,4,Group,3-day Pass,True,Pop,True
2114,Male,30,25-34,1,Individual,1-day Pass,False,Hip-Hop,True
2115,Female,19,18-24,4,Group,3-day Pass,True,Pop,True
2116,Male,24,18-24,4,Group,3-day Pass,True,Pop,True
2117,Female,18,18-24,4,Group,3-day Pass,True,Rock,True
2118,Female,18,18-24,3,Group,VIP,True,Electronic,True
2119,Male,18,18-24,3,Group,3-day Pass,True,Reggaeton,False
2120,Male,26,25-34,5,Group,3-day Pass,True,Rock,False
2121,Male,23,18-24,2,Couple,3-day Pass,True,Reggaeton,False
