ticket_id,payment_method,food_expense,drink_expense,merch_expense,total_spent
1497,Card,31.93,43.75,52.45,128.13
1498,Card,65.59,81.83,138.19,285.61
1499,Card,39.68,63.22,106.32,209.22
1500,Card,79.4,41.19,100.25,220.84
1501,Card,12.79,55.65,10.07,78.51
1502,Cash,39.01,75.04,61.16,175.21
1503,Card,49.24,88.4,72.05,209.69
1504,Card,10.85,34.85,46.38,92.08
1505,Card,18.36,29.62,69.25,117.23
1506,Card,95.76,45.05,237.36,378.17
1507,Cash,65.95,93.12,107.71,266.78
1508,Card,23.19,8.6,16.6,48.39
1509,Cash,2.63,47.55,77.43,127.61
1510,Card,34.83,72.3,125.56,232.69
1511,Card,42.39,96.77,136.53,275.69
1512,Card,40.39,14.6,51.36,106.35
1513,Cash,79.5,74.01,114.45,267.96
1514,Card,45.54,41.42,34.1,121.06
1515,Card,26.75,37.62,92.35,156.72
1516,Card,28.23,11.24,47.95,87.42
1517,Card,71.74,122.15,176.06,369.95
1518,Cash,35.29,17.74,25.58,78.61
1519,Card,26.67,22.67,61.12,110.46
1520,Card,56.16,83.84,32.05,172.05
1521,Card,23.17,51.88,59.34,134.39
1522,Card,13.69,53.59,16.23,83.51
1523,Card,38.08,60.26,131.01,229.35
1524,Card,29.59,12.45,74.16,116.2
1525,Cash,24.5,74.05,78.49,177.04
1526,Card,42.22,16.75,66.53,125.5
1527,Card,22.19,46.41,8.54,77.14
1528,Card,21.62,58.49,80.58,160.69
1529,Card,23.35,105.77,81.9,211.02
1530,Card,19.09,35.13,58.64,112.86
1531,Card,90.85,77.81,133.16,301.82
1532,Card,67.25,38.67,169.28,275.2
1533,Cash,79.51,50.24,88.12,217.87
1534,Card,81.57,97.32,178.85,357.74
1535,Cash,35.42,5.37,49.46,90.25
1536,Card,45.27,4.51,0.56,50.34
1537,Card,43.36,83.34,89.73,216.43
1538,Card,14.83,57.05,105.13,177.01
1539,Card,79.2,107.66,170.48,357.34
1540,Card,57.44,107.31,258.81,423.56
1541,Card,26.18,24.68,9.38,60.24
1542,Cash,12.12,43.2,52.36,107.68
1543,Cash,8.91,31.16,84.28,124.35
1544,Card,63.82,123.99,67.03,254.84
1545,Card,31.33,6.51,70.74,108.58
1546,Festival App,54.41,103.07,201.49,358.97
1547,Card,100.4,55.36,156.92,312.68
1548,Card,32.84,33.42,134.6,200.86
1549,Card,21.94,59.76,64.24,145.94
1550,Cash,47.86,63.31,67.19,178.36
1551,Card,16.04,40.79,42.87,99.7
1552,Festival App,54.27,92.3,148.75,295.32
1553,Card,78.42,78.02,140.4,296.84
1554,Cash,8.65,58.6,120.53,187.78
1555,Cash,7.59,34.34,44.4,86.33
1556,Card,45.64,106.32,87.87,239.83
1557,Card,39.63,18.3,117.0,174.93
1558,Card,23.27,18.19,38.91,80.37
1559,Cash,46.15,39.74,129.89,215.78
1560,Card,2.32,15.95,52.11,70.38
1561,Card,29.3,81.75,67.28,178.33
1562,Card,57.0,48.77,132.49,238.26
1563,Card,52.57,70.15,154.39,277.11
1564,Cash,29.96,39.78,9.1,78.84
1565,Card,54.97,2.32,33.07,90.36
1566,Card,79.19,82.66,130.52,292.37
1567,Cash,55.04,118.89,125.2,299.13
1568,Cash,53.82,60.85,17.74,132.41
1569,Cash,48.6,108.32,207.49,364.41
1570,Card,5.51,58.08,3.67,67.26
1571,Cash,63.49,26.38,13.57,103.44
1572,Card,110.25,82.99,192.6,385.84
1573,Card,65.53,89.97,85.91,241.41
1574,Cash,43.53,42.34,96.65,182.52
1575,Cash,34.11,69.48,146.8,250.39
1576,Cash,1.94,34.69,28.35,64.98
1577,Festival App,49.05,44.11,92.2,185.36
1578,Cash,1.49,9.64,4.35,15.48
1579,Cash,9.06,52.99,88.69,150.74
1580,Card,45.33,1.79,51.56,98.68
1581,Card,22.02,1.26,34.72,58.0
1582,Cash,46.66,149.13,138.24,334.03
1583,Cash,12.24,22.04,14.59,48.87
1584,Cash,84.84,50.13,109.36,244.33
1585,Card,45.25,57.17,56.51,158.93
1586,Card,13.91,25.39,2.68,41.98
1587,Card,63.17,74.94,66.36,204.47
1588,Card,43.75,25.64,143.5,212.89
1589,Cash,16.0,16.07,70.06,102.13
1590,Card,52.73,31.77,82.87,167.37
1591,Card,32.2,43.67,104.67,180.54
1592,Card,57.4,45.42,137.88,240.7
1593,Cash,47.25,41.63,117.03,205.91
1594,Card,26.3,87.05,132.96,246.31
1595,Cash,35.23,23.11,30.03,88.37
1596,Card,60.94,130.56,168.61,360.11
1597,Cash,36.16,23.48,148.43,208.07
1598,Cash,64.02,81.43,143.36,288.81
1599,Card,14.46,59.9,3.09,77.45
1600,Cash,114.6,86.27,123.23,324.1
1601,Cash,40.57,43.72,97.37,181.66
1602,Card,62.31,74.67,138.3,275.28
1603,Card,33.41,42.52,104.76,180.69
1604,Card,60.23,36.95,40.66,137.84
1605,Cash,31.77,15.73,73.46,120.96
1606,Card,42.75,57.8,131.21,231.76
1607,Card,28.74,19.25,21.52,69.51
1608,Cash,49.05,71.34,134.47,254.86
1609,Card,24.25,14.29,87.23,125.77
1610,Cash,31.47,48.78,37.88,118.13
1611,Card,21.99,25.83,65.3,113.12
1612,Cash,49.39,63.82,100.43,213.64
1613,Card,16.41,49.56,35.1,101.07
1614,Cash,28.61,115.09,70.71,214.41
1615,Card,43.83,2.48,44.88,91.19
1616,Card,40.87,18.99,4.42,64.28
1617,Cash,72.04,64.45,40.34,176.83
1618,Card,36.48,39.76,127.5,203.74
1619,Cash,23.11,12.52,54.41,90.04
1620,Card,72.47,30.15,9.05,111.67
1621,Card,80.56,50.72,56.03,187.31
1622,Cash,61.63,47.95,138.83,248.41
1623,Card,120.6,51.91,179.39,351.9
1624,Card,40.74,56.6,48.11,145.45
1625,Festival App,23.72,15.44,27.86,67.02
1626,Cash,28.56,32.92,87.87,149.35
1627,Cash,61.15,121.39,118.31,300.85
1628,Card,46.97,47.48,64.79,159.24
1629,Card,70.6,55.63,118.0,244.23
1630,Card,22.28,1.82,5.5,29.6
1631,Card,106.91,50.8,129.49,287.2
1632,Cash,37.06,14.66,5.73,57.45
1633,Cash,47.1,79.05,222.69,348.84
1634,Festival App,17.36,58.75,82.35,158.46
1635,Cash,12.52,27.62,98.58,138.72
1636,Card,18.72,49.95,46.82,115.49
1637,Cash,50.38,159.27,114.16,323.81
1638,Cash,95.35,36.95,157.43,289.73
1639,Card,23.31,57.19,74.98,155.48
1640,Card,27.42,27.59,54.51,109.52
1641,Card,63.92,38.84,89.43,192.19
1642,Cash,32.19,42.36,86.13,160.68
1643,Card,75.05,50.5,94.82,220.37
1644,Cash,27.11,93.08,120.65,240.84
1645,Card,29.81,39.33,94.0,163.14
1646,Card,34.06,22.61,37.38,94.05
1647,Cash,25.01,89.8,130.3,245.11
1648,Card,3.13,21.83,86.13,111.09
1649,Card,4.91,37.61,37.89,80.41
1650,Card,33.3,61.65,106.9,201.85
1651,Card,40.74,63.56,46.6,150.9
1652,Cash,27.57,18.03,54.87,100.47
1653,Card,72.76,91.05,251.35,415.16
1654,Cash,18.02,45.38,52.73,116.13
1655,Card,30.89,34.31,82.08,147.28
1656,Card,61.99,46.77,75.01,183.77
1657,Cash,72.31,42.6,97.7,212.61
1658,Card,56.46,31.07,93.62,181.15
1659,Card,36.17,110.67,106.63,253.47
1660,Card,15.52,4.3,81.67,101.49
1661,Card,45.83,53.17,93.17,192.17
1662,Card,10.61,42.25,64.36,117.22
1663,Card,24.87,34.89,8.43,68.19
1664,Card,49.11,81.08,51.22,181.41
1665,Card,47.13,140.18,166.43,353.74
1666,Card,50.58,49.02,118.13,217.73
1667,Cash,19.34,41.95,78.26,139.55
1668,Cash,56.19,89.0,132.28,277.47
1669,Card,4.69,51.0,84.35,140.04
1670,Card,16.51,26.72,83.36,126.59
1671,Card,21.27,56.94,63.3,141.51
1672,Card,59.43,89.36,194.67,343.46
1673,Cash,19.2,33.56,73.35,126.11
1674,Cash,106.13,131.86,184.05,422.04
1675,Cash,14.63,57.93,51.65,124.21
1676,Card,40.05,75.6,30.7,146.35
1677,Cash,2.01,57.26,51.56,110.83
1678,Cash,40.15,32.49,21.73,94.37
1679,Card,34.69,4.77,96.61,136.07
1680,Card,27.34,35.92,93.74,157.0
1681,Card,44.41,64.22,89.77,198.4
1682,Card,1.89,15.83,43.53,61.25
1683,Cash,21.19,39.29,25.33,85.81
1684,Card,54.44,94.26,155.04,303.74
1685,Card,73.36,131.1,164.89,369.35
1686,Card,56.04,59.99,50.63,166.66
1687,Card,14.45,8.47,0.26,23.18
1688,Card,78.18,84.52,111.91,274.61
1689,Card,33.03,46.52,175.77,255.32
1690,Card,1.88,8.59,7.93,18.4
1691,Card,33.62,53.75,10.83,98.2
1692,Cash,1.0,50.8,16.44,68.24
1693,Card,16.96,41.34,67.96,126.26
1694,Cash,35.18,22.54,21.56,79.28
1695,Card,30.62,72.65,75.86,179.13
1696,Card,43.75,16.44,33.73,93.92
1697,Card,41.67,27.03,45.41,114.11
1698,Card,3.99,56.32,26.4,86.71
1699,Card,13.3,37.57,2.68,53.55
1700,Cash,100.58,116.99,244.95,462.52
1701,Card,40.17,28.24,76.3,144.71
1702,Card,47.45,58.37,23.5,129.32
1703,Card,15.73,57.56,92.1,165.39
1704,Cash,41.85,34.13,18.32,94.3
1705,Card,36.49,19.77,30.96,87.22
1706,Card,8.09,34.4,65.42,107.91
1707,Card,14.17,41.58,16.46,72.21
1708,Cash,53.93,101.2,84.1,239.23
1709,Cash,81.09,134.53,214.88,430.5
1710,Cash,30.2,10.15,64.17,104.52
1711,Cash,32.03,72.23,54.07,158.33
1712,Cash,47.8,107.23,39.86,194.89
1713,Cash,12.94,29.15,48.02,90.11
1714,Card,45.82,80.78,99.1,225.7
1715,Cash,20.77,44.32,44.15,109.24
1716,Cash,57.58,44.01,93.41,195.0
1717,Cash,72.57,69.94,169.55,312.06
1718,Card,19.72,51.64,13.82,85.18
1719,Card,41.89,37.37,22.83,102.09
1720,Cash,12.55,11.25,41.25,65.05
1721,Card,25.35,101.59,129.53,256.47
1722,Festival App,41.85,18.59,37.87,98.31
1723,Card,68.58,80.32,113.35,262.25
1724,Cash,33.91,8.54,85.78,128.23
1725,Card,72.6,70.23,82.1,224.93
1726,Cash,34.48,22.98,48.94,106.4
1727,Card,14.59,32.86,59.22,106.67
1728,Cash,14.86,52.14,28.46,95.46
1729,Card,17.31,14.65,83.89,115.85
1730,Festival App,46.09,30.33,41.7,118.12
1731,Card,49.51,10.65,95.01,155.17
1732,Card,70.5,59.77,124.69,254.96
1733,Cash,48.78,8.27,5.62,62.67
1734,Card,62.95,15.22,109.89,188.06
1735,Cash,39.54,1.51,13.01,54.06
1736,Card,51.4,38.96,128.7,219.06
1737,Card,43.01,3.55,24.34,70.9
1738,Card,32.78,3.97,59.55,96.3
1739,Card,47.43,44.91,38.79,131.13
1740,Card,86.97,73.67,107.72,268.36
1741,Card,48.4,47.05,8.33,103.78
1742,Card,38.43,72.35,208.9,319.68
1743,Cash,0.99,52.23,61.41,114.63
1744,Cash,56.9,65.23,31.08,153.21
1745,Card,73.59,45.17,115.2,233.96
1746,Card,101.95,14.71,220.55,337.21
1747,Card,31.17,12.22,50.31,93.7
1748,Cash,21.28,41.0,130.82,193.1
1749,Card,32.0,51.66,131.77,215.43
1750,Card,61.2,56.46,110.36,228.02
1751,Card,44.9,6.18,40.68,91.76
1752,Card,17.48,4.82,17.12,39.42
1753,Cash,70.38,100.87,166.06,337.31
1754,Cash,47.24,26.15,80.32,153.71
1755,Card,4.24,34.68,87.04,125.96
1756,Cash,25.86,23.74,49.96,99.56
1757,Cash,76.17,78.69,97.54,252.4
1758,Card,22.43,5.71,56.67,84.81
1759,Card,27.98,11.0,47.32,86.3
1760,Card,36.18,52.43,48.73,137.34
1761,Cash,12.33,31.02,65.74,109.09
1762,Cash,31.29,50.78,70.59,152.66
1763,Card,57.16,53.78,157.57,268.51
1764,Cash,37.41,32.99,154.41,224.81
1765,Card,10.14,38.74,6.45,55.33
1766,Card,35.92,31.06,4.33,71.31
1767,Cash,10.74,51.21,67.73,129.68
1768,Card,17.15,21.18,40.02,78.35
1769,Cash,37.25,27.07,1.82,66.14
1770,Card,76.8,78.49,192.01,347.3
1771,Cash,50.05,49.69,147.7,247.44
1772,Card,9.78,14.58,90.8,115.16
1773,Card,111.3,84.0,177.79,373.09
1774,Cash,8.62,31.46,94.15,134.23
1775,Card,44.43,25.53,35.3,105.26
1776,Card,49.94,77.71,25.85,153.5
1777,Cash,3.68,18.49,64.31,86.48
1778,Cash,49.68,41.62,15.03,106.33
1779,Card,26.14,9.5,65.39,101.03
1780,Card,8.96,3.93,62.51,75.4
1781,Festival App,33.88,68.62,146.56,249.06
1782,Festival App,23.58,37.17,87.94,148.69
1783,Card,38.52,19.34,83.7,141.56
1784,Card,28.11,3.24,78.83,110.18
1785,Card,24.7,39.99,70.03,134.72
1786,Cash,89.98,31.91,176.82,298.71
1787,Card,31.6,14.86,38.77,85.23
1788,Card,56.25,139.03,214.44,409.72
1789,Card,72.55,92.6,106.55,271.7
1790,Festival App,47.46,31.17,93.14,171.77
1791,Card,8.83,26.47,89.6,124.9
1792,Card,74.74,89.06,106.38,270.18
1793,Cash,42.15,0.67,34.62,77.44
1794,Card,91.1,96.58,106.02,293.7
1795,Card,56.15,45.09,159.03,260.27
1796,Cash,9.61,10.8,32.78,53.19
1797,Card,34.84,45.43,147.34,227.61
1798,Card,59.66,72.77,88.29,220.72
1799,Cash,14.48,24.33,91.89,130.7
1800,Card,5.47,42.37,12.39,60.23
1801,Card,36.44,57.79,73.34,167.57
1802,Card,43.64,95.18,72.93,211.75
1803,Cash,42.87,88.06,167.53,298.46
1804,Cash,15.97,50.45,19.48,85.9
1805,Card,6.67,27.67,16.19,50.53
1806,Cash,48.9,10.37,61.55,120.82
1807,Card,77.48,91.84,78.15,247.47
1808,Card,12.09,35.34,25.34,72.77
1809,Card,83.66,59.58,155.57,298.81
1810,Card,67.42,92.8,112.52,272.74
1811,Card,23.47,7.8,33.31,64.58
1812,Card,49.44,3.44,39.98,92.86
1813,Card,31.82,109.97,53.73,195.52
1814,Card,43.91,66.82,33.13,143.86
1815,Cash,9.65,55.03,10.79,75.47
1816,Card,49.79,51.39,7.03,108.21
1817,Card,65.12,35.98,108.62,209.72
1818,Card,16.8,54.9,81.64,153.34
1819,Card,1.21,37.41,57.77,96.39
1820,Card,72.66,28.36,96.52,197.54
1821,Cash,30.36,40.85,23.14,94.35
1822,Card,57.0,111.78,161.53,330.31
1823,Festival App,59.06,27.5,85.94,172.5
1824,Card,6.86,54.91,98.4,160.17
1825,Card,89.94,60.4,84.52,234.86
1826,Card,25.15,37.58,58.84,121.57
1827,Card,79.22,101.72,141.7,322.64
1828,Card,71.71,48.51,161.66,281.88
1829,Cash,95.71,67.53,131.2,294.44
1830,Card,62.93,67.89,90.41,221.23
1831,Cash,35.05,102.14,63.06,200.25
1832,Card,13.16,15.11,49.92,78.19
1833,Card,26.49,52.04,8.09,86.62
1834,Card,60.33,76.87,102.23,239.43
1835,Cash,27.48,33.47,21.41,82.36
1836,Card,43.79,118.58,140.53,302.9
1837,Card,30.15,25.68,47.01,102.84
1838,Cash,48.47,4.0,50.27,102.74
1839,Card,80.86,72.8,92.45,246.11
1840,Card,2.22,56.21,33.62,92.05
1841,Card,2.48,5.17,66.36,74.01
1842,Festival App,89.02,27.59,157.71,274.32
1843,Cash,89.14,48.6,84.3,222.04
1844,Cash,59.22,61.52,69.19,189.93
1845,Card,7.21,33.69,9.66,50.56
1846,Card,38.85,55.5,63.24,157.59
1847,Cash,52.37,41.65,171.2,265.22
1848,Cash,13.95,11.15,13.23,38.33
1849,Card,96.17,48.2,82.8,227.17
1850,Card,119.45,55.14,249.88,424.47
1851,Card,62.24,121.04,79.57,262.85
1852,Cash,8.56,38.81,64.07,111.44
1853,Card,13.46,17.93,12.15,43.54
1854,Cash,0.24,43.86,44.92,89.02
1855,Card,39.75,83.95,170.39,294.09
1856,Festival App,25.92,53.22,28.79,107.93
1857,Card,28.08,113.92,75.05,217.05
1858,Card,8.03,37.73,83.2,128.96
1859,Card,10.06,8.84,23.41,42.31
1860,Card,20.83,17.22,53.08,91.13
1861,Card,11.01,14.56,58.97,84.54
1862,Cash,32.26,46.43,69.64,148.33
1863,Card,17.39,69.52,105.14,192.05
1864,Cash,14.04,22.12,76.99,113.15
1865,Card,6.08,50.28,2.17,58.53
1866,Card,9.67,59.7,38.56,107.93
1867,Card,9.58,19.77,76.16,105.51
1868,Card,13.52,36.9,60.83,111.25
1869,Card,35.14,31.44,20.31,86.89
1870,Card,43.33,83.99,192.41,319.73
1871,Card,46.56,17.34,152.27,216.17
1872,Cash,42.53,46.58,81.14,170.25
1873,Card,63.23,69.45,129.07,261.75
1874,Cash,30.36,59.16,99.76,189.28
1875,Card,84.27,71.38,101.3,256.95
1876,Festival App,41.29,84.22,170.04,295.55
1877,Cash,15.75,56.96,80.59,153.3
1878,Cash,48.97,48.15,84.38,181.5
1879,Cash,45.07,72.54,67.35,184.96
1880,Card,70.86,83.9,234.76,389.52
1881,Cash,14.04,19.47,14.34,47.85
1882,Card,65.79,110.98,132.71,309.48
1883,Card,88.77,63.06,72.12,223.95
1884,Card,20.18,52.96,46.12,119.26
1885,Festival App,28.8,18.48,58.06,105.34
1886,Card,32.03,23.2,0.38,55.61
1887,Card,21.83,57.95,30.27,110.05
1888,Card,63.92,117.07,179.23,360.22
1889,Card,10.48,28.92,73.15,112.55
1890,Card,70.97,50.4,87.14,208.51
1891,Festival App,70.34,40.26,55.48,166.08
1892,Cash,32.03,14.08,72.91,119.02
1893,Card,13.62,45.45,159.48,218.55
1894,Card,42.34,58.88,27.2,128.42
1895,Card,13.39,2.46,43.83,59.68
1896,Card,114.51,68.62,150.98,334.11
1897,Card,37.23,51.26,97.83,186.32
1898,Card,28.2,56.21,16.43,100.84
1899,Cash,28.93,25.31,40.15,94.39
1900,Card,23.64,89.34,115.19,228.17
1901,Cash,41.31,48.7,85.03,175.04
1902,Cash,71.1,93.86,122.67,287.63
1903,Card,31.3,6.65,31.23,69.18
1904,Card,40.04,57.24,67.37,164.65
1905,Card,70.52,81.92,155.93,308.37
1906,Card,5.8,39.37,87.19,132.36
1907,Card,39.34,15.43,8.19,62.96
1908,Festival App,4.96,29.79,81.74,116.49
1909,Festival App,16.15,4.96,72.62,93.73
1910,Cash,91.49,88.7,92.69,272.88
1911,Card,13.66,7.5,92.4,113.56
1912,Cash,46.55,9.49,60.07,116.11
1913,Card,70.87,105.08,171.73,347.68
1914,Card,41.88,16.75,93.39,152.02
1915,Card,75.67,41.56,115.94,233.17
1916,Cash,18.92,41.52,59.51,119.95
1917,Cash,54.21,39.3,69.22,162.73
1918,Card,47.23,49.47,6.54,103.24
1919,Card,46.95,101.17,95.21,243.33
1920,Card,31.08,99.66,19.41,150.15
1921,Cash,15.7,86.95,0.48,103.13
1922,Card,66.23,81.91,93.07,241.21
1923,Card,21.24,23.37,52.34,96.95
1924,Card,29.99,63.81,125.43,219.23
1925,Card,10.44,37.62,1.63,49.69
1926,Card,38.82,16.96,83.81,139.59
1927,Cash,26.74,25.48,97.54,149.76
1928,Cash,54.53,106.49,36.63,197.65
1929,Card,60.9,121.53,71.78,254.21
1930,Festival App,47.99,51.37,140.67,240.03
1931,Card,17.9,17.84,78.26,114.0
1932,Cash,75.68,35.66,133.09,244.43
1933,Card,64.38,108.25,208.35,380.98
1934,Cash,53.56,50.64,78.27,182.47
1935,Cash,38.97,63.06,21.14,123.17
1936,Card,45.27,18.62,50.77,114.66
1937,Card,95.95,82.91,188.86,367.72
1938,Cash,38.72,15.2,164.48,218.4
1939,Cash,5.65,21.08,98.37,125.1
1940,Card,28.39,97.17,167.32,292.88
1941,Cash,62.88,68.78,101.97,233.63
1942,Card,27.3,46.11,116.42,189.83
1943,Cash,73.14,48.35,99.79,221.28
1944,Card,35.5,19.36,30.35,85.21
1945,Cash,38.43,40.83,69.27,148.53
1946,Card,17.63,33.99,99.65,151.27
1947,Card,15.09,33.46,71.52,120.07
1948,Card,3.89,57.13,37.69,98.71
1949,Card,64.63,30.47,193.35,288.45
1950,Card,49.47,18.77,114.27,182.51
1951,Cash,27.94,54.42,129.21,211.57
1952,Card,61.04,74.22,104.97,240.23
1953,Cash,54.01,118.89,183.83,356.73
1954,Cash,49.96,44.59,62.66,157.21
1955,Cash,87.65,69.66,51.77,209.08
1956,Card,21.46,115.23,168.7,305.39
1957,Card,18.88,18.42,51.4,88.7
1958,Card,22.74,48.11,38.32,109.17
1959,Card,24.2,40.7,56.12,121.02
1960,Card,52.49,59.66,29.69,141.84
1961,Cash,32.9,54.2,98.26,185.36
1962,Card,41.15,10.82,109.57,161.54
1963,Card,23.8,18.38,50.25,92.43
1964,Cash,41.84,22.29,9.83,73.96
1965,Cash,75.51,96.97,202.34,374.82
1966,Card,7.39,3.89,4.58,15.86
1967,Cash,39.58,33.41,10.46,83.45
1968,Cash,60.34,32.33,116.81,209.48
1969,Card,71.88,25.98,146.28,244.14
1970,Card,57.54,73.25,75.95,206.74
1971,Card,39.57,51.57,40.03,131.17
1972,Card,9.94,26.58,61.49,98.01
1973,Card,28.35,68.49,156.07,252.91
1974,Festival App,23.05,28.45,18.43,69.93
1975,Card,45.26,35.15,109.1,189.51
1976,Card,53.39,63.01,59.87,176.27
1977,Card,45.92,62.61,108.21,216.74
1978,Card,45.08,87.79,52.55,185.42
1979,Cash,36.51,59.01,23.69,119.21
1980,Card,0.12,44.85,27.88,72.85
1981,Card,27.35,34.19,44.8,106.34
1982,Card,7.8,34.76,62.89,105.45
1983,Card,47.7,100.98,129.32,278.0
1984,Cash,30.48,55.13,139.86,225.47
1985,Card,18.29,36.9,40.34,95.53
1986,Card,92.86,83.76,155.99,332.61
1987,Card,72.83,52.96,66.33,192.12
1988,Festival App,32.93,56.21,96.44,185.58
1989,Card,24.4,5.76,81.16,111.32
1990,Cash,15.69,30.29,33.66,79.64
1991,Card,78.17,24.23,153.43,255.83
1992,Cash,57.49,107.29,192.79,357.57
1993,Card,9.64,36.42,47.26,93.32
1994,Card,54.78,51.2,71.55,177.53
1995,Festival App,16.18,52.32,55.34,123.84
1996,Card,48.68,42.29,8.39,99.36
1997,Card,44.45,68.78,146.92,260.15
1998,Card,74.52,65.33,158.06,297.91
1999,Festival App,92.33,145.45,102.11,339.89
2000,Card,39.28,57.13,44.99,141.4
2001,Card,24.77,38.57,33.46,96.8
2002,Card,10.99,35.12,28.08,74.19
2003,Cash,36.24,60.99,119.72,216.95
2004,Card,12.9,48.32,24.92,86.14
2005,Cash,17.79,12.62,9.19,39.6
2006,Festival App,49.75,29.52,98.56,177.83
2007,Card,2.06,8.02,12.17,22.25
2008,Card,37.1,81.28,69.36,187.74
2009,Cash,90.52,90.48,96.98,277.98
2010,Cash,57.92,82.83,105.72,246.47
2011,Cash,72.38,50.24,91.44,214.06
2012,Card,61.19,52.62,120.84,234.65
2013,Card,67.66,95.0,55.68,218.34
2014,Cash,34.17,4.37,79.26,117.8
2015,Cash,5.7,17.28,82.75,105.73
2016,Card,32.16,10.61,49.59,92.36
2017,Card,17.65,31.13,95.36,144.14
2018,Cash,55.52,58.1,169.44,283.06
2019,Card,57.49,18.74,34.51,110.74
2020,Card,58.57,17.29,41.34,117.2
2021,Cash,82.8,26.24,68.89,177.93
2022,Cash,46.11,16.17,91.21,153.49
2023,Cash,0.65,43.08,22.95,66.68
2024,Card,26.23,25.06,94.22,145.51
2025,Card,13.92,34.86,91.99,140.77
2026,Cash,36.59,68.59,130.12,235.3
2027,Card,62.58,58.83,118.34,239.75
2028,Cash,52.17,46.88,51.55,150.6
2029,Festival App,123.68,32.37,71.43,227.48
2030,Card,19.76,0.4,98.45,118.61
2031,Cash,52.54,68.42,123.43,244.39
2032,Cash,46.42,54.72,88.1,189.24
2033,Card,40.12,21.96,32.01,94.09
2034,Cash,40.69,91.27,139.01,270.97
2035,Card,28.39,49.29,84.2,161.88
2036,Card,12.81,43.1,11.47,67.38
2037,Card,26.77,33.64,86.54,146.95
2038,Card,19.14,28.21,97.35,144.7
2039,Card,81.29,95.24,118.13,294.66
2040,Card,24.14,56.28,88.46,168.88
2041,Cash,30.54,12.03,5.41,47.98
2042,Cash,40.15,34.01,85.92,160.08
2043,Cash,18.52,52.37,52.29,123.18
2044,Card,59.25,80.48,95.44,235.17
2045,Card,34.9,116.29,69.86,221.05
2046,Card,21.14,63.59,92.21,176.94
2047,Card,56.53,28.95,109.47,194.95
2048,Card,17.2,2.42,2.49,22.11
2049,Card,85.88,68.94,198.95,353.77
2050,Card,63.66,81.08,71.11,215.85
2051,Card,26.51,32.52,11.74,70.77
2052,Cash,8.64,45.25,68.43,122.32
2053,Cash,38.31,22.34,17.69,78.34
2054,Cash,75.37,43.19,31.72,150.28
2055,Cash,17.34,58.76,94.68,170.78
2056,Card,97.87,97.91,168.76,364.54
2057,Card,47.03,13.31,23.32,83.66
2058,Card,7.69,80.07,22.45,110.21
2059,Festival App,73.5,47.59,140.69,261.78
2060,Card,14.83,42.92,41.51,99.26
2061,Cash,72.56,94.8,72.24,239.6
2062,Cash,30.54,38.24,73.42,142.2
2063,Card,58.42,30.91,109.78,199.11
2064,Card,29.99,27.24,43.5,100.73
2065,Card,46.79,41.54,150.62,238.95
2066,Cash,34.38,56.32,74.76,165.46
2067,Cash,32.06,114.34,126.58,272.98
2068,Card,70.95,72.46,20.1,163.51
2069,Card,118.43,134.05,126.75,379.23
2070,Card,14.32,63.88,53.96,132.16
2071,Card,17.85,37.89,94.51,150.25
2072,Card,101.17,91.94,108.64,301.75
2073,Card,29.75,34.91,22.06,86.72
2074,Card,28.19,33.37,96.15,157.71
2075,Card,73.0,147.17,169.71,389.88
2076,Card,6.25,42.97,82.35,131.57
2077,Card,110.06,52.92,168.56,331.54
2078,Cash,92.66,127.81,205.64,426.11
2079,Cash,108.98,72.05,142.22,323.25
2080,Card,48.96,4.81,29.63,83.4
2081,Card,57.61,79.01,161.58,298.2
2082,Card,33.68,35.07,73.61,142.36
2083,Cash,21.58,34.54,19.19,75.31
2084,Cash,69.02,51.4,120.87,241.29
2085,Card,37.03,51.38,219.05,307.46
2086,Cash,26.56,18.02,93.98,138.56
2087,Card,71.67,49.03,99.12,219.82
2088,Card,68.04,82.93,123.39,274.36
2089,Cash,25.15,4.16,9.7,39.01
2090,Card,35.59,35.48,100.79,171.86
2091,Card,38.2,65.91,109.03,213.14
2092,Cash,6.67,23.08,93.22,122.97
2093,Card,90.1,44.1,83.92,218.12
2094,Cash,76.0,34.65,93.38,204.03
2095,Card,29.57,95.76,73.68,199.01
2096,Card,22.73,97.75,137.26,257.74
2097,Card,45.89,154.46,169.11,369.46
2098,Card,61.13,75.74,92.43,229.3
2099,Cash,72.22,53.77,61.1,187.09
2100,Card,33.99,40.62,83.91,158.52
2101,Card,40.28,63.99,130.15,234.42
2102,Card,47.22,19.98,9.07,76.27
2103,Cash,21.11,50.04,87.77,158.92
2104,Card,60.98,42.47,33.94,137.39
2105,Card,23.97,20.12,69.83,113.92
2106,Card,44.94,48.67,28.24,121.85
2107,Festival App,47.12,43.54,103.76,194.42
2108,Card,42.49,83.47,129.08,255.04
2109,Card,41.03,88.38,77.51,206.92
2110,Card,36.5,28.32,23.51,88.33
2111,Card,24.64,12.89,22.56,60.09
2112,Card,4.33,59.46,12.67,76.46
2113,Cash,31.94,27.88,84.14,143.96
2114,Card,47.99,28.36,9.36,85.71
2115,Card,101.11,106.06,95.08,302.25
2116,Cash,39.72,85.49,37.88,163.09
2117,Card,78.34,96.73,104.73,279.8
2118,Cash,4.93,39.33,41.51,85.77
2119,Card,44.3,18.56,51.34,114.2
