attendance_date,age,group_size,food_expense,drink_expense,merch_expense,satisfaction_score,security_rating,cleanliness_rating,recommend_to_friend,total_spent,is_multiday,mean_rating,ticket_id,gender_id,favourite_genre_id,payment_method_id,ticket_type_id,satisfaction_level_id,cleanliness_rating_level_id,security_rating_level_id,group_type_id,age_group_id
2025-05-03,26,1,34.84,39.65,58.26,6,8,4,True,132.75,False,6.0,1405,1,4,1,1,2,1,2,3,2
2025-05-02,21,3,38.63,22.12,76.24,5,7,5,True,136.99,True,5.67,1406,2,2,2,2,1,1,2,3,1
2025-05-02,23,2,13.0,26.3,90.05,8,7,2,True,129.35,True,5.67,1407,1,3,1,2,2,1,2,3,1
2025-05-02,29,3,25.97,19.8,35.03,8,9,3,True,80.8,True,6.67,1408,1,2,2,2,2,1,3,3,2
2025-05-01,30,1,3.33,17.78,85.09,1,6,4,True,106.2,True,3.67,1409,1,1,2,2,1,1,2,3,2
2025-05-03,18,3,28.53,15.57,86.96,6,10,10,True,131.06,True,8.67,1275,2,5,1,2,2,3,3,3,1
2025-05-01,26,5,3.48,6.3,10.79,8,7,6,False,20.57,False,7.0,1410,2,1,2,1,2,2,2,3,2
2025-05-03,18,2,18.5,28.38,72.69,8,9,7,True,119.57,True,8.0,1411,2,2,1,3,2,2,3,3,1
2025-05-01,24,2,0.93,7.34,73.29,6,6,4,True,81.56,False,5.33,1412,1,4,2,1,2,1,2,3,1
2025-05-02,21,2,28.47,30.25,34.31,1,9,4,True,93.03,True,4.67,1413,1,4,2,2,1,1,3,3,1
2025-05-03,29,2,5.92,19.63,58.79,4,7,3,False,84.34,True,4.67,1414,1,2,3,2,1,1,2,3,2
2025-05-01,28,5,12.23,42.97,86.27,1,6,6,False,141.47,True,4.33,1415,1,2,1,3,1,2,2,3,2
2025-05-02,27,2,15.91,25.78,7.91,6,6,7,False,49.6,True,6.33,1416,2,1,2,3,2,2,2,3,2
2025-05-03,33,2,29.09,27.37,59.63,4,9,8,False,116.09,True,7.0,1417,1,2,2,2,1,2,3,3,2
2025-05-02,27,4,49.79,38.28,73.93,8,10,3,False,162.0,False,7.0,1418,1,4,2,1,2,1,3,3,2
2025-05-03,27,4,4.49,48.93,57.21,4,8,3,True,110.63,True,5.0,1419,1,2,1,2,1,1,2,3,2
2025-05-03,18,4,22.68,35.54,23.72,9,8,8,False,81.94,True,8.33,1337,1,3,1,2,3,2,2,3,1
2025-05-03,18,4,34.99,10.55,1.29,8,9,2,True,46.83,True,6.33,1420,1,1,2,3,2,1,3,3,1
2025-05-01,24,5,24.05,9.89,9.89,8,10,7,True,43.83,True,8.33,1421,2,2,2,2,2,2,3,3,1
2025-05-03,23,4,11.52,50.8,54.32,8,7,5,False,116.64,True,6.67,1422,1,2,2,2,2,1,2,3,1
2025-05-03,23,3,3.8,14.12,82.86,5,7,7,True,100.78,True,6.33,1423,1,3,2,3,1,2,2,3,1
2025-05-02,35,1,10.01,55.8,35.06,9,7,4,True,100.87,True,6.67,1424,3,4,1,2,3,1,2,3,3
2025-05-01,25,4,39.24,45.23,27.59,4,7,5,True,112.06,True,5.33,1425,2,2,2,3,1,1,2,3,2
2025-05-03,30,4,25.79,53.73,63.85,1,10,7,True,143.37,True,6.0,1426,2,3,2,3,1,2,3,3,2
2025-05-01,18,5,39.63,45.79,43.88,6,5,3,True,129.3,False,4.67,1427,2,2,2,1,2,1,1,3,1
2025-05-03,33,5,23.09,25.54,89.77,8,10,9,True,138.4,True,9.0,1428,1,2,2,2,2,3,3,3,2
2025-05-01,18,3,42.43,57.91,81.26,5,9,4,False,181.6,True,6.0,1429,1,3,2,2,1,1,3,3,1
2025-05-02,18,2,35.35,10.89,75.85,7,8,10,False,122.09,False,8.33,1430,2,1,2,1,2,3,2,3,1
2025-05-01,30,2,29.8,40.75,72.78,5,10,2,True,143.33,False,5.67,1431,2,2,1,1,1,1,3,3,2
2025-05-01,20,3,45.83,57.51,58.02,1,8,10,True,161.36,True,6.33,1432,2,1,2,3,1,3,2,3,1
2025-05-03,27,5,21.39,11.56,85.09,4,8,2,True,118.04,True,4.67,1433,2,2,2,3,1,1,2,3,2
2025-05-02,28,5,27.95,45.39,73.69,4,1,3,True,147.03,True,2.67,1434,1,4,2,2,1,1,1,3,2
2025-05-03,20,2,44.37,15.34,35.05,4,8,3,True,94.76,True,5.0,1435,1,1,2,3,1,1,2,3,1
2025-05-03,29,3,48.7,45.93,69.5,6,9,6,True,164.13,True,7.0,1436,3,2,2,2,2,2,3,3,2
2025-05-01,31,1,20.05,2.3,2.3,8,6,6,False,24.65,True,6.67,1437,3,1,2,2,2,2,2,3,2
2025-05-03,21,4,6.03,27.07,29.49,3,9,10,True,62.59,False,7.33,1438,1,3,2,1,1,3,3,3,1
2025-05-01,28,3,12.08,40.39,9.77,8,10,7,True,62.24,True,8.33,1439,1,5,2,2,2,2,3,3,2
2025-05-02,20,4,26.01,39.65,41.9,8,6,4,True,107.56,True,6.0,1440,1,4,2,2,2,1,2,3,1
2025-05-03,27,2,31.06,37.46,70.87,9,8,2,True,139.39,True,6.33,855,1,1,2,2,3,1,2,3,2
2025-05-03,26,4,32.02,8.5,44.77,4,7,4,True,85.29,False,5.0,1441,3,2,2,1,1,1,2,3,2
2025-05-01,25,1,19.26,59.93,75.04,10,8,6,False,154.23,False,8.0,1371,2,2,1,1,3,2,2,3,2
2025-05-01,22,3,49.75,41.38,43.8,8,9,6,True,134.93,True,7.67,1442,2,1,2,3,2,2,3,3,1
2025-05-01,18,2,11.16,40.66,24.8,2,6,6,False,76.62,True,4.67,1443,2,1,2,2,1,2,2,3,1
2025-05-02,23,3,4.56,28.11,38.29,4,9,2,True,70.96,True,5.0,1444,3,5,2,2,1,1,3,3,1
2025-05-03,18,2,27.07,30.63,83.99,8,9,2,False,141.69,True,6.33,1445,1,4,3,2,2,1,3,3,1
2025-05-03,25,3,31.58,25.61,40.65,2,8,8,False,97.84,True,6.0,1446,1,3,2,2,1,2,2,3,2
2025-05-01,21,4,43.2,1.32,99.3,10,10,3,True,143.82,True,7.67,1447,2,2,2,2,3,1,3,3,1
2025-05-02,18,2,35.12,16.2,86.19,8,10,3,True,137.51,False,7.0,1448,1,3,2,1,2,1,3,3,1
2025-05-03,29,4,12.93,19.63,46.35,7,8,6,True,78.91,True,7.0,1449,1,2,2,2,2,2,2,3,2
2025-05-02,30,5,25.55,15.79,11.53,4,9,2,False,52.87,True,5.0,1450,3,3,2,2,1,1,3,3,2
2025-05-02,26,3,19.52,30.78,81.62,8,7,5,True,131.92,True,6.67,1451,1,2,2,3,2,1,2,3,2
2025-05-02,26,4,49.37,26.3,73.3,8,4,8,True,148.97,True,6.67,1452,1,1,1,2,2,2,1,3,2
2025-05-03,19,5,4.57,15.33,49.56,7,5,3,True,69.46,True,5.0,1453,1,4,2,2,2,1,1,3,1
2025-05-03,25,3,19.13,0.89,46.67,3,9,7,True,66.69,True,6.33,1454,1,3,1,3,1,2,3,3,2
2025-05-02,21,3,26.11,41.48,50.45,8,5,6,True,118.04,True,6.33,1455,3,1,3,2,2,2,1,3,1
2025-05-03,18,5,18.79,42.21,98.48,6,6,5,False,159.48,True,5.67,1456,2,2,1,2,2,1,2,3,1
2025-05-03,21,3,27.23,19.6,75.6,1,8,5,True,122.43,False,4.67,1457,2,2,2,1,1,1,2,3,1
2025-05-01,18,2,30.74,12.61,85.77,9,7,3,True,129.12,True,6.33,1458,1,3,2,2,3,1,2,3,1
2025-05-02,25,4,12.95,36.25,78.94,7,8,3,True,128.14,True,6.0,1459,1,1,1,2,2,1,2,3,2
2025-05-03,18,2,8.55,12.53,57.89,8,8,8,True,78.97,True,8.0,1460,2,2,2,2,2,2,2,3,1
2025-05-02,30,3,47.84,5.88,21.03,8,5,9,True,74.75,True,7.33,1461,1,2,2,2,2,3,1,3,2
2025-05-02,23,2,21.68,26.06,43.04,1,10,10,True,90.78,True,7.0,1462,2,3,1,2,1,3,3,3,1
2025-05-03,28,5,43.56,54.34,76.63,7,5,7,False,174.53,True,6.33,1463,2,4,2,2,2,2,1,3,2
2025-05-01,27,2,45.58,53.25,83.4,1,10,3,False,182.23,True,4.67,1464,1,2,2,3,1,1,3,3,2
2025-05-02,27,5,16.68,6.35,81.5,8,10,9,False,104.53,True,9.0,1427,2,4,2,3,2,3,3,3,2
2025-05-01,28,3,48.65,46.42,87.4,8,8,2,False,182.47,True,6.0,1465,2,3,2,2,2,1,2,3,2
2025-05-02,25,1,31.9,1.04,3.9,1,8,7,True,36.84,True,5.33,1167,2,5,2,2,1,2,2,3,2
2025-05-01,24,4,3.95,41.87,53.32,9,7,10,True,99.14,True,8.67,1466,3,2,2,3,3,3,2,3,1
2025-05-01,22,2,49.99,48.63,4.94,6,10,2,True,103.56,True,6.0,1467,2,1,3,2,2,1,3,3,1
2025-05-02,23,4,21.3,42.12,97.76,6,9,5,True,161.18,True,6.67,1468,2,3,2,3,2,1,3,3,1
2025-05-02,19,5,20.24,51.69,43.52,8,7,4,True,115.45,True,6.33,1469,2,2,1,2,2,1,2,3,1
2025-05-01,18,3,22.71,14.21,71.08,6,8,5,False,108.0,True,6.33,1470,1,4,1,2,2,1,2,3,1
2025-05-02,28,2,26.05,35.49,3.63,8,9,2,False,65.17,False,6.33,1471,2,1,1,1,2,1,3,3,2
2025-05-01,32,1,21.89,34.73,19.3,8,10,3,True,75.92,True,7.0,1472,2,1,2,3,2,1,3,3,2
2025-05-02,23,4,7.36,7.11,18.22,10,10,4,False,32.69,True,8.0,1473,2,2,2,2,3,1,3,3,1
2025-05-02,20,3,5.91,17.03,24.85,6,6,2,True,47.79,True,4.67,1474,1,2,2,2,2,1,2,3,1
2025-05-02,25,4,14.79,55.32,82.66,6,6,6,True,152.77,True,6.0,1475,1,3,2,3,2,2,2,3,2
2025-05-01,29,4,2.64,56.11,73.39,1,10,2,True,132.14,True,4.33,1476,1,3,2,2,1,1,3,3,2
2025-05-02,21,2,40.03,25.21,89.4,9,7,3,False,154.64,True,6.33,1477,3,2,2,3,3,1,2,3,1
2025-05-03,27,3,13.15,32.03,91.07,8,8,8,True,136.25,False,8.0,1478,1,3,2,1,2,2,2,3,2
2025-05-02,26,5,7.79,53.99,12.51,8,6,4,True,74.29,False,6.0,1479,1,2,2,1,2,1,2,3,2
2025-05-02,23,4,43.27,19.95,2.18,2,7,9,True,65.4,True,6.0,1480,3,2,2,2,1,3,2,3,1
2025-05-01,25,2,0.17,34.11,12.13,4,9,8,True,46.41,False,7.0,1481,1,3,2,1,1,2,3,3,2
2025-05-01,27,4,36.52,6.92,67.99,6,8,4,False,111.43,False,6.0,1482,2,2,1,1,2,1,2,3,2
2025-05-02,26,3,34.42,21.35,81.75,6,5,2,True,137.52,True,4.33,1483,3,5,2,2,2,1,1,3,2
2025-05-02,18,3,39.94,57.45,90.97,8,10,3,True,188.36,True,7.0,1484,1,3,2,2,2,1,3,3,1
2025-05-02,19,3,38.53,13.45,43.95,7,7,3,False,95.93,True,5.67,1485,1,2,1,2,2,1,2,3,1
2025-05-01,30,4,25.0,25.8,65.45,8,7,1,False,116.25,False,5.33,1486,2,2,2,1,2,1,2,3,2
2025-05-01,18,3,28.96,16.94,51.36,6,10,7,True,97.26,True,7.67,1487,2,1,1,2,2,2,3,3,1
2025-05-03,28,5,21.59,18.59,8.22,2,9,6,True,48.4,False,5.67,1488,2,4,2,1,1,2,3,3,2
2025-05-01,28,4,49.13,29.72,43.6,8,8,4,True,122.45,True,6.67,1489,1,3,1,2,2,1,2,3,2
2025-05-02,25,2,37.51,14.21,19.57,9,9,3,False,71.29,False,7.0,1490,1,3,2,1,3,1,3,3,2
2025-05-01,18,3,5.97,28.0,4.46,4,8,3,True,38.43,True,5.0,1491,2,5,2,2,1,1,2,3,1
2025-05-02,21,5,8.25,14.96,16.14,2,9,4,True,39.35,True,5.0,1492,1,3,2,2,1,1,3,3,1
2025-05-01,18,5,12.56,24.21,77.35,5,2,6,False,114.12,True,4.33,1493,1,4,2,2,1,2,1,3,1
2025-05-02,21,5,32.89,46.82,33.27,2,4,7,True,112.98,True,4.33,1494,1,2,1,2,1,2,1,3,1
2025-05-01,26,5,4.61,20.84,32.6,4,7,2,True,58.05,True,4.33,1495,1,3,2,2,1,1,2,3,2
2025-05-03,29,3,43.04,22.35,49.0,8,8,4,True,114.39,True,6.67,1496,1,2,1,2,2,1,2,3,2
2025-05-02,18,4,31.93,43.75,52.45,8,7,4,True,128.13,False,6.33,1497,3,2,2,1,2,1,2,3,1
2025-05-01,26,2,45.0,51.4,71.48,1,8,6,True,167.88,True,5.0,1498,2,2,1,2,1,2,2,3,2
2025-05-01,26,2,29.93,22.46,71.99,8,8,5,True,124.38,True,7.0,1499,2,2,1,3,2,1,2,3,2
2025-05-02,30,3,29.96,30.32,13.54,8,10,6,True,73.82,True,8.0,1500,2,1,2,2,2,2,3,3,2
2025-05-03,23,2,12.79,55.65,10.07,4,7,1,False,78.51,True,4.0,1501,1,2,2,2,1,1,2,3,1
2025-05-03,21,5,35.99,28.47,33.07,9,8,5,True,97.53,True,7.33,1502,1,5,2,3,3,1,2,3,1
2025-05-01,18,4,10.12,37.66,48.88,6,10,2,True,96.66,True,6.0,1503,2,3,2,2,2,1,3,3,1
2025-05-03,18,3,10.85,34.85,46.38,1,6,3,True,92.08,True,3.33,1504,1,1,1,2,1,1,2,3,1
2025-05-02,24,5,18.36,29.62,69.25,8,8,6,False,117.23,True,7.33,1505,2,2,1,2,2,2,2,3,1
2025-05-02,18,2,48.56,15.23,79.83,7,9,7,True,143.62,False,7.67,1506,2,1,2,1,2,2,3,3,1
2025-05-01,27,3,34.12,40.04,44.08,9,10,4,False,118.24,True,7.67,1507,2,5,1,2,3,1,3,3,2
2025-05-03,28,4,23.19,8.6,16.6,6,7,8,True,48.39,True,7.0,1508,2,2,2,3,2,2,2,3,2
2025-05-02,28,2,2.63,47.55,77.43,5,9,5,False,127.61,True,6.33,1509,1,1,3,2,1,1,3,3,2
2025-05-02,19,5,2.17,35.83,25.85,7,7,8,True,63.85,True,7.33,1510,1,2,2,2,2,2,2,3,1
2025-05-03,24,1,49.97,27.62,13.11,8,8,7,True,90.7,False,7.67,315,2,1,2,1,2,2,2,3,1
2025-05-03,28,4,7.94,38.27,63.81,8,9,4,True,110.02,True,7.0,1511,2,1,2,2,2,1,3,3,2
2025-05-02,23,1,40.39,14.6,51.36,8,10,5,True,106.35,False,7.67,1512,1,1,2,1,2,1,3,3,1
2025-05-03,18,4,39.37,46.86,50.57,6,7,6,True,136.8,True,6.33,1513,2,1,1,2,2,2,2,3,1
2025-05-03,25,5,45.54,41.42,34.1,1,9,2,False,121.06,False,4.0,1514,1,2,2,1,1,1,3,3,2
2025-05-01,23,5,26.08,26.38,91.06,6,7,2,True,143.52,True,5.0,1515,1,1,1,2,2,1,2,3,1
2025-05-03,25,2,28.23,11.24,47.95,6,7,4,False,87.42,True,5.67,1516,1,1,2,2,2,1,2,3,2
2025-05-01,22,3,41.78,29.81,95.62,8,8,6,True,167.21,True,7.33,1517,1,3,1,2,2,2,2,3,1
2025-05-02,24,5,35.29,17.74,25.58,8,8,8,False,78.61,True,8.0,1518,1,2,2,2,2,2,2,3,1
2025-05-03,25,3,26.67,22.67,61.12,6,8,6,True,110.46,False,6.67,1519,1,5,2,1,2,2,2,3,2
2025-05-02,26,4,22.7,35.96,31.62,8,8,2,True,90.28,True,6.0,1520,2,1,2,2,2,1,2,3,2
2025-05-01,29,4,23.17,51.88,59.34,10,8,6,True,134.39,False,8.0,1521,2,3,2,1,3,2,2,3,2
2025-05-02,24,3,13.69,53.59,16.23,8,9,3,False,83.51,True,6.67,1522,1,5,2,3,2,1,3,3,1
2025-05-03,22,4,9.95,52.73,59.69,8,8,1,True,122.37,True,5.67,1523,2,2,1,2,2,1,2,3,1
2025-05-01,24,2,29.59,12.45,74.16,4,8,7,False,116.2,False,6.33,1524,2,5,1,1,1,2,2,3,1
2025-05-01,25,3,1.85,31.94,12.5,8,1,4,True,46.29,True,4.33,1525,1,3,2,2,2,1,1,3,2
2025-05-03,27,3,42.22,16.75,66.53,2,5,3,False,125.5,True,3.33,1526,2,4,2,2,1,1,1,3,2
2025-05-03,26,5,22.19,46.41,8.54,8,7,3,True,77.14,True,6.0,1527,1,2,2,2,2,1,2,3,2
2025-05-02,29,4,21.62,58.49,80.58,8,6,3,True,160.69,False,5.67,1528,1,5,1,1,2,1,2,3,2
2025-05-01,26,4,43.63,12.75,95.67,5,5,6,True,152.05,True,5.33,159,1,3,2,3,1,2,1,3,2
2025-05-02,27,3,4.99,55.21,25.27,6,10,8,True,85.47,True,8.0,1529,1,2,2,2,2,2,3,3,2
2025-05-02,23,4,19.09,35.13,58.64,8,7,7,True,112.86,False,7.33,1530,2,4,2,1,2,2,2,3,1
2025-05-02,20,4,47.9,51.14,50.29,9,7,5,False,149.33,True,7.0,1531,2,2,2,2,3,1,2,3,1
2025-05-02,25,2,21.86,22.48,79.13,8,2,5,True,123.47,True,5.0,1532,1,1,1,2,2,1,1,3,2
2025-05-01,18,5,35.88,27.14,52.9,7,8,3,False,115.92,True,6.0,1533,1,1,2,3,2,1,2,3,1
2025-05-02,18,2,17.35,57.93,93.78,5,5,7,True,169.06,True,5.67,27,1,2,2,2,1,2,1,3,1
2025-05-03,24,5,46.71,45.73,84.39,8,7,2,True,176.83,True,5.67,1534,2,2,1,2,2,1,2,3,1
2025-05-02,34,3,35.42,5.37,49.46,2,9,3,False,90.25,True,4.67,1535,2,4,1,2,1,1,3,3,2
2025-05-03,18,4,45.27,4.51,0.56,8,8,4,True,50.34,True,6.67,1536,1,3,2,2,2,1,2,3,1
2025-05-01,24,4,2.33,45.09,31.17,3,6,5,False,78.59,True,4.67,1537,1,2,2,2,1,1,2,3,1
2025-05-02,18,5,36.45,5.57,77.14,8,8,3,True,119.16,True,6.33,1076,2,2,1,2,2,1,2,3,1
2025-05-02,18,5,13.58,50.56,64.53,7,4,2,False,128.67,True,4.33,1538,1,2,2,2,2,1,1,3,1
2025-05-03,31,3,14.34,2.12,40.47,8,7,6,True,56.93,True,7.0,1539,2,2,1,2,2,2,2,3,2
2025-05-02,18,4,25.78,33.23,80.75,9,8,2,False,139.76,True,6.33,1540,2,2,2,2,3,1,2,3,1
2025-05-02,26,5,26.18,24.68,9.38,7,9,3,True,60.24,False,6.33,1541,1,2,2,1,2,1,3,3,2
2025-05-02,22,3,12.12,43.2,52.36,1,7,9,True,107.68,False,5.67,1542,2,3,2,1,1,3,2,3,1
2025-05-03,22,5,8.91,31.16,84.28,4,8,6,False,124.35,True,6.0,1543,1,2,1,2,1,2,2,3,1
2025-05-03,23,5,16.37,30.58,3.14,2,6,6,True,50.09,True,4.67,1544,1,2,2,2,1,2,2,3,1
2025-05-03,28,3,31.33,6.51,70.74,8,10,4,True,108.58,True,7.33,1545,2,1,2,2,2,1,3,3,2
2025-05-03,26,2,36.81,21.94,89.81,10,10,8,True,148.56,True,9.33,1546,1,1,1,2,3,2,3,3,2
2025-05-01,28,5,36.27,33.55,50.15,5,8,5,True,119.97,False,6.0,1547,1,1,2,1,1,1,2,3,2
2025-05-02,18,2,26.48,10.98,38.48,5,10,5,True,75.94,True,6.67,1548,2,3,2,2,1,1,3,3,1
2025-05-03,25,5,21.94,59.76,64.24,8,9,6,False,145.94,True,7.67,1549,2,3,2,2,2,2,3,3,2
2025-05-01,24,3,36.21,38.55,30.81,1,6,6,False,105.57,True,4.33,1550,1,1,2,3,1,2,2,3,1
2025-05-02,30,2,16.04,40.79,42.87,8,10,6,True,99.7,False,8.0,1551,2,2,2,1,2,2,3,3,2
2025-05-03,25,1,28.21,46.31,68.28,4,6,4,False,142.8,False,4.67,1552,1,3,1,1,1,1,2,3,2
2025-05-01,23,2,43.26,42.16,61.12,8,8,6,True,146.54,True,7.33,1553,1,2,2,3,2,2,2,3,1
2025-05-03,28,3,1.59,31.93,56.77,1,8,4,True,90.29,True,4.33,1554,1,2,2,2,1,1,2,3,2
2025-05-01,26,5,7.59,34.34,44.4,8,7,8,False,86.33,True,7.67,1555,2,1,3,3,2,2,2,3,2
2025-05-02,29,4,8.72,48.58,31.65,8,8,10,True,88.95,False,8.67,1556,1,3,1,1,2,3,2,3,2
2025-05-02,20,2,1.0,12.77,28.44,5,8,6,True,42.21,True,6.33,1557,2,1,2,2,1,2,2,3,1
2025-05-01,32,4,23.27,18.19,38.91,6,9,10,True,80.37,True,8.33,1558,1,1,2,2,2,3,3,3,2
2025-05-02,25,1,25.85,35.21,36.61,1,8,9,True,97.67,True,6.0,1559,1,2,2,2,1,3,2,3,2
2025-05-01,27,1,7.96,22.85,26.13,6,9,7,True,56.94,False,7.33,1299,1,2,2,1,2,2,3,3,2
2025-05-03,21,3,2.32,15.95,52.11,5,7,2,False,70.38,False,4.67,1560,2,4,2,1,1,1,2,3,1
2025-05-03,27,3,16.44,9.25,62.1,7,5,3,False,87.79,True,5.0,1561,1,3,2,3,2,1,1,3,2
2025-05-01,25,3,22.53,33.18,42.85,7,9,5,False,98.56,True,7.0,1562,1,5,1,2,2,1,3,3,2
2025-05-03,25,3,12.62,52.08,73.83,4,8,3,False,138.53,True,5.0,1563,1,1,2,2,1,1,2,3,2
2025-05-02,28,3,29.96,39.78,9.1,2,8,3,False,78.84,True,4.33,1564,2,2,2,2,1,1,2,3,2
2025-05-02,23,4,15.77,1.93,2.08,8,9,4,True,19.78,True,7.0,1565,2,2,2,2,2,1,3,3,1
2025-05-02,27,5,47.04,57.34,38.07,4,10,3,True,142.45,True,5.67,1566,1,4,2,2,1,1,3,3,2
2025-05-01,23,3,5.52,55.71,73.22,7,8,5,True,134.45,True,6.67,1567,1,3,2,2,2,1,2,3,1
2025-05-01,18,3,45.71,6.09,4.53,4,4,4,False,56.33,True,4.0,1568,2,3,2,2,1,1,1,3,1
2025-05-02,23,2,13.45,54.58,95.27,8,9,2,True,163.3,True,6.33,1569,2,3,1,2,2,1,3,3,1
2025-05-03,18,4,5.51,58.08,3.67,6,8,6,False,67.26,True,6.67,1570,1,4,2,2,2,2,2,3,1
2025-05-01,18,4,15.13,22.62,1.7,5,7,5,False,39.45,True,5.67,1571,1,3,1,2,1,1,2,3,1
2025-05-03,18,3,36.04,7.34,24.93,8,5,5,True,68.31,True,6.0,1572,2,4,1,2,2,1,1,3,1
2025-05-03,27,2,20.92,41.39,6.75,4,10,10,False,69.06,False,8.0,1573,1,1,2,1,1,3,3,3,2
2025-05-01,28,3,43.53,42.34,96.65,8,10,4,False,182.52,True,7.33,1574,2,1,2,2,2,1,3,3,2
2025-05-02,25,4,23.13,12.2,75.78,6,8,2,True,111.11,True,5.33,1575,1,4,1,2,2,1,2,3,2
2025-05-03,27,4,1.94,34.69,28.35,6,6,3,False,64.98,True,5.0,1576,2,3,1,3,2,1,2,3,2
2025-05-03,26,1,43.95,10.18,42.67,5,8,5,False,96.8,True,6.0,1577,1,3,2,3,1,1,2,3,2
2025-05-02,29,4,1.49,9.64,4.35,8,7,5,False,15.48,False,6.67,1578,1,5,2,1,2,1,2,3,2
2025-05-03,18,4,9.06,52.99,88.69,2,9,3,False,150.74,True,4.67,1579,2,2,2,2,1,1,3,3,1
2025-05-02,24,3,45.33,1.79,51.56,5,8,8,False,98.68,True,7.0,1580,1,2,1,3,1,2,2,3,1
2025-05-03,27,3,22.02,1.26,34.72,7,9,7,True,58.0,True,7.67,1581,1,1,1,2,2,2,3,3,2
2025-05-02,24,4,2.24,46.84,90.31,5,10,6,True,139.39,True,7.0,1582,3,2,2,3,1,2,3,3,1
2025-05-02,33,2,12.24,22.04,14.59,5,7,4,False,48.87,False,5.33,1583,2,1,2,1,1,1,2,3,2
2025-05-02,23,3,36.07,13.54,0.48,5,7,1,True,50.09,True,4.33,1584,1,2,2,2,1,1,2,3,1
2025-05-01,20,5,8.07,15.06,44.8,1,9,6,False,67.93,True,5.33,1585,1,5,1,2,1,2,3,3,1
2025-05-03,27,4,13.91,25.39,2.68,8,10,8,True,41.98,True,8.67,1586,1,2,1,2,2,2,3,3,2
2025-05-02,23,4,44.36,53.58,60.16,9,9,3,True,158.1,False,7.0,1587,1,3,3,1,3,1,3,3,1
2025-05-02,28,4,18.02,16.74,60.01,7,9,5,True,94.77,True,7.0,1588,2,4,2,2,2,1,3,3,2
2025-05-03,21,2,16.0,16.07,70.06,4,10,2,True,102.13,True,5.33,1589,1,1,1,3,1,1,3,3,1
2025-05-01,29,3,17.23,1.78,98.53,6,8,2,True,117.54,False,5.33,650,1,3,2,1,2,1,2,3,2
2025-05-01,28,5,46.64,9.06,59.52,6,5,8,True,115.22,False,6.33,1590,2,2,1,1,2,2,1,3,2
2025-05-03,33,1,27.87,22.51,48.52,5,8,2,True,98.9,False,5.0,1591,1,5,1,1,1,1,2,3,2
2025-05-01,29,1,25.79,42.76,40.3,6,9,6,False,108.85,True,7.0,1592,2,2,2,2,2,2,3,3,2
2025-05-03,24,4,16.69,8.65,29.94,7,7,5,True,55.28,False,6.33,1593,1,1,2,1,2,1,2,3,1
2025-05-02,23,3,12.82,43.02,73.65,4,9,8,True,129.49,True,7.0,1594,2,1,1,2,1,2,3,3,1
2025-05-01,27,3,35.23,23.11,30.03,3,9,6,True,88.37,True,6.0,1595,2,5,1,2,1,2,3,3,2
2025-05-01,31,3,19.36,49.67,54.57,5,10,2,False,123.6,True,5.67,1596,2,2,1,3,1,1,3,3,2
2025-05-01,24,1,0.16,4.66,55.65,7,8,5,False,60.47,False,6.67,1597,2,1,2,1,2,1,2,3,1
2025-05-01,18,4,47.97,33.39,82.39,8,9,4,True,163.75,False,7.0,1598,1,1,1,1,2,1,3,3,1
2025-05-03,18,1,14.46,59.9,3.09,3,8,6,True,77.45,True,5.67,1599,2,1,1,2,1,2,2,3,1
2025-05-03,25,4,49.32,28.77,17.96,7,8,3,False,96.05,True,6.0,1600,1,2,1,2,2,1,2,3,2
2025-05-01,28,5,0.95,24.27,7.29,1,6,4,True,32.51,False,3.67,1601,2,2,1,1,1,1,2,3,2
2025-05-02,24,2,28.31,53.5,99.62,8,6,6,False,181.43,True,6.67,1602,2,4,2,2,2,2,2,3,1
2025-05-02,30,5,10.64,29.81,71.24,8,7,7,True,111.69,True,7.33,1603,2,2,1,2,2,2,2,3,2
2025-05-03,26,1,30.81,10.81,11.14,6,9,2,True,52.76,True,5.67,1604,1,5,1,3,2,1,3,3,2
2025-05-01,29,5,31.77,15.73,73.46,9,7,3,True,120.96,False,6.33,1605,1,3,2,1,3,1,2,3,2
2025-05-02,19,3,30.16,44.67,57.57,6,9,5,False,132.4,True,6.67,1606,2,1,2,2,2,1,3,3,1
2025-05-03,28,4,28.74,19.25,21.52,3,9,2,True,69.51,True,4.67,1607,1,1,2,2,1,1,3,3,2
2025-05-01,27,5,12.28,26.22,41.33,10,9,2,True,79.83,True,7.0,1608,2,1,2,2,3,1,3,3,2
2025-05-02,28,5,24.25,14.29,87.23,7,7,5,False,125.77,True,6.33,1609,1,3,2,2,2,1,2,3,2
2025-05-01,24,4,31.47,48.78,37.88,8,7,7,True,118.13,False,7.33,1610,1,3,2,1,2,2,2,3,1
2025-05-01,22,4,21.99,25.83,65.3,8,7,7,True,113.12,True,7.33,1611,2,2,2,2,2,2,2,3,1
2025-05-02,31,5,36.11,22.91,34.58,8,10,5,True,93.6,True,7.67,1612,3,2,1,2,2,1,3,3,2
2025-05-03,23,2,16.41,49.56,35.1,8,8,3,True,101.07,True,6.33,1613,1,2,1,3,2,1,2,3,1
2025-05-03,27,4,0.13,46.66,36.97,7,8,6,True,83.76,True,7.0,1614,2,2,2,2,2,2,2,3,2
2025-05-02,20,4,43.83,2.48,44.88,6,9,6,False,91.19,True,7.0,1615,2,2,2,2,2,2,3,3,1
