ticket_id,ticket_type,attendance_date,age,gender,group_size,food_expense,drink_expense,merch_expense,payment_method,favourite_genre,satisfaction_rating,security_rating,cleanliness_rating,recommend_to_friend
1433,VIP,2025-05-03,18,Male,3,21.39,11.56,85.09,Card,Rock,4,10,9,True
1434,3-day Pass,2025-05-02,27,Female,3,27.95,45.39,73.69,Card,Reggaeton,8,7,6,True
1435,VIP,2025-05-03,27,Female,2,44.37,15.34,35.05,Cash,Pop,3,9,7,True
1436,3-day Pass,2025-05-03,27,Female,5,48.7,45.93,69.5,Card,Rock,1,6,2,True
1437,3-day Pass,2025-05-01,18,Female,5,20.05,2.3,2.3,Card,Pop,8,8,4,False
1438,1-day Pass,2025-05-03,31,Female,5,6.03,27.07,29.49,Card,Hip-Hop,1,2,3,True
1439,3-day Pass,2025-05-01,26,Female,3,12.08,40.39,9.77,Card,Electronic,8,10,3,True
1440,3-day Pass,2025-05-02,27,Female,4,26.01,39.65,41.9,Festival App,Reggaeton,7,8,6,True
855,3-day Pass,2025-05-03,27,Male,3,31.06,37.46,70.87,Card,Pop,7,10,6,True
1441,1-day Pass,2025-05-03,29,Other,2,32.02,8.5,44.77,Card,Rock,8,7,6,True
1371,1-day Pass,2025-05-01,18,Male,4,19.26,59.93,75.04,Cash,Rock,6,8,5,False
1442,VIP,2025-05-01,28,Male,3,49.75,41.38,43.8,Card,Pop,8,8,5,True
1443,3-day Pass,2025-05-01,19,Male,3,11.16,40.66,24.8,Card,Pop,6,10,6,False
1444,3-day Pass,2025-05-02,20,Male,2,4.56,28.11,38.29,Cash,Electronic,8,8,6,True
1445,3-day Pass,2025-05-03,24,Female,4,27.07,30.63,83.99,Cash,Reggaeton,1,9,3,False
1446,3-day Pass,2025-05-03,22,Female,3,31.58,25.61,40.65,Card,Hip-Hop,7,7,4,False
1447,3-day Pass,2025-05-01,21,Male,4,43.2,1.32,99.3,Card,Rock,5,10,6,True
1448,1-day Pass,2025-05-02,26,Male,5,35.12,16.2,86.19,Card,Hip-Hop,2,9,3,True
1449,3-day Pass,2025-05-03,22,Female,2,12.93,19.63,46.35,Card,Rock,8,5,7,True
1450,3-day Pass,2025-05-02,18,Female,4,25.55,15.79,11.53,Festival App,Hip-Hop,8,8,3,False
1451,VIP,2025-05-02,28,Female,5,19.52,30.78,81.62,Card,Rock,1,8,7,True
1452,3-day Pass,2025-05-02,27,Female,1,49.37,26.3,73.3,Cash,Pop,7,9,7,True
1453,3-day Pass,2025-05-03,18,Female,2,4.57,15.33,49.56,Festival App,Reggaeton,5,7,3,True
1454,VIP,2025-05-03,20,Other,5,19.13,0.89,46.67,Card,Hip-Hop,8,8,5,True
1455,3-day Pass,2025-05-02,25,Female,5,26.11,41.48,50.45,Card,Pop,10,10,4,True
1456,3-day Pass,2025-05-03,19,Male,5,18.79,42.21,98.48,Card,Rock,6,9,5,False
1457,1-day Pass,2025-05-03,22,Male,4,27.23,19.6,75.6,Card,Rock,8,8,7,True
1458,3-day Pass,2025-05-01,25,Female,5,30.74,12.61,85.77,Cash,Hip-Hop,7,1,5,True
1459,3-day Pass,2025-05-02,23,Female,3,12.95,36.25,78.94,Card,Pop,8,7,8,True
1460,3-day Pass,2025-05-03,27,Male,1,8.55,12.53,57.89,Card,Rock,8,8,9,True
1461,3-day Pass,2025-05-02,22,Female,2,47.84,5.88,21.03,Card,Rock,8,10,3,True
1462,3-day Pass,2025-05-02,26,Male,3,21.68,26.06,43.04,Card,Hip-Hop,6,7,3,True
1463,3-day Pass,2025-05-03,20,Female,1,43.56,54.34,76.63,Card,Reggaeton,8,2,5,False
1464,VIP,2025-05-01,18,Female,5,45.58,53.25,83.4,Cash,Rock,8,10,4,False
1427,VIP,2025-05-02,26,Male,3,16.68,6.35,81.5,Cash,Reggaeton,9,10,3,False
1465,3-day Pass,2025-05-01,25,Male,4,48.65,46.42,87.4,Card,Hip-Hop,8,10,6,False
1167,3-day Pass,2025-05-02,25,Male,5,31.9,1.04,3.9,Card,Electronic,4,9,7,True
1466,VIP,2025-05-01,23,Other,1,3.95,41.87,53.32,Card,Rock,8,9,3,True
1467,3-day Pass,2025-05-01,29,Male,3,49.99,48.63,4.94,Card,Pop,4,10,1,True
1468,VIP,2025-05-02,18,Male,5,21.3,42.12,97.76,Card,Hip-Hop,8,8,2,True
1469,3-day Pass,2025-05-02,26,Male,4,20.24,51.69,43.52,Festival App,Rock,1,8,7,True
1470,3-day Pass,2025-05-01,18,Female,5,22.71,14.21,71.08,Card,Reggaeton,4,7,2,False
1471,1-day Pass,2025-05-02,21,Male,5,26.05,35.49,3.63,Cash,Pop,7,8,2,False
1472,VIP,2025-05-01,24,Male,3,21.89,34.73,19.3,Card,Pop,4,10,5,True
1473,3-day Pass,2025-05-02,18,Male,1,7.36,7.11,18.22,Cash,Rock,1,9,6,False
1474,3-day Pass,2025-05-02,18,Female,5,5.91,17.03,24.85,Card,Rock,8,7,9,True
1475,VIP,2025-05-02,23,Female,2,14.79,55.32,82.66,Card,Hip-Hop,9,10,7,True
1476,3-day Pass,2025-05-01,26,Female,4,2.64,56.11,73.39,Card,Hip-Hop,8,8,7,True
1477,VIP,2025-05-02,20,Female,1,40.03,25.21,89.4,Card,Rock,8,9,6,False
1478,1-day Pass,2025-05-03,25,Female,4,13.15,32.03,91.07,Card,Hip-Hop,6,7,3,True
1479,1-day Pass,2025-05-02,24,Female,2,7.79,53.99,12.51,Card,Rock,8,9,2,True
1480,3-day Pass,2025-05-02,30,Other,5,43.27,19.95,2.18,Card,Rock,9,6,3,True
1481,1-day Pass,2025-05-01,26,Female,5,0.17,34.11,12.13,Card,Hip-Hop,4,8,5,True
1482,1-day Pass,2025-05-01,28,Male,5,36.52,6.92,67.99,Cash,Rock,8,10,6,False
1483,3-day Pass,2025-05-02,27,Female,4,34.42,21.35,81.75,Festival App,Electronic,9,6,9,True
1484,3-day Pass,2025-05-02,29,Female,3,39.94,57.45,90.97,Card,Hip-Hop,3,8,6,True
1485,3-day Pass,2025-05-02,27,Female,5,38.53,13.45,43.95,Card,Rock,2,6,2,False
1486,1-day Pass,2025-05-01,27,Male,5,25.0,25.8,65.45,Card,Rock,8,8,4,False
1487,3-day Pass,2025-05-01,28,Male,1,28.96,16.94,51.36,Card,Pop,1,9,9,True
1488,1-day Pass,2025-05-03,20,Male,3,21.59,18.59,8.22,Card,Reggaeton,8,7,8,True
1489,VIP,2025-05-01,30,Female,3,49.13,29.72,43.6,Card,Hip-Hop,6,7,2,True
1490,1-day Pass,2025-05-02,23,Female,4,37.51,14.21,19.57,Card,Hip-Hop,2,9,4,False
1491,3-day Pass,2025-05-01,27,Male,5,5.97,28.0,4.46,Cash,Electronic,1,6,3,True
1492,3-day Pass,2025-05-02,29,Female,4,8.25,14.96,16.14,Card,Hip-Hop,8,8,2,True
1493,3-day Pass,2025-05-01,30,Female,2,12.56,24.21,77.35,Card,Reggaeton,9,1,5,False
1494,3-day Pass,2025-05-02,28,Male,2,32.89,46.82,33.27,Cash,Rock,2,9,4,True
1495,3-day Pass,2025-05-01,18,Female,3,4.61,20.84,32.6,Card,Hip-Hop,4,10,5,True
1496,3-day Pass,2025-05-03,18,Female,3,43.04,22.35,49.0,Cash,Rock,8,10,3,True
1497,1-day Pass,2025-05-02,25,Female,3,31.93,43.75,52.45,Card,Rock,3,4,7,True
1498,3-day Pass,2025-05-01,23,Male,3,45.0,51.4,71.48,Card,Rock,6,8,7,True
1499,VIP,2025-05-01,20,Male,4,29.93,22.46,71.99,Card,Rock,1,6,6,True
1500,3-day Pass,2025-05-02,18,Male,3,29.96,30.32,13.54,Card,Pop,8,6,3,True
1501,3-day Pass,2025-05-03,29,Female,5,12.79,55.65,10.07,Card,Rock,8,6,2,False
1502,VIP,2025-05-03,18,Female,5,35.99,28.47,33.07,Cash,Electronic,1,10,3,True
1503,3-day Pass,2025-05-01,22,Male,3,10.12,37.66,48.88,Card,Hip-Hop,4,7,3,True
1504,3-day Pass,2025-05-03,29,Female,3,10.85,34.85,46.38,Card,Pop,7,6,3,True
1505,3-day Pass,2025-05-02,29,Male,3,18.36,29.62,69.25,Card,Rock,1,8,3,False
1506,1-day Pass,2025-05-02,24,Male,4,48.56,15.23,79.83,Card,Pop,9,10,7,True
1507,3-day Pass,2025-05-01,18,Male,4,34.12,40.04,44.08,Cash,Electronic,9,10,7,False
1508,VIP,2025-05-03,23,Male,5,23.19,8.6,16.6,Card,Rock,9,8,8,True
1509,3-day Pass,2025-05-02,22,Female,5,2.63,47.55,77.43,Cash,Pop,1,8,5,False
1510,1-day Pass,2025-05-02,20,Other,3,2.17,35.83,25.85,Card,Rock,8,8,4,True
315,1-day Pass,2025-05-03,18,Male,3,49.97,27.62,13.11,Cash,Pop,2,8,2,True
1511,3-day Pass,2025-05-03,29,Male,5,7.94,38.27,63.81,Card,Pop,8,8,6,True
1512,1-day Pass,2025-05-02,22,Female,3,40.39,14.6,51.36,Card,Pop,8,6,9,True
1513,3-day Pass,2025-05-03,20,Male,2,39.37,46.86,50.57,Cash,Pop,5,7,8,True
1514,1-day Pass,2025-05-03,18,Female,4,45.54,41.42,34.1,Card,Rock,8,9,4,False
1515,3-day Pass,2025-05-01,25,Other,1,26.08,26.38,91.06,Card,Pop,8,9,4,True
1516,3-day Pass,2025-05-03,23,Female,3,28.23,11.24,47.95,Card,Pop,8,10,2,False
1517,3-day Pass,2025-05-01,24,Female,3,41.78,29.81,95.62,Card,Hip-Hop,8,10,2,True
1518,3-day Pass,2025-05-02,29,Female,3,35.29,17.74,25.58,Cash,Rock,3,7,2,False
1519,1-day Pass,2025-05-03,28,Female,2,26.67,22.67,61.12,Card,Electronic,4,5,1,True
1520,3-day Pass,2025-05-02,26,Male,3,22.7,35.96,31.62,Card,Pop,8,10,7,True
1521,1-day Pass,2025-05-01,22,Male,5,23.17,51.88,59.34,Card,Hip-Hop,4,7,2,True
1522,VIP,2025-05-02,18,Female,4,13.69,53.59,16.23,Card,Electronic,7,7,2,False
1523,3-day Pass,2025-05-03,34,Male,5,9.95,52.73,59.69,Card,Rock,2,7,3,True
1524,1-day Pass,2025-05-01,24,Male,4,29.59,12.45,74.16,Card,Electronic,8,6,3,False
1525,3-day Pass,2025-05-01,25,Female,2,1.85,31.94,12.5,Cash,Hip-Hop,7,9,1,True
1526,3-day Pass,2025-05-03,18,Male,3,42.22,16.75,66.53,Card,Reggaeton,9,8,7,False
1527,3-day Pass,2025-05-03,29,Other,1,22.19,46.41,8.54,Card,Rock,6,6,1,True
1528,1-day Pass,2025-05-02,19,Female,2,21.62,58.49,80.58,Card,Electronic,4,10,10,True
159,VIP,2025-05-01,21,Female,2,43.63,12.75,95.67,Card,Hip-Hop,8,8,7,True
1529,3-day Pass,2025-05-02,32,Female,3,4.99,55.21,25.27,Card,Rock,2,9,8,True
1530,1-day Pass,2025-05-02,23,Male,5,19.09,35.13,58.64,Card,Reggaeton,8,8,4,True
1531,3-day Pass,2025-05-02,18,Male,3,47.9,51.14,50.29,Card,Rock,4,5,6,False
1532,3-day Pass,2025-05-02,26,Female,3,21.86,22.48,79.13,Card,Pop,9,8,5,True
1533,VIP,2025-05-01,27,Female,3,35.88,27.14,52.9,Cash,Pop,1,1,5,False
27,3-day Pass,2025-05-02,25,Female,3,17.35,57.93,93.78,Card,Rock,8,8,6,True
1534,3-day Pass,2025-05-03,18,Male,2,46.71,45.73,84.39,Card,Rock,1,8,3,True
1535,3-day Pass,2025-05-02,25,Male,4,35.42,5.37,49.46,Cash,Reggaeton,5,8,3,False
1536,3-day Pass,2025-05-03,23,Female,4,45.27,4.51,0.56,Card,Hip-Hop,1,6,7,True
1537,3-day Pass,2025-05-01,27,Female,4,2.33,45.09,31.17,Card,Rock,1,7,7,False
1076,3-day Pass,2025-05-02,27,Male,5,36.45,5.57,77.14,Cash,Rock,2,2,3,True
1538,3-day Pass,2025-05-02,21,Female,4,13.58,50.56,64.53,Card,Rock,1,9,3,False
1539,3-day Pass,2025-05-03,27,Male,5,14.34,2.12,40.47,Card,Rock,4,6,9,True
1540,3-day Pass,2025-05-02,23,Male,5,25.78,33.23,80.75,Card,Rock,8,7,1,False
1541,1-day Pass,2025-05-02,18,Female,3,26.18,24.68,9.38,Card,Rock,6,8,2,True
1542,1-day Pass,2025-05-02,19,Male,2,12.12,43.2,52.36,Cash,Hip-Hop,4,7,6,True
1543,3-day Pass,2025-05-03,18,Female,4,8.91,31.16,84.28,Cash,Rock,5,9,5,False
1544,3-day Pass,2025-05-03,31,Female,2,16.37,30.58,3.14,Card,Rock,8,10,3,True
1545,3-day Pass,2025-05-03,24,Female,3,31.33,6.51,70.74,Card,Pop,7,9,3,True
1546,3-day Pass,2025-05-03,29,Female,5,36.81,21.94,89.81,Festival App,Pop,3,7,4,True
1547,1-day Pass,2025-05-01,26,Female,2,36.27,33.55,50.15,Card,Pop,3,5,6,True
1548,3-day Pass,2025-05-02,28,Male,5,26.48,10.98,38.48,Card,Hip-Hop,9,8,2,True
1549,3-day Pass,2025-05-03,21,Male,5,21.94,59.76,64.24,Card,Hip-Hop,4,8,7,False
1550,VIP,2025-05-01,32,Female,1,36.21,38.55,30.81,Cash,Pop,8,8,3,False
1551,1-day Pass,2025-05-02,18,Male,5,16.04,40.79,42.87,Card,Rock,9,7,2,True
1552,1-day Pass,2025-05-03,21,Female,3,28.21,46.31,68.28,Festival App,Hip-Hop,4,8,6,False
1553,VIP,2025-05-01,24,Male,2,43.26,42.16,61.12,Card,Rock,7,7,5,True
1554,3-day Pass,2025-05-03,28,Female,5,1.59,31.93,56.77,Cash,Rock,6,7,5,True
1555,VIP,2025-05-01,31,Male,1,7.59,34.34,44.4,Cash,Pop,2,6,10,False
1556,1-day Pass,2025-05-02,24,Female,4,8.72,48.58,31.65,Card,Hip-Hop,5,10,6,True
1557,3-day Pass,2025-05-02,25,Male,1,1.0,12.77,28.44,Card,Pop,4,7,6,True
1558,3-day Pass,2025-05-01,18,Female,2,23.27,18.19,38.91,Card,Pop,9,10,6,True
1559,3-day Pass,2025-05-02,18,Female,3,25.85,35.21,36.61,Cash,Rock,6,9,7,True
1299,1-day Pass,2025-05-01,22,Female,4,7.96,22.85,26.13,Card,Rock,3,6,3,True
1560,1-day Pass,2025-05-03,28,Male,3,2.32,15.95,52.11,Card,Reggaeton,5,7,6,False
1561,VIP,2025-05-03,26,Female,4,16.44,9.25,62.1,Card,Hip-Hop,8,8,2,False
1562,3-day Pass,2025-05-01,18,Female,4,22.53,33.18,42.85,Card,Electronic,1,9,2,False
1563,3-day Pass,2025-05-03,28,Female,4,12.62,52.08,73.83,Card,Pop,4,10,2,False
1564,VIP,2025-05-02,19,Male,4,29.96,39.78,9.1,Cash,Rock,5,7,6,False
1565,3-day Pass,2025-05-02,28,Male,1,15.77,1.93,2.08,Card,Rock,6,8,3,True
1566,3-day Pass,2025-05-02,30,Female,3,47.04,57.34,38.07,Card,Reggaeton,8,8,9,True
1567,3-day Pass,2025-05-01,23,Female,1,5.52,55.71,73.22,Cash,Hip-Hop,8,8,1,True
1568,3-day Pass,2025-05-01,24,Other,2,45.71,6.09,4.53,Cash,Hip-Hop,8,7,6,False
1569,3-day Pass,2025-05-02,22,Other,3,13.45,54.58,95.27,Cash,Hip-Hop,7,10,2,True
1570,3-day Pass,2025-05-03,29,Female,2,5.51,58.08,3.67,Card,Reggaeton,8,9,6,False
1571,3-day Pass,2025-05-01,26,Female,3,15.13,22.62,1.7,Cash,Hip-Hop,10,6,4,False
1572,3-day Pass,2025-05-03,26,Male,4,36.04,7.34,24.93,Card,Reggaeton,6,7,4,True
1573,1-day Pass,2025-05-03,23,Female,2,20.92,41.39,6.75,Card,Pop,4,7,1,False
1574,3-day Pass,2025-05-01,20,Male,3,43.53,42.34,96.65,Cash,Pop,1,7,4,False
1575,3-day Pass,2025-05-02,26,Female,3,23.13,12.2,75.78,Cash,Reggaeton,8,10,3,True
1576,VIP,2025-05-03,28,Male,3,1.94,34.69,28.35,Cash,Hip-Hop,7,7,9,False
1577,VIP,2025-05-03,28,Other,3,43.95,10.18,42.67,Festival App,Hip-Hop,8,6,4,False
1578,1-day Pass,2025-05-02,18,Female,3,1.49,9.64,4.35,Cash,Electronic,7,9,5,False
1579,3-day Pass,2025-05-03,27,Male,4,9.06,52.99,88.69,Cash,Rock,4,7,9,False
1580,VIP,2025-05-02,26,Female,3,45.33,1.79,51.56,Card,Rock,1,7,6,False
1581,3-day Pass,2025-05-03,33,Female,3,22.02,1.26,34.72,Card,Pop,8,8,4,True
1582,VIP,2025-05-02,18,Female,3,2.24,46.84,90.31,Cash,Rock,9,9,4,True
1583,1-day Pass,2025-05-02,29,Male,1,12.24,22.04,14.59,Cash,Pop,5,8,9,False
1584,3-day Pass,2025-05-02,28,Female,2,36.07,13.54,0.48,Cash,Rock,4,6,4,True
1585,3-day Pass,2025-05-01,24,Female,3,8.07,15.06,44.8,Card,Electronic,10,7,9,False
1586,3-day Pass,2025-05-03,21,Female,3,13.91,25.39,2.68,Card,Rock,7,7,9,True
1587,1-day Pass,2025-05-02,20,Female,5,44.36,53.58,60.16,Card,Hip-Hop,4,10,5,True
1588,3-day Pass,2025-05-02,26,Other,3,18.02,16.74,60.01,Card,Reggaeton,8,7,3,True
1589,VIP,2025-05-03,28,Female,5,16.0,16.07,70.06,Cash,Pop,8,4,7,True
650,1-day Pass,2025-05-01,25,Female,1,17.23,1.78,98.53,Card,Hip-Hop,9,6,2,True
1590,1-day Pass,2025-05-01,25,Male,3,46.64,9.06,59.52,Card,Rock,9,7,10,True
1591,1-day Pass,2025-05-03,23,Female,3,27.87,22.51,48.52,Card,Electronic,5,6,10,True
1592,3-day Pass,2025-05-01,23,Male,3,25.79,42.76,40.3,Card,Rock,8,6,3,False
1593,1-day Pass,2025-05-03,27,Female,2,16.69,8.65,29.94,Cash,Pop,7,10,5,True
1594,3-day Pass,2025-05-02,23,Male,2,12.82,43.02,73.65,Card,Pop,8,8,3,True
1595,3-day Pass,2025-05-01,28,Male,1,35.23,23.11,30.03,Cash,Electronic,5,6,1,True
1596,VIP,2025-05-01,26,Male,2,19.36,49.67,54.57,Card,Rock,1,7,4,False
1597,1-day Pass,2025-05-01,30,Male,4,0.16,4.66,55.65,Cash,Pop,3,8,1,False
1598,1-day Pass,2025-05-01,24,Female,4,47.97,33.39,82.39,Cash,Pop,1,5,4,True
1599,3-day Pass,2025-05-03,27,Male,3,14.46,59.9,3.09,Card,Pop,4,9,6,True
1600,3-day Pass,2025-05-03,27,Female,3,49.32,28.77,17.96,Cash,Rock,8,7,2,False
1601,1-day Pass,2025-05-01,27,Male,5,0.95,24.27,7.29,Cash,Rock,1,8,7,True
1602,3-day Pass,2025-05-02,28,Male,3,28.31,53.5,99.62,Card,Reggaeton,7,9,6,False
1603,3-day Pass,2025-05-02,18,Female,3,10.64,29.81,71.24,Card,Rock,1,9,10,True
1604,VIP,2025-05-03,27,Other,2,30.81,10.81,11.14,Card,Electronic,3,9,10,True
1605,1-day Pass,2025-05-01,29,Female,3,31.77,15.73,73.46,Cash,Hip-Hop,8,9,6,True
1606,3-day Pass,2025-05-02,18,Male,4,30.16,44.67,57.57,Card,Pop,4,9,3,False
1607,3-day Pass,2025-05-03,19,Female,3,28.74,19.25,21.52,Card,Pop,8,5,2,True
1608,3-day Pass,2025-05-01,25,Male,3,12.28,26.22,41.33,Cash,Pop,8,9,7,True
1609,3-day Pass,2025-05-02,25,Female,3,24.25,14.29,87.23,Card,Hip-Hop,9,10,4,False
1610,1-day Pass,2025-05-01,30,Female,1,31.47,48.78,37.88,Cash,Hip-Hop,6,8,3,True
1611,3-day Pass,2025-05-01,26,Male,4,21.99,25.83,65.3,Card,Rock,1,6,4,True
1612,3-day Pass,2025-05-02,24,Female,5,36.11,22.91,34.58,Cash,Rock,9,9,6,True
1613,VIP,2025-05-03,30,Female,1,16.41,49.56,35.1,Card,Rock,4,7,4,True
1614,3-day Pass,2025-05-03,28,Male,5,0.13,46.66,36.97,Cash,Rock,2,8,9,True
1615,3-day Pass,2025-05-02,28,Male,3,43.83,2.48,44.88,Card,Rock,6,9,6,False
1616,1-day Pass,2025-05-02,22,Female,4,40.87,18.99,4.42,Card,Rock,5,8,1,False
1617,3-day Pass,2025-05-02,30,Male,3,29.89,44.14,9.79,Cash,Electronic,7,10,3,True
1618,VIP,2025-05-01,18,Male,3,36.39,30.36,90.84,Card,Rock,6,7,3,True
1515,3-day Pass,2025-05-03,23,Female,3,0.67,11.24,1.29,Card,Reggaeton,8,10,9,True
1619,3-day Pass,2025-05-01,18,Other,2,23.11,12.52,54.41,Cash,Rock,8,5,2,True
1620,3-day Pass,2025-05-01,31,Male,5,23.31,18.69,6.76,Card,Hip-Hop,8,6,7,False
1621,VIP,2025-05-01,18,Male,5,37.31,16.37,48.35,Card,Rock,5,8,6,True
1622,VIP,2025-05-01,18,Female,2,49.32,24.81,65.55,Cash,Reggaeton,2,8,3,False
1623,1-day Pass,2025-05-01,21,Male,4,49.8,30.32,99.55,Card,Rock,9,5,7,True
1624,VIP,2025-05-01,23,Male,3,40.74,56.6,48.11,Card,Rock,2,9,7,False
906,3-day Pass,2025-05-02,27,Male,4,25.4,42.15,50.59,Card,Rock,9,9,8,True
1625,3-day Pass,2025-05-03,27,Other,3,23.72,15.44,27.86,Festival App,Rock,1,8,5,True
1626,1-day Pass,2025-05-03,24,Other,3,7.59,29.83,77.71,Cash,Pop,4,9,3,False
1627,3-day Pass,2025-05-01,25,Female,3,16.57,52.58,70.27,Cash,Reggaeton,2,7,1,True
1628,3-day Pass,2025-05-01,26,Female,3,34.71,45.08,12.65,Card,Hip-Hop,5,8,6,True
1629,3-day Pass,2025-05-03,23,Female,3,34.05,10.74,38.35,Card,Hip-Hop,2,9,9,False
1630,3-day Pass,2025-05-01,18,Female,2,22.28,1.82,5.5,Card,Hip-Hop,5,5,2,True
1631,3-day Pass,2025-05-01,27,Other,5,42.93,6.82,34.28,Card,Rock,7,9,2,True
1632,1-day Pass,2025-05-01,18,Female,4,37.06,14.66,5.73,Cash,Pop,8,8,7,True
1633,3-day Pass,2025-05-01,30,Female,5,17.18,17.83,90.87,Cash,Hip-Hop,8,9,10,False
1634,3-day Pass,2025-05-01,23,Female,2,17.36,58.75,82.35,Festival App,Rock,2,8,5,False
1635,3-day Pass,2025-05-02,24,Female,2,12.52,27.62,98.58,Cash,Rock,4,7,1,False
1636,3-day Pass,2025-05-03,19,Other,1,18.72,49.95,46.82,Card,Rock,8,10,6,True
1637,1-day Pass,2025-05-03,29,Female,5,6.79,53.92,74.01,Cash,Pop,6,2,7,False
1638,VIP,2025-05-01,21,Female,5,9.1,21.06,74.71,Cash,Electronic,4,8,4,True
1639,3-day Pass,2025-05-02,18,Male,4,23.31,57.19,74.98,Card,Hip-Hop,9,7,5,True
1640,3-day Pass,2025-05-03,19,Female,4,27.42,27.59,54.51,Card,Reggaeton,8,8,4,False
1641,3-day Pass,2025-05-03,30,Female,4,42.47,12.77,28.38,Card,Rock,4,7,4,False
1136,3-day Pass,2025-05-02,24,Male,5,33.09,5.11,75.49,Card,Pop,9,8,4,True
1642,3-day Pass,2025-05-01,23,Male,4,32.19,42.36,86.13,Cash,Hip-Hop,10,8,7,False
1643,VIP,2025-05-02,22,Female,3,27.96,50.13,74.2,Card,Hip-Hop,9,7,8,True
1644,3-day Pass,2025-05-02,21,Female,4,13.8,58.86,62.34,Cash,Rock,7,9,1,True
1645,3-day Pass,2025-05-02,30,Male,4,29.81,39.33,94.0,Card,Hip-Hop,2,5,5,True
1646,3-day Pass,2025-05-03,25,Male,1,34.06,22.61,37.38,Card,Hip-Hop,4,7,6,True
1647,VIP,2025-05-01,25,Male,3,21.87,59.26,97.7,Cash,Electronic,8,8,3,False
1648,3-day Pass,2025-05-01,23,Male,4,3.13,21.83,86.13,Card,Hip-Hop,4,7,8,False
1649,3-day Pass,2025-05-01,18,Male,4,4.91,37.61,37.89,Card,Pop,8,1,6,True
1650,3-day Pass,2025-05-02,28,Male,5,8.72,29.19,17.1,Card,Hip-Hop,8,7,10,False
1651,3-day Pass,2025-05-01,18,Female,3,34.61,30.5,2.36,Card,Reggaeton,9,8,4,True
1652,3-day Pass,2025-05-01,31,Female,4,27.57,18.03,54.87,Cash,Rock,1,1,2,True
1653,3-day Pass,2025-05-02,31,Male,5,22.03,16.57,96.88,Card,Rock,8,7,10,True
1654,3-day Pass,2025-05-01,24,Male,1,18.02,45.38,52.73,Cash,Pop,8,10,6,True
1655,3-day Pass,2025-05-01,31,Female,3,30.89,34.31,82.08,Card,Pop,8,8,7,False
1656,3-day Pass,2025-05-01,28,Male,5,49.71,17.08,72.85,Card,Pop,5,8,3,True
1657,3-day Pass,2025-05-02,26,Female,1,43.89,7.37,67.6,Cash,Hip-Hop,1,8,3,True
1658,1-day Pass,2025-05-01,24,Female,4,27.46,25.19,17.59,Card,Pop,1,4,6,True
1659,VIP,2025-05-02,26,Female,3,13.19,58.0,13.11,Card,Rock,7,8,5,True
1660,3-day Pass,2025-05-01,21,Female,3,15.52,4.3,81.67,Card,Rock,8,5,6,True
1661,3-day Pass,2025-05-03,24,Male,2,8.17,44.56,14.9,Card,Rock,5,8,4,True
1662,1-day Pass,2025-05-02,18,Female,2,10.61,42.25,64.36,Card,Rock,9,8,7,True
1663,3-day Pass,2025-05-01,20,Male,3,24.87,34.89,8.43,Card,Electronic,8,8,4,True
1664,3-day Pass,2025-05-01,25,Female,3,43.06,47.97,0.74,Card,Hip-Hop,8,5,6,True
1665,1-day Pass,2025-05-01,20,Male,3,5.36,50.74,64.8,Card,Pop,8,8,5,True
1666,3-day Pass,2025-05-03,30,Other,5,18.68,27.59,81.24,Card,Rock,8,9,9,True
1667,3-day Pass,2025-05-01,30,Female,3,19.34,41.95,78.26,Cash,Electronic,1,8,7,True
1668,3-day Pass,2025-05-03,28,Female,2,27.59,35.56,86.73,Cash,Pop,5,9,4,True
1669,3-day Pass,2025-05-03,24,Female,4,4.69,51.0,84.35,Card,Hip-Hop,4,9,3,False
1670,3-day Pass,2025-05-03,27,Male,3,16.51,26.72,83.36,Card,Pop,8,9,5,True
1671,VIP,2025-05-01,18,Female,3,21.27,56.94,63.3,Card,Pop,8,8,8,False
1672,1-day Pass,2025-05-02,24,Male,1,12.24,19.81,45.95,Card,Hip-Hop,3,9,3,False
407,3-day Pass,2025-05-01,23,Female,3,35.35,17.42,22.52,Card,Electronic,8,10,6,False
1673,VIP,2025-05-02,23,Female,3,19.2,33.56,73.35,Cash,Rock,7,8,8,True
126,3-day Pass,2025-05-03,27,Female,5,16.17,54.4,90.45,Card,Reggaeton,4,7,3,False
1674,1-day Pass,2025-05-02,31,Female,2,21.33,52.27,48.28,Cash,Reggaeton,9,7,5,False
1675,3-day Pass,2025-05-02,26,Female,5,14.63,57.93,51.65,Cash,Hip-Hop,4,8,4,True
1676,3-day Pass,2025-05-02,32,Male,3,24.55,36.6,5.06,Card,Pop,10,7,10,True
1677,3-day Pass,2025-05-01,20,Male,3,2.01,57.26,51.56,Cash,Rock,8,9,3,False
1678,3-day Pass,2025-05-03,21,Male,3,40.15,32.49,21.73,Cash,Reggaeton,8,6,7,False
1679,VIP,2025-05-03,30,Female,3,34.69,4.77,96.61,Card,Hip-Hop,8,5,1,True
1680,3-day Pass,2025-05-01,21,Female,5,27.34,35.92,93.74,Card,Pop,1,9,3,False
1681,3-day Pass,2025-05-03,26,Female,2,21.7,17.09,57.83,Card,Rock,6,9,5,False
1682,3-day Pass,2025-05-01,25,Female,4,1.89,15.83,43.53,Card,Rock,6,8,3,True
1683,3-day Pass,2025-05-03,27,Male,3,21.19,39.29,25.33,Cash,Electronic,8,10,3,False
