ticket_id,ticket_type,ticket_price,purchase_date,attendance_date,entry_time,was_present,attendee_id,age,gender,origin_city,transport_used,group_size,food_expense,drink_expense,merch_expense,payment_method,favourite_genre,stages_visited,top_artist_seen,hours_spent,satisfaction_score,security_rating,cleanliness_rating,recommend_to_friend
TCK102502,VIP,350,2025-02-25,2025-05-02,15:13:00,True,ATD202502,23,Female,Madrid,Plane,2,1.97,16.37,73.37,Card,Rock,3,Artist E,6.3,5,4,3,Yes
TCK105594,3-day Pass,80,2025-03-01,2025-05-02,15:10:00,True,ATD205594,25,Male,Barcelona,Other,3,2.92,23.71,85.3,Card,Pop,3,Artist D,5.9,1,9,6,Yes
TCK105520,3-day Pass,80,2025-02-15,2025-05-02,14:38:00,True,ATD205520,30,Female,Barcelona,Car,1,44.46,50.05,12.1,Cash,Regueton,4,Artist D,4.7,8,8,3,nO
TCK106835,3-day Pass,210,2025-04-01,2025-05-01,19:06:00,True,ATD206835,28,Female,Sevilla,Train,3,1.43,28.9,36.14,Card,Pop,4,Artist A,3.2,6,7,4,nO
TCK102740,3-day Pass,80,2025-02-18,2025-05-01,19:50:00,True,ATD202740,24,Other,Madrid,Car,4,14.46,46.37,75.73,Cash,Rock,3,Artist B,9.3,8,6,6,Yes
TCK105371,,350,2025-03-19,2025-05-01,22:57:00,True,ATD205371,25,Female,Barcelona,Plane,4,41.82,8.59,84.34,Card,Electronic,4,Artist A,2.9,7,8,3,nO
TCK103773,1-day Pass,80,2025-04-12,2025-05-02,18:24:00,True,ATD203773,31,Female,Sevilla,Train,1,42.9,18.64,7.51,Card,Hip-Hop,3,Artist C,2.1,9,10,9,Yes
TCK105882,3-day Pass,350,2025-03-21,2025-05-02,16:02:00,True,ATD205882,31,Male,Sevilla,Train,4,40.42,8.81,63.81,Card,hiphop,3,Artist D,8.6,4,7,9,nO
TCK107393,1-day Pass,350,2025-02-17,2025-05-02,18:42:00,True,ATD207393,26,Female,Madrid,Train,5,35.05,26.98,25.61,Cash,Pop,1,Artist A,3.1,6,8,5,Yes
TCK105188,3-day Pass,350,2025-04-18,2025-05-02,18:24:00,True,ATD205188,27,Male,Barcelona,Car,3,49.59,23.41,76.88,Card,Pop,3,Artist D,5.1,1,9,3,Yes
TCK102790,VIP,80,2025-04-15,2025-05-03,22:09:00,True,ATD202790,28,Female,Madrid,Other,4,48.64,48.06,42.71,Festival App,hiphop,3,Artist A,5.9,7,1,8,nO
TCK107708,1-day Pass,80,2025-03-29,2025-05-03,17:31:00,True,ATD207708,29,Female,Sevilla,Bus,2,37.29,48.09,6.26,Cash,Pop,1,Artist E,6.8,9,7,7,nO
TCK101386,3-day Pass,80,2025-04-24,2025-05-01,21:52:00,True,ATD201386,22,Male,Barcelona,Train,5,28.37,40.07,17.14,Cash,Pop,2,Artist E,6.6,9,4,2,Yes
TCK102562,1-day Pass,350,2025-03-15,2025-05-02,17:06:00,True,ATD202562,21,Male,Barcelona,Plane,2,28.18,23.39,71.85,Card,Electronic,1,Artist E,3.4,6,7,4,Yes
TCK106571,,350,2025-02-15,2025-05-03,22:53:00,True,ATD206571,18,Male,Madrid,Car,1,25.82,55.07,61.71,Cash,Pop,1,Artist D,4.8,5,1,6,Yes
TCK108984,1-day Pass,350,2025-02-19,2025-05-02,18:03:00,True,ATD208984,24,Male,Sevilla,Train,4,31.49,52.54,32.02,Card,Pop,4,Artist D,2.6,8,9,5,Yes
TCK105553,3-day Pass,350,2025-04-21,2025-05-01,21:00:00,True,ATD205553,20,Female,Barcelona,Other,2,6.96,6.75,71.52,Cash,Rock,2,Artist D,8.7,1,7,6,nO
TCK106633,3-day Pass,350,2025-04-16,2025-05-03,15:28:00,True,ATD206633,26,Female,Valencia,Plane,1,18.49,34.87,77.2,Card,Reggaeton,3,Artist B,11.1,8,7,9,Yes
TCK101099,VIP,80,2025-02-03,2025-05-02,14:27:00,True,ATD201099,18,Female,Madrid,Other,3,36.26,46.66,1.66,Card,Rock,3,Artist B,5.1,2,6,4,nO
TCK106117,3-day Pass,80,2025-04-13,2025-05-03,18:07:00,True,ATD206117,26,Female,Barcelona,Other,2,13.12,38.46,33.79,Card,Rock,1,Artist C,8.1,5,10,7,Yes
TCK103148,1-day Pass,80,2025-02-07,2025-05-01,17:42:00,True,ATD203148,28,Male,Madrid,Plane,4,12.47,52.2,30.95,Card,Pop,3,Artist E,5.0,8,7,8,nO
TCK105936,VIP,80,2025-04-08,2025-05-02,22:05:00,True,ATD205936,19,Female,Barcelona,Bus,3,40.18,12.17,29.73,Cash,Reggaeton,2,Artist E,9.2,3,5,8,Yes
TCK108727,VIP,210,2025-02-24,2025-05-03,16:35:00,True,ATD208727,32,Female,Sevilla,Bus,4,43.42,43.58,40.43,Card,Pop,3,Artist E,11.6,2,7,4,nO
TCK106319,3-day Pass,350,2025-03-06,2025-05-02,19:18:00,True,ATD206319,30,Male,Valencia,Train,5,15.86,34.23,11.03,Festival App,Pop,4,Artist B,4.9,3,9,4,Yes
TCK101537,1-day Pass,350,2025-04-16,2025-05-02,21:08:00,True,ATD201537,29,Female,Barcelona,Plane,4,43.98,1.45,49.4,Cash,Electronic,3,Artist D,5.1,6,8,2,Yes
TCK103622,3-day Pass,210,2025-03-03,2025-05-03,21:12:00,True,ATD203622,18,Female,Sevilla,Bus,2,31.69,8.27,97.92,Cash,Rock,1,Artist C,3.4,8,8,6,nO
TCK105209,1-day Pass,350,2025-03-04,2025-05-01,14:52:00,True,ATD205209,24,Other,Madrid,Bus,4,3.49,14.21,36.97,Card,Hip-Hop,1,Artist E,2.1,4,7,4,nO
TCK108106,VIP,80,2025-03-27,2025-05-03,16:17:00,True,ATD208106,27,Female,Madrid,Bus,5,16.09,34.55,30.17,Card,Rock,3,Artist D,7.3,4,10,5,Yes
TCK106086,3-day Pass,80,2025-04-19,2025-05-03,18:07:00,True,ATD206086,18,Other,Barcelona,Car,5,23.36,8.77,23.48,Card,Rock,3,Artist D,8.7,8,10,9,Yes
TCK106177,1-day Pass,350,2025-04-22,2025-05-01,20:09:00,True,ATD206177,22,Male,Malaga,Other,2,18.57,47.43,4.66,Cash,Regueton,2,Artist B,3.0,8,9,4,Yes
TCK100872,1-day Pass,350,2025-02-23,2025-05-01,17:41:00,True,ATD200872,24,Male,Valencia,Plane,4,23.5,13.73,15.92,Cash,hiphop,4,Artist E,6.8,8,10,10,Yes
TCK103792,3-day Pass,80,2025-03-15,2025-05-01,21:25:00,True,ATD203792,24,Female,Valencia,Car,3,13.69,13.87,91.99,Card,Hip-Hop,4,Artist D,10.0,7,8,3,Yes
TCK101766,VIP,210,2025-03-30,2025-05-01,17:52:00,True,ATD201766,23,Male,Madrid,Plane,4,21.71,4.11,91.97,Card,hiphop,2,Artist A,2.4,6,9,3,Yes
TCK101423,3-day Pass,350,2025-03-18,2025-05-03,22:35:00,True,ATD201423,18,Female,Madrid,Other,5,28.17,32.8,38.98,Card,Pop,2,Artist D,6.2,5,8,6,Yes
TCK106235,3-day Pass,350,2025-02-08,2025-05-03,17:39:00,True,ATD206235,26,Male,Sevilla,Car,5,1.28,12.13,98.07,Cash,Rock,4,Artist B,7.6,10,9,6,Yes
TCK105950,VIP,350,2025-02-03,2025-05-03,22:59:00,True,ATD205950,20,Male,Barcelona,Bus,4,22.98,51.5,4.21,Cash,Rock,2,Artist D,8.7,8,9,3,Yes
TCK103465,3-day Pass,210,2025-03-23,2025-05-01,17:15:00,True,ATD203465,23,Female,Barcelona,Car,5,27.68,48.95,45.21,Card,Rock,4,Artist B,5.4,4,5,6,Yes
TCK101876,3-day Pass,210,2025-02-10,2025-05-03,21:39:00,True,ATD201876,18,Female,Barcelona,Car,5,43.24,18.71,99.26,Card,Electronic,4,Artist C,10.9,8,8,5,Yes
TCK100309,3-day Pass,350,2025-03-31,2025-05-01,21:21:00,True,ATD200309,26,Female,Barcelona,Bus,3,36.17,18.37,62.95,Card,Rock,3,Artist A,4.9,8,5,3,Yes
TCK103550,3-day Pass,350,2025-02-13,2025-05-02,18:29:00,True,ATD203550,25,Female,Madrid,Bus,5,21.49,43.98,26.88,Card,Reggaeton,1,Artist B,11.0,8,7,4,nO
TCK106425,3-day Pass,80,2025-03-27,2025-05-03,17:38:00,True,ATD206425,24,Female,Sevilla,Car,5,1.04,41.97,77.78,Card,Pop,1,Artist D,7.0,8,8,3,Yes
TCK106370,1-day Pass,210,2025-04-08,2025-05-03,16:50:00,True,ATD206370,18,Female,Barcelona,Other,2,9.61,0.34,52.39,Cash,Rock,2,Artist E,9.9,4,10,3,Yes
TCK100193,1-day Pass,350,2025-04-15,2025-05-03,21:08:00,True,ATD200193,25,Female,Madrid,Plane,1,30.58,57.48,11.99,Cash,Rock,4,Artist B,3.3,4,8,1,Yes
TCK106079,VIP,210,2025-02-21,2025-05-01,15:50:00,True,ATD206079,19,Male,Madrid,Bus,3,7.1,29.09,41.68,Card,Pop,1,Artist B,11.6,1,8,3,Yes
TCK108529,3-day Pass,210,2025-03-24,2025-05-03,14:28:00,True,ATD208529,28,Female,Barcelona,Bus,4,24.55,39.03,36.35,Cash,Pop,2,Artist C,10.2,9,9,2,Yes
TCK101395,VIP,210,2025-02-03,2025-05-02,17:40:00,True,ATD201395,25,Female,Sevilla,Bus,3,2.42,28.42,15.81,Cash,Pop,3,Artist D,2.3,5,7,5,Yes
TCK102334,3-day Pass,210,2025-02-14,2025-05-01,18:55:00,True,ATD202334,31,Male,Madrid,Other,1,8.94,40.72,2.5,Card,Hip-Hop,3,Artist B,6.8,1,6,3,Yes
TCK100190,3-day Pass,80,2025-04-13,2025-05-03,22:01:00,True,ATD200190,22,Female,Sevilla,Bus,3,18.59,10.56,33.37,Card,Rock,3,Artist E,5.1,8,8,9,Yes
TCK104821,3-day Pass,350,2025-03-19,2025-05-01,20:15:00,True,ATD204821,18,Female,Barcelona,Train,2,37.35,15.22,73.76,Card,Pop,1,Artist C,4.8,1,10,2,nO
TCK104943,3-day Pass,80,2025-02-08,2025-05-03,15:22:00,True,ATD204943,28,Male,Valencia,Bus,3,13.93,43.63,32.91,Festival App,Hip-Hop,1,Artist E,2.5,1,9,3,nO
TCK104065,3-day Pass,80,2025-03-19,2025-05-03,22:13:00,True,ATD204065,29,,Barcelona,Car,4,38.96,29.73,11.04,Card,hiphop,3,Artist D,9.5,8,8,5,Yes
TCK101717,VIP,80,2025-02-09,2025-05-01,21:16:00,True,ATD201717,28,Male,Madrid,Other,5,17.77,26.57,50.2,Card,Regueton,2,Artist C,7.2,1,8,7,Yes
TCK106294,3-day Pass,80,2025-02-19,2025-05-01,16:17:00,True,ATD206294,33,Male,Barcelona,Other,5,6.96,14.52,80.99,Cash,Rock,3,Artist D,10.5,8,7,3,Yes
TCK106380,3-day Pass,210,2025-02-25,2025-05-03,17:46:00,True,ATD206380,22,Male,Valencia,Train,1,49.62,48.33,35.05,Card,Reggaeton,4,Artist C,3.6,4,2,4,Yes
TCK102505,VIP,350,2025-02-23,2025-05-02,17:11:00,True,ATD202505,25,Male,Madrid,Car,3,11.96,53.64,14.77,Festival App,Rock,4,Artist E,8.7,6,9,3,Yes
TCK107766,VIP,350,2025-02-14,2025-05-01,16:03:00,True,ATD207766,24,Female,Madrid,Train,3,43.6,37.87,54.53,Card,Rock,2,Artist D,8.2,3,8,3,Yes
TCK105704,3-day Pass,210,2025-03-04,2025-05-01,16:52:00,True,ATD205704,31,Female,Madrid,Train,3,28.08,18.64,68.0,Card,Pop,4,Artist A,2.6,10,5,6,Yes
TCK102380,1-day Pass,210,2025-03-07,2025-05-01,14:43:00,True,ATD202380,30,Male,Valencia,Bus,2,14.5,47.6,52.24,Cash,Electronic,4,Artist C,2.8,1,7,6,Yes
TCK106955,3-day Pass,210,2025-03-16,2025-05-03,19:50:00,True,ATD206955,18,Male,Malaga,Car,2,23.82,9.49,17.73,Cash,Electronic,2,Artist A,5.7,8,5,6,nO
TCK102201,1-day Pass,350,2025-02-28,2025-05-03,17:00:00,True,ATD202201,24,Female,Barcelona,Car,2,18.54,46.92,8.85,Card,hiphop,3,Artist C,8.3,8,9,2,nO
TCK106778,VIP,350,2025-02-21,2025-05-03,22:33:00,True,ATD206778,26,Female,Valencia,Train,3,40.98,55.01,99.46,Card,Pop,1,Artist E,10.2,7,6,5,Yes
TCK102932,3-day Pass,210,2025-04-18,2025-05-01,16:05:00,True,ATD202932,18,Female,Valencia,Bus,5,2.41,9.54,17.34,Card,Rock,2,Artist C,8.8,2,9,2,Yes
TCK108898,3-day Pass,350,2025-02-08,2025-05-03,21:48:00,True,ATD208898,32,Male,Valencia,Other,4,35.03,27.48,0.71,Card,Rock,3,Artist E,7.1,6,9,8,nO
TCK105199,VIP,350,2025-02-28,2025-05-02,16:21:00,True,ATD205199,28,Male,Madrid,Bus,1,28.19,38.45,57.59,Card,hiphop,4,Artist E,7.8,3,10,4,Yes
TCK103881,3-day Pass,80,2025-03-03,2025-05-02,20:48:00,True,ATD203881,24,Female,Madrid,Plane,4,0.97,12.04,61.29,Card,Rock,2,Artist D,6.0,6,9,4,Yes
TCK105734,3-day Pass,210,2025-04-08,2025-05-02,16:30:00,True,ATD205734,18,Other,Sevilla,Other,4,36.89,26.82,37.45,Card,Regueton,3,Artist C,5.5,4,9,3,nO
TCK106822,3-day Pass,350,2025-02-23,2025-05-01,15:01:00,True,ATD206822,28,Male,Barcelona,Other,5,36.64,11.01,41.39,Card,hiphop,3,Artist D,4.7,6,9,6,Yes
TCK106615,3-day Pass,210,2025-04-15,2025-05-03,21:55:00,True,ATD206615,25,Female,Madrid,Other,4,8.84,24.26,40.96,Cash,Hip-Hop,2,Artist B,9.8,1,7,2,nO
TCK109200,3-day Pass,210,2025-04-27,2025-05-03,21:04:00,True,ATD209200,18,Female,Valencia,Plane,2,30.83,16.08,49.01,Card,hiphop,1,Artist D,10.4,8,2,6,Yes
TCK102353,3-day Pass,80,2025-04-01,2025-05-01,21:31:00,True,ATD202353,18,,Madrid,Train,3,35.08,36.44,70.82,Festival App,Rock,1,Artist A,8.6,1,10,3,Yes
TCK108717,1-day Pass,80,2025-03-18,2025-05-03,22:59:00,True,ATD208717,20,Female,Barcelona,Plane,4,18.84,11.56,15.45,Card,Rock,2,Artist D,2.0,8,6,2,nO
TCK107914,1-day Pass,210,2025-03-31,2025-05-02,21:09:00,True,ATD207914,18,Male,Valencia,Plane,4,32.42,44.01,68.0,Cash,hiphop,4,Artist B,4.7,9,9,3,Yes
TCK106403,1-day Pass,350,2025-04-28,2025-05-01,19:54:00,True,ATD206403,23,Male,Madrid,Other,1,1.83,42.12,54.51,Card,Pop,1,Artist C,6.6,1,8,2,nO
TCK105187,1-day Pass,80,2025-04-19,2025-05-01,14:31:00,True,ATD205187,22,Female,Barcelona,Bus,5,36.84,29.96,6.8,Card,hiphop,1,Artist E,10.7,4,9,5,Yes
TCK100279,3-day Pass,210,2025-02-02,2025-05-02,22:47:00,True,ATD200279,21,Male,Madrid,Train,5,39.08,43.76,3.63,Card,Rock,2,Artist D,10.4,2,8,7,Yes
TCK105356,3-day Pass,210,2025-04-18,2025-05-02,16:18:00,True,ATD205356,28,Female,Madrid,Plane,4,12.17,38.79,89.23,Festival App,Electronic,4,Artist A,5.8,6,7,9,nO
TCK106550,1-day Pass,80,2025-04-23,2025-05-02,22:48:00,True,ATD206550,24,Female,Valencia,Plane,1,8.53,44.66,18.82,Card,Rock,1,Artist C,2.8,1,9,6,Yes
TCK105670,1-day Pass,210,2025-03-05,2025-05-02,20:54:00,True,ATD205670,18,Female,Madrid,Bus,3,12.09,19.96,65.85,Cash,Pop,1,Artist B,5.4,5,6,10,Yes
TCK101174,3-day Pass,80,2025-03-15,2025-05-02,18:50:00,True,ATD201174,26,Male,Madrid,Bus,2,16.88,53.26,82.55,Card,Rock,3,Artist E,11.6,4,9,2,Yes
TCK102209,VIP,80,2025-03-29,2025-05-02,19:20:00,True,ATD202209,30,Female,Madrid,Other,3,25.43,19.66,84.4,Card,Pop,1,Artist B,10.2,4,8,3,Yes
TCK103277,VIP,350,2025-02-13,2025-05-02,16:53:00,True,ATD203277,29,Male,Barcelona,Train,2,12.74,33.16,45.86,Cash,Electronic,2,Artist B,5.0,8,8,3,Yes
TCK101571,,210,2025-04-19,2025-05-03,16:44:00,True,ATD201571,27,Female,Madrid,Car,4,7.5,2.64,30.9,Cash,Regueton,2,Artist B,8.4,2,10,2,nO
TCK107093,VIP,80,2025-03-12,2025-05-02,18:25:00,True,ATD207093,18,Female,Barcelona,Bus,1,48.63,30.06,88.83,Card,Regueton,2,Artist D,11.6,8,6,9,Yes
TCK105738,3-day Pass,210,2025-02-16,2025-05-01,17:13:00,True,ATD205738,30,Other,Sevilla,Train,1,33.77,58.98,7.56,Card,Pop,4,Artist A,3.0,8,8,4,Yes
TCK105624,3-day Pass,350,2025-03-17,2025-05-02,17:38:00,True,ATD205624,25,Male,Madrid,Bus,3,23.01,3.8,18.68,Card,Electronic,4,Artist B,2.6,9,8,2,Yes
TCK107011,3-day Pass,210,2025-04-01,2025-05-03,19:22:00,True,ATD207011,30,Female,Sevilla,Train,2,32.83,42.58,69.83,Cash,Pop,2,Artist C,7.9,8,8,6,nO
TCK106031,,210,2025-02-10,2025-05-03,16:16:00,True,ATD206031,23,Female,Sevilla,Plane,1,21.77,54.66,88.58,Cash,Rock,4,Artist D,9.7,5,9,8,Yes
TCK107417,VIP,80,2025-04-25,2025-05-02,17:19:00,True,ATD207417,21,Male,Madrid,Bus,5,21.55,55.36,2.57,Card,Electronic,1,Artist E,2.0,9,7,6,Yes
TCK103487,3-day Pass,80,2025-04-03,2025-05-02,21:38:00,True,ATD203487,29,Female,Madrid,Bus,1,2.97,9.94,3.28,Festival App,Rock,4,Artist A,3.0,7,10,2,Yes
TCK109168,3-day Pass,210,2025-04-27,2025-05-02,17:17:00,True,ATD209168,18,Female,Malaga,Other,5,28.56,38.73,1.65,Card,Rock,1,Artist A,4.7,6,10,2,nO
TCK104118,VIP,210,2025-04-30,2025-05-01,16:13:00,True,ATD204118,27,Male,Madrid,Plane,5,6.69,35.06,55.75,Card,Regueton,1,Artist A,11.3,3,8,2,Yes
TCK107825,3-day Pass,350,2025-04-27,2025-05-02,21:30:00,True,ATD207825,18,Female,Barcelona,Plane,2,47.77,40.73,80.88,Card,Rock,4,Artist B,4.8,6,8,5,nO
TCK104520,3-day Pass,350,2025-03-25,2025-05-02,18:04:00,True,ATD204520,28,Male,Valencia,Bus,4,37.57,34.19,55.73,Card,Regueton,1,Artist B,4.2,9,8,5,Yes
TCK101507,1-day Pass,210,2025-03-01,2025-05-01,21:07:00,True,ATD201507,25,Other,Madrid,Car,3,21.23,42.91,37.64,Card,Pop,4,Artist A,4.9,1,5,7,nO
TCK105119,3-day Pass,80,2025-02-13,2025-05-03,15:54:00,True,ATD205119,31,Male,Valencia,Train,5,18.68,16.04,64.62,Card,Rock,2,Artist E,11.4,10,8,8,Yes
TCK108033,VIP,350,2025-03-24,2025-05-03,21:35:00,True,ATD208033,24,Male,Barcelona,Train,2,48.39,49.29,54.58,Cash,Hip-Hop,4,Artist E,5.7,8,8,1,nO
TCK107469,3-day Pass,350,2025-02-10,2025-05-01,18:33:00,True,ATD207469,18,Female,Madrid,Car,4,44.5,30.47,32.41,Card,hiphop,1,Artist B,6.4,6,8,4,nO
TCK107835,3-day Pass,210,2025-02-17,2025-05-02,21:48:00,True,ATD207835,28,,Barcelona,Plane,3,49.34,17.89,20.78,Cash,hiphop,4,Artist E,3.9,7,8,6,Yes
TCK102789,3-day Pass,350,2025-04-09,2025-05-02,17:56:00,True,ATD202789,22,,Madrid,Car,4,12.37,27.46,9.47,Card,Rock,4,Artist A,3.2,6,8,8,nO
TCK102031,3-day Pass,350,2025-03-25,2025-05-02,19:21:00,True,ATD202031,27,Female,Barcelona,Plane,5,48.42,36.22,47.7,Card,Pop,4,Artist D,6.8,4,6,7,Yes
TCK105093,VIP,210,2025-04-12,2025-05-02,19:24:00,True,ATD205093,26,Other,Sevilla,Other,3,44.94,6.77,83.71,Card,Regueton,2,Artist E,6.1,4,8,1,nO
TCK104254,3-day Pass,80,2025-04-25,2025-05-03,18:43:00,True,ATD204254,20,Female,Madrid,Plane,2,15.55,59.63,23.76,Cash,Rock,3,Artist E,11.8,4,7,6,nO
TCK106713,3-day Pass,80,2025-02-20,2025-05-03,21:54:00,True,ATD206713,27,Male,Valencia,Other,5,23.76,9.72,9.32,Card,Electronic,1,Artist C,11.2,8,8,4,Yes
TCK108778,3-day Pass,350,2025-03-23,2025-05-01,21:16:00,True,ATD208778,25,Female,Valencia,Other,4,20.07,22.51,80.67,Card,Rock,2,Artist C,4.1,7,9,3,Yes
TCK100586,3-day Pass,80,2025-02-08,2025-05-01,14:54:00,True,ATD200586,28,Male,Madrid,Other,4,49.83,45.99,29.63,Card,Rock,3,Artist C,4.3,1,9,7,Yes
TCK103633,3-day Pass,350,2025-03-08,2025-05-01,20:33:00,True,ATD203633,18,Female,Madrid,Train,2,31.91,1.18,22.21,Card,Regueton,4,Artist D,2.4,1,4,7,Yes
TCK105046,3-day Pass,210,2025-03-20,2025-05-02,18:48:00,True,ATD205046,28,Female,Madrid,Car,5,46.99,47.26,10.91,Cash,Rock,3,Artist B,2.7,8,10,6,Yes
TCK101104,VIP,80,2025-03-28,2025-05-01,17:48:00,True,ATD201104,23,Female,Madrid,Train,5,1.32,10.34,58.51,Card,hiphop,1,Artist A,11.2,5,9,1,nO
TCK106571,VIP,350,2025-02-17,2025-05-01,15:50:00,True,ATD206571,27,Female,Malaga,Car,3,25.82,47.02,72.56,Card,Electronic,4,Artist B,10.9,5,6,6,Yes
TCK101828,VIP,210,2025-03-25,2025-05-01,15:58:00,True,ATD201828,18,Male,Malaga,Bus,3,23.68,12.73,66.35,Card,Rock,4,Artist B,9.6,9,9,5,Yes
TCK104987,3-day Pass,210,2025-04-27,2025-05-03,16:53:00,True,ATD204987,18,Male,Madrid,Bus,4,3.83,17.95,13.02,Card,Pop,2,Artist C,9.5,7,8,9,Yes
TCK106956,1-day Pass,210,2025-04-18,2025-05-01,20:20:00,True,ATD206956,27,Female,Madrid,Bus,3,43.63,54.6,49.6,Card,Rock,2,Artist E,6.1,1,7,8,nO
TCK102735,3-day Pass,350,2025-02-28,2025-05-01,17:46:00,True,ATD202735,31,Female,Madrid,Car,5,29.7,49.81,76.7,Card,Rock,2,Artist C,6.5,3,8,9,Yes
TCK108982,3-day Pass,210,2025-02-26,2025-05-01,22:42:00,True,ATD208982,21,Female,Valencia,Plane,4,30.78,37.84,78.48,Card,Pop,2,Artist C,10.9,8,5,5,Yes
TCK102976,VIP,80,2025-03-15,2025-05-02,19:05:00,True,ATD202976,24,Male,Barcelona,Other,4,5.88,26.72,81.53,Cash,Electronic,3,Artist B,10.8,9,8,5,Yes
TCK105214,3-day Pass,210,2025-02-15,2025-05-01,17:55:00,True,ATD205214,19,Female,Madrid,Car,4,18.81,29.04,52.56,Festival App,Hip-Hop,4,Artist B,10.8,8,6,2,nO
TCK100728,VIP,210,2025-04-17,2025-05-03,19:03:00,True,ATD200728,19,Male,Madrid,Other,1,28.68,30.36,60.76,Card,Pop,1,Artist E,3.6,1,8,1,nO
TCK102031,3-day Pass,350,2025-02-07,2025-05-01,20:40:00,True,ATD202031,28,Male,Malaga,Plane,3,0.05,48.06,44.16,Cash,Regueton,1,Artist C,3.3,4,8,3,Yes
TCK105149,3-day Pass,210,2025-02-12,2025-05-02,17:14:00,True,ATD205149,27,Female,Madrid,Train,1,9.65,10.88,14.67,Cash,Pop,4,Artist E,10.8,2,8,4,Yes
TCK104535,3-day Pass,350,2025-02-01,2025-05-02,17:12:00,True,ATD204535,27,Male,Barcelona,Car,3,14.2,57.23,2.11,Cash,hiphop,2,Artist A,10.9,8,2,4,Yes
TCK108153,3-day Pass,80,2025-03-07,2025-05-02,19:55:00,True,ATD208153,27,Female,Malaga,Other,1,33.31,36.07,50.4,Card,Regueton,1,Artist A,10.8,8,7,8,Yes
TCK109235,3-day Pass,350,2025-03-05,2025-05-01,20:58:00,True,ATD209235,18,Other,Madrid,Plane,5,2.44,38.38,27.41,Card,Rock,4,Artist C,8.4,8,4,2,nO
TCK100599,3-day Pass,350,2025-03-22,2025-05-02,22:02:00,True,ATD200599,26,Female,Madrid,Car,3,32.25,46.18,6.12,Cash,Pop,4,Artist C,3.2,4,10,9,Yes
TCK107268,3-day Pass,350,2025-04-23,2025-05-03,21:54:00,True,ATD207268,32,Male,Barcelona,Bus,4,40.62,6.36,32.82,Card,Rock,2,Artist E,7.0,4,6,2,nO
TCK100721,3-day Pass,210,2025-04-13,2025-05-01,20:07:00,True,ATD200721,23,Female,Sevilla,Bus,2,14.4,0.36,14.75,Card,Rock,2,Artist A,4.8,8,9,2,Yes
TCK107840,VIP,80,2025-04-04,2025-05-01,18:46:00,True,ATD207840,22,Male,Barcelona,Bus,3,48.86,26.23,66.96,Card,Pop,3,Artist A,5.3,8,5,3,Yes
TCK100816,1-day Pass,80,2025-02-04,2025-05-02,16:39:00,True,ATD200816,18,Male,Valencia,Bus,1,41.09,15.31,40.62,Card,Hip-Hop,2,Artist D,3.7,4,9,7,Yes
TCK106454,3-day Pass,350,2025-04-08,2025-05-01,17:25:00,True,ATD206454,24,Female,Madrid,Train,3,9.48,4.76,95.96,Card,Rock,4,Artist E,6.2,4,10,3,Yes
TCK108658,3-day Pass,350,2025-04-30,2025-05-03,19:27:00,True,ATD208658,20,Female,Malaga,Train,3,15.22,29.34,19.43,Cash,hiphop,3,Artist B,6.1,8,8,2,Yes
TCK105525,1-day Pass,210,2025-04-16,2025-05-02,17:33:00,True,ATD205525,27,Male,Madrid,Plane,2,33.45,19.16,27.06,Cash,Rock,4,Artist A,3.3,8,7,6,Yes
TCK106847,VIP,80,2025-03-13,2025-05-03,16:26:00,True,ATD206847,25,Female,Valencia,Other,3,48.79,27.07,75.96,Card,Rock,3,Artist A,10.2,8,8,2,Yes
TCK106809,3-day Pass,210,2025-03-28,2025-05-01,21:00:00,True,ATD206809,18,Female,Valencia,Train,4,4.04,41.85,83.31,Cash,hiphop,3,Artist C,7.5,3,5,8,Yes
TCK108961,3-day Pass,80,2025-04-21,2025-05-03,20:05:00,True,ATD208961,18,Female,Barcelona,Plane,2,2.89,18.77,89.12,Card,Rock,3,Artist B,11.5,8,9,9,Yes
TCK106406,1-day Pass,210,2025-04-02,2025-05-01,20:39:00,True,ATD206406,26,Male,Barcelona,Bus,3,38.39,7.88,29.17,Card,hiphop,3,Artist E,6.9,5,8,3,nO
TCK100306,3-day Pass,350,2025-02-01,2025-05-02,17:01:00,True,ATD200306,19,Other,Madrid,Plane,3,5.93,8.12,27.0,Card,hiphop,2,Artist D,7.5,1,8,1,Yes
TCK106865,3-day Pass,80,2025-03-23,2025-05-02,14:05:00,True,ATD206865,21,Male,Barcelona,Plane,3,14.41,3.74,70.01,Card,Regueton,1,Artist D,11.2,7,10,2,Yes
TCK107071,VIP,210,2025-02-20,2025-05-03,14:33:00,True,ATD207071,18,Male,Madrid,Car,1,30.37,3.09,96.25,Card,Pop,1,Artist E,8.4,8,10,3,Yes
TCK105751,3-day Pass,80,2025-04-07,2025-05-01,16:51:00,True,ATD205751,25,Male,Barcelona,Train,5,45.79,49.29,16.79,Cash,Electronic,4,Artist B,4.3,4,1,2,Yes
TCK105796,3-day Pass,80,2025-03-18,2025-05-03,17:56:00,True,ATD205796,24,Male,Madrid,Train,3,3.74,11.65,32.66,Card,Electronic,3,Artist E,4.6,2,9,4,Yes
TCK106246,VIP,350,2025-03-29,2025-05-02,21:04:00,True,ATD206246,25,Male,Valencia,Train,2,26.58,38.58,38.45,Card,Rock,4,Artist C,6.8,5,7,6,nO
