ticket_id,attendance_date,gender,age,age_group,ticket_type,favourite_genre,group_size,group_type,is_multiday,recommend_to_friend
899,2025-05-01,Female,27,25-34,VIP,Hip-Hop,4,Group,True,True
729,2025-05-01,Male,18,18-24,1-day Pass,Rock,3,Group,False,False
900,2025-05-03,Female,18,18-24,3-day Pass,Pop,5,Group,True,False
901,2025-05-01,Female,26,25-34,VIP,Hip-Hop,2,Couple,True,False
902,2025-05-02,Male,25,25-34,VIP,Hip-Hop,3,Group,True,False
903,2025-05-03,Male,25,25-34,3-day Pass,Reggaeton,2,Couple,True,True
904,2025-05-03,Male,29,25-34,3-day Pass,Rock,3,Group,True,False
905,2025-05-01,Male,20,18-24,3-day Pass,Hip-Hop,5,Group,True,False
906,2025-05-01,Female,29,25-34,3-day Pass,Pop,4,Group,True,False
907,2025-05-02,Male,26,25-34,VIP,Hip-Hop,5,Group,True,True
908,2025-05-02,Female,27,25-34,3-day Pass,Electronic,1,Individual,True,True
909,2025-05-02,Male,23,18-24,3-day Pass,Pop,3,Group,True,True
910,2025-05-01,Female,23,18-24,VIP,Rock,3,Group,True,True
911,2025-05-03,Female,25,25-34,1-day Pass,Electronic,4,Group,False,False
912,2025-05-03,Female,30,25-34,3-day Pass,Reggaeton,4,Group,True,True
913,2025-05-02,Male,19,18-24,3-day Pass,Pop,2,Couple,True,True
914,2025-05-03,Female,28,25-34,3-day Pass,Hip-Hop,5,Group,True,False
915,2025-05-02,Female,18,18-24,3-day Pass,Rock,4,Group,True,False
916,2025-05-03,Female,26,25-34,3-day Pass,Pop,4,Group,True,True
917,2025-05-02,Male,32,25-34,3-day Pass,Pop,5,Group,True,False
918,2025-05-02,Female,26,25-34,3-day Pass,Hip-Hop,3,Group,True,True
919,2025-05-02,Other,25,25-34,3-day Pass,Hip-Hop,1,Individual,True,True
920,2025-05-01,Male,22,18-24,1-day Pass,Reggaeton,3,Group,False,True
921,2025-05-03,Female,27,25-34,VIP,Rock,3,Group,True,True
922,2025-05-02,Female,26,25-34,3-day Pass,Pop,3,Group,True,False
923,2025-05-01,Female,28,25-34,3-day Pass,Rock,4,Group,True,False
144,2025-05-01,Male,24,18-24,VIP,Reggaeton,2,Couple,True,True
924,2025-05-02,Female,23,18-24,VIP,Pop,4,Group,True,False
925,2025-05-03,Female,20,18-24,VIP,Hip-Hop,4,Group,True,False
926,2025-05-02,Female,25,25-34,1-day Pass,Hip-Hop,4,Group,False,True
927,2025-05-01,Female,20,18-24,3-day Pass,Reggaeton,1,Individual,True,True
928,2025-05-02,Female,26,25-34,3-day Pass,Rock,5,Group,True,True
929,2025-05-02,Female,27,25-34,3-day Pass,Pop,2,Couple,True,False
930,2025-05-02,Male,27,25-34,3-day Pass,Pop,5,Group,True,False
931,2025-05-01,Male,24,18-24,3-day Pass,Hip-Hop,4,Group,True,True
932,2025-05-02,Female,21,18-24,3-day Pass,Hip-Hop,3,Group,True,True
933,2025-05-02,Female,24,18-24,3-day Pass,Rock,5,Group,True,True
934,2025-05-03,Male,24,18-24,3-day Pass,Reggaeton,3,Group,True,True
935,2025-05-03,Female,30,25-34,1-day Pass,Rock,3,Group,False,True
936,2025-05-03,Female,27,25-34,3-day Pass,Pop,3,Group,True,True
937,2025-05-03,Female,18,18-24,1-day Pass,Pop,4,Group,False,True
938,2025-05-02,Female,23,18-24,VIP,Hip-Hop,2,Couple,True,False
939,2025-05-01,Female,18,18-24,3-day Pass,Electronic,2,Couple,True,True
940,2025-05-01,Male,21,18-24,3-day Pass,Electronic,4,Group,True,True
921,2025-05-02,Female,26,25-34,VIP,Pop,3,Group,True,True
941,2025-05-02,Male,28,25-34,VIP,Rock,5,Group,True,True
942,2025-05-02,Male,26,25-34,3-day Pass,Rock,5,Group,True,False
943,2025-05-02,Female,26,25-34,3-day Pass,Rock,3,Group,True,True
944,2025-05-03,Male,18,18-24,3-day Pass,Rock,4,Group,True,True
670,2025-05-02,Female,31,25-34,3-day Pass,Rock,2,Couple,True,True
856,2025-05-03,Female,18,18-24,3-day Pass,Rock,4,Group,True,True
945,2025-05-03,Male,18,18-24,3-day Pass,Pop,2,Couple,True,True
946,2025-05-02,Male,29,25-34,1-day Pass,Pop,3,Group,False,True
947,2025-05-01,Male,27,25-34,3-day Pass,Pop,5,Group,True,True
948,2025-05-02,Male,21,18-24,3-day Pass,Pop,3,Group,True,True
949,2025-05-03,Female,18,18-24,3-day Pass,Reggaeton,5,Group,True,False
950,2025-05-03,Female,20,18-24,3-day Pass,Rock,2,Couple,True,True
951,2025-05-01,Male,20,18-24,3-day Pass,Electronic,1,Individual,True,True
952,2025-05-01,Female,33,25-34,1-day Pass,Pop,5,Group,False,False
953,2025-05-03,Female,28,25-34,3-day Pass,Rock,5,Group,True,False
954,2025-05-03,Male,33,25-34,3-day Pass,Reggaeton,3,Group,True,True
955,2025-05-03,Female,23,18-24,3-day Pass,Reggaeton,3,Group,True,False
956,2025-05-02,Male,30,25-34,1-day Pass,Pop,4,Group,False,True
957,2025-05-02,Male,25,25-34,3-day Pass,Electronic,3,Group,True,True
958,2025-05-03,Female,20,18-24,VIP,Pop,4,Group,True,True
959,2025-05-03,Male,22,18-24,3-day Pass,Pop,3,Group,True,False
960,2025-05-01,Female,18,18-24,3-day Pass,Pop,5,Group,True,True
961,2025-05-03,Male,24,18-24,3-day Pass,Rock,3,Group,True,True
962,2025-05-03,Female,29,25-34,3-day Pass,Hip-Hop,2,Couple,True,True
963,2025-05-02,Male,18,18-24,3-day Pass,Electronic,2,Couple,True,False
964,2025-05-01,Female,27,25-34,VIP,Reggaeton,1,Individual,True,True
965,2025-05-03,Female,18,18-24,VIP,Hip-Hop,5,Group,True,True
966,2025-05-03,Female,25,25-34,VIP,Hip-Hop,4,Group,True,False
967,2025-05-03,Male,18,18-24,VIP,Rock,5,Group,True,True
968,2025-05-02,Female,23,18-24,1-day Pass,Rock,3,Group,False,True
969,2025-05-02,Male,20,18-24,3-day Pass,Rock,4,Group,True,True
970,2025-05-03,Female,23,18-24,1-day Pass,Reggaeton,3,Group,False,False
791,2025-05-01,Male,29,25-34,1-day Pass,Pop,2,Couple,False,True
971,2025-05-03,Female,24,18-24,3-day Pass,Rock,3,Group,True,True
972,2025-05-01,Male,25,25-34,3-day Pass,Pop,2,Couple,True,True
973,2025-05-03,Female,20,18-24,3-day Pass,Rock,3,Group,True,False
974,2025-05-03,Male,18,18-24,3-day Pass,Reggaeton,1,Individual,True,False
975,2025-05-03,Female,26,25-34,3-day Pass,Rock,2,Couple,True,True
976,2025-05-02,Male,27,25-34,3-day Pass,Pop,5,Group,True,True
977,2025-05-01,Female,30,25-34,3-day Pass,Rock,3,Group,True,False
978,2025-05-01,Female,26,25-34,3-day Pass,Pop,4,Group,True,True
979,2025-05-02,Female,24,18-24,3-day Pass,Pop,1,Individual,True,False
294,2025-05-03,Male,26,25-34,3-day Pass,Rock,2,Couple,True,True
726,2025-05-03,Male,25,25-34,3-day Pass,Pop,4,Group,True,False
980,2025-05-01,Female,21,18-24,1-day Pass,Rock,5,Group,False,True
981,2025-05-02,Female,29,25-34,VIP,Pop,4,Group,True,True
982,2025-05-01,Male,27,25-34,VIP,Hip-Hop,1,Individual,True,False
983,2025-05-02,Male,26,25-34,3-day Pass,Rock,4,Group,True,True
984,2025-05-02,Male,22,18-24,3-day Pass,Hip-Hop,4,Group,True,True
985,2025-05-03,Male,21,18-24,3-day Pass,Hip-Hop,5,Group,True,True
986,2025-05-01,Male,29,25-34,3-day Pass,Pop,4,Group,True,True
216,2025-05-01,Female,26,25-34,3-day Pass,Rock,5,Group,True,True
987,2025-05-03,Male,30,25-34,VIP,Reggaeton,3,Group,True,True
988,2025-05-03,Male,26,25-34,3-day Pass,Rock,2,Couple,True,False
989,2025-05-02,Female,25,25-34,1-day Pass,Electronic,1,Individual,False,True
990,2025-05-03,Female,23,18-24,3-day Pass,Rock,2,Couple,True,True
479,2025-05-02,Female,22,18-24,3-day Pass,Hip-Hop,1,Individual,True,False
991,2025-05-02,Other,27,25-34,3-day Pass,Rock,3,Group,True,True
992,2025-05-03,Male,28,25-34,VIP,Reggaeton,4,Group,True,False
993,2025-05-03,Female,18,18-24,1-day Pass,Rock,3,Group,False,False
994,2025-05-01,Female,25,25-34,3-day Pass,Pop,3,Group,True,True
995,2025-05-03,Other,29,25-34,VIP,Rock,4,Group,True,False
996,2025-05-03,Female,30,25-34,1-day Pass,Electronic,5,Group,False,False
997,2025-05-01,Female,23,18-24,3-day Pass,Pop,2,Couple,True,True
998,2025-05-03,Female,27,25-34,3-day Pass,Hip-Hop,2,Couple,True,True
999,2025-05-02,Male,26,25-34,3-day Pass,Hip-Hop,3,Group,True,False
1000,2025-05-01,Male,23,18-24,3-day Pass,Rock,2,Couple,True,True
1001,2025-05-03,Female,28,25-34,VIP,Electronic,1,Individual,True,True
1002,2025-05-03,Female,18,18-24,3-day Pass,Hip-Hop,4,Group,True,True
1003,2025-05-03,Male,18,18-24,3-day Pass,Rock,4,Group,True,True
1004,2025-05-02,Male,19,18-24,1-day Pass,Reggaeton,4,Group,False,True
1005,2025-05-02,Female,22,18-24,3-day Pass,Rock,5,Group,True,True
1006,2025-05-01,Male,29,25-34,3-day Pass,Rock,3,Group,True,True
1007,2025-05-02,Male,18,18-24,1-day Pass,Rock,3,Group,False,True
1008,2025-05-03,Male,28,25-34,3-day Pass,Pop,5,Group,True,True
1009,2025-05-02,Female,28,25-34,3-day Pass,Rock,3,Group,True,True
1010,2025-05-03,Male,21,18-24,3-day Pass,Rock,4,Group,True,False
1011,2025-05-03,Female,18,18-24,VIP,Reggaeton,4,Group,True,False
1012,2025-05-01,Female,34,25-34,VIP,Electronic,1,Individual,True,True
1013,2025-05-03,Female,30,25-34,1-day Pass,Pop,1,Individual,False,True
1014,2025-05-01,Female,21,18-24,3-day Pass,Hip-Hop,3,Group,True,False
1015,2025-05-01,Female,25,25-34,3-day Pass,Rock,3,Group,True,True
191,2025-05-03,Female,25,25-34,3-day Pass,Pop,1,Individual,True,True
1016,2025-05-01,Female,23,18-24,3-day Pass,Pop,3,Group,True,False
1017,2025-05-03,Male,22,18-24,VIP,Pop,4,Group,True,True
1018,2025-05-03,Other,28,25-34,3-day Pass,Hip-Hop,3,Group,True,True
1019,2025-05-03,Female,19,18-24,3-day Pass,Rock,4,Group,True,True
1020,2025-05-01,Female,28,25-34,1-day Pass,Rock,3,Group,False,False
1021,2025-05-03,Female,24,18-24,3-day Pass,Hip-Hop,3,Group,True,False
1022,2025-05-03,Male,24,18-24,1-day Pass,Reggaeton,2,Couple,False,False
1023,2025-05-01,Female,24,18-24,VIP,Reggaeton,2,Couple,True,True
1024,2025-05-02,Male,28,25-34,3-day Pass,Reggaeton,1,Individual,True,True
1025,2025-05-01,Male,29,25-34,3-day Pass,Electronic,2,Couple,True,False
1026,2025-05-03,Male,26,25-34,3-day Pass,Electronic,2,Couple,True,True
1027,2025-05-02,Male,22,18-24,3-day Pass,Reggaeton,1,Individual,True,True
1028,2025-05-03,Female,22,18-24,3-day Pass,Pop,4,Group,True,False
327,2025-05-01,Male,25,25-34,3-day Pass,Pop,4,Group,True,True
1029,2025-05-01,Male,24,18-24,1-day Pass,Pop,2,Couple,False,False
1030,2025-05-03,Female,27,25-34,1-day Pass,Rock,2,Couple,False,False
1031,2025-05-02,Male,27,25-34,3-day Pass,Pop,4,Group,True,False
1032,2025-05-02,Female,19,18-24,VIP,Electronic,5,Group,True,True
1033,2025-05-02,Female,25,25-34,VIP,Pop,1,Individual,True,True
1034,2025-05-01,Female,25,25-34,VIP,Reggaeton,4,Group,True,True
1035,2025-05-03,Female,23,18-24,3-day Pass,Hip-Hop,3,Group,True,False
1036,2025-05-01,Female,24,18-24,3-day Pass,Rock,4,Group,True,True
1037,2025-05-02,Female,18,18-24,1-day Pass,Pop,3,Group,False,False
1038,2025-05-03,Female,28,25-34,1-day Pass,Rock,4,Group,False,False
1039,2025-05-03,Male,18,18-24,3-day Pass,Rock,4,Group,True,True
1040,2025-05-02,Male,20,18-24,3-day Pass,Pop,2,Couple,True,False
1041,2025-05-02,Other,18,18-24,3-day Pass,Pop,4,Group,True,False
1042,2025-05-01,Male,27,25-34,3-day Pass,Pop,3,Group,True,True
975,2025-05-02,Male,20,18-24,VIP,Rock,2,Couple,True,True
1043,2025-05-01,Female,26,25-34,1-day Pass,Electronic,1,Individual,False,False
1044,2025-05-03,Male,21,18-24,3-day Pass,Rock,3,Group,True,True
1045,2025-05-02,Female,23,18-24,1-day Pass,Hip-Hop,4,Group,False,True
1046,2025-05-02,Female,23,18-24,3-day Pass,Pop,1,Individual,True,True
1047,2025-05-03,Male,25,25-34,3-day Pass,Reggaeton,3,Group,True,False
1048,2025-05-03,Female,28,25-34,1-day Pass,Rock,5,Group,False,False
1049,2025-05-03,Female,18,18-24,3-day Pass,Electronic,4,Group,True,False
1050,2025-05-02,Male,18,18-24,1-day Pass,Rock,2,Couple,False,False
754,2025-05-01,Male,20,18-24,3-day Pass,Electronic,3,Group,True,True
1051,2025-05-01,Female,24,18-24,3-day Pass,Rock,3,Group,True,True
1052,2025-05-03,Female,31,25-34,3-day Pass,Pop,1,Individual,True,False
1053,2025-05-01,Female,19,18-24,1-day Pass,Rock,3,Group,False,False
1054,2025-05-01,Female,28,25-34,3-day Pass,Rock,3,Group,True,True
1055,2025-05-01,Female,20,18-24,1-day Pass,Rock,3,Group,False,True
1056,2025-05-02,Female,26,25-34,3-day Pass,Rock,5,Group,True,True
1057,2025-05-03,Female,25,25-34,VIP,Rock,3,Group,True,False
1058,2025-05-03,Other,18,18-24,VIP,Electronic,3,Group,True,True
1059,2025-05-02,Female,18,18-24,1-day Pass,Reggaeton,5,Group,False,False
1060,2025-05-01,Female,27,25-34,3-day Pass,Electronic,2,Couple,True,False
1061,2025-05-03,Female,27,25-34,VIP,Pop,4,Group,True,False
1062,2025-05-02,Male,25,25-34,VIP,Rock,1,Individual,True,False
1063,2025-05-03,Other,27,25-34,VIP,Rock,3,Group,True,True
1064,2025-05-03,Male,18,18-24,3-day Pass,Rock,5,Group,True,True
519,2025-05-01,Female,26,25-34,3-day Pass,Reggaeton,4,Group,True,True
923,2025-05-02,Female,30,25-34,1-day Pass,Hip-Hop,1,Individual,False,True
127,2025-05-02,Female,19,18-24,VIP,Hip-Hop,1,Individual,True,True
1065,2025-05-03,Male,27,25-34,3-day Pass,Rock,4,Group,True,True
1066,2025-05-02,Female,24,18-24,3-day Pass,Electronic,4,Group,True,True
1067,2025-05-03,Male,27,25-34,3-day Pass,Pop,4,Group,True,True
1068,2025-05-01,Female,21,18-24,1-day Pass,Rock,5,Group,False,False
1069,2025-05-02,Female,23,18-24,VIP,Electronic,3,Group,True,True
1070,2025-05-01,Male,28,25-34,1-day Pass,Rock,3,Group,False,True
1071,2025-05-03,Male,31,25-34,VIP,Electronic,4,Group,True,False
1072,2025-05-02,Female,29,25-34,3-day Pass,Rock,5,Group,True,True
1073,2025-05-03,Male,33,25-34,3-day Pass,Hip-Hop,2,Couple,True,True
1074,2025-05-01,Other,31,25-34,3-day Pass,Rock,2,Couple,True,True
1075,2025-05-01,Female,25,25-34,3-day Pass,Rock,3,Group,True,False
1076,2025-05-03,Female,28,25-34,3-day Pass,Hip-Hop,4,Group,True,False
1077,2025-05-03,Female,27,25-34,3-day Pass,Hip-Hop,4,Group,True,True
1078,2025-05-02,Female,25,25-34,3-day Pass,Rock,3,Group,True,True
1079,2025-05-03,Male,18,18-24,3-day Pass,Rock,3,Group,True,True
1080,2025-05-01,Female,18,18-24,3-day Pass,Reggaeton,4,Group,True,True
840,2025-05-03,Female,28,25-34,3-day Pass,Rock,1,Individual,True,True
1081,2025-05-02,Female,20,18-24,1-day Pass,Rock,2,Couple,False,False
1082,2025-05-03,Male,18,18-24,3-day Pass,Rock,4,Group,True,True
1083,2025-05-01,Male,30,25-34,1-day Pass,Pop,1,Individual,False,True
112,2025-05-01,Female,18,18-24,3-day Pass,Pop,4,Group,True,False
1084,2025-05-03,Male,28,25-34,3-day Pass,Hip-Hop,4,Group,True,False
1085,2025-05-02,Female,28,25-34,VIP,Pop,4,Group,True,True
1086,2025-05-01,Female,32,25-34,3-day Pass,Hip-Hop,3,Group,True,True
1087,2025-05-02,Other,21,18-24,1-day Pass,Hip-Hop,3,Group,False,False
821,2025-05-01,Male,26,25-34,1-day Pass,Pop,2,Couple,False,False
1088,2025-05-03,Female,26,25-34,VIP,Hip-Hop,4,Group,True,False
1089,2025-05-02,Male,30,25-34,3-day Pass,Rock,3,Group,True,False
1090,2025-05-02,Male,25,25-34,3-day Pass,Rock,2,Couple,True,True
1091,2025-05-02,Female,23,18-24,1-day Pass,Rock,5,Group,False,False
1092,2025-05-02,Female,26,25-34,1-day Pass,Rock,2,Couple,False,True
407,2025-05-02,Female,27,25-34,3-day Pass,Rock,3,Group,True,True
1093,2025-05-02,Female,24,18-24,3-day Pass,Hip-Hop,5,Group,True,True
1094,2025-05-03,Female,22,18-24,VIP,Pop,3,Group,True,False
1095,2025-05-03,Female,29,25-34,1-day Pass,Reggaeton,4,Group,False,False
1096,2025-05-02,Female,29,25-34,3-day Pass,Hip-Hop,2,Couple,True,False
1097,2025-05-03,Male,25,25-34,3-day Pass,Pop,3,Group,True,True
1098,2025-05-02,Male,24,18-24,1-day Pass,Rock,3,Group,False,False
1099,2025-05-02,Female,21,18-24,1-day Pass,Reggaeton,5,Group,False,True
1100,2025-05-03,Male,26,25-34,3-day Pass,Reggaeton,4,Group,True,False
1101,2025-05-01,Male,23,18-24,VIP,Hip-Hop,3,Group,True,True
1102,2025-05-03,Male,21,18-24,3-day Pass,Pop,3,Group,True,False
1103,2025-05-02,Female,29,25-34,3-day Pass,Rock,2,Couple,True,False
1104,2025-05-02,Male,28,25-34,VIP,Rock,5,Group,True,False
1105,2025-05-03,Female,32,25-34,3-day Pass,Rock,4,Group,True,True
1106,2025-05-03,Female,27,25-34,3-day Pass,Hip-Hop,3,Group,True,True
1107,2025-05-01,Male,25,25-34,VIP,Reggaeton,4,Group,True,False
1108,2025-05-02,Male,25,25-34,VIP,Rock,3,Group,True,True
1109,2025-05-03,Male,31,25-34,3-day Pass,Hip-Hop,4,Group,True,False
1110,2025-05-02,Female,19,18-24,3-day Pass,Hip-Hop,2,Couple,True,True
1111,2025-05-01,Female,27,25-34,3-day Pass,Hip-Hop,4,Group,True,True
1112,2025-05-01,Female,32,25-34,VIP,Hip-Hop,5,Group,True,False
1113,2025-05-02,Male,22,18-24,3-day Pass,Pop,2,Couple,True,True
1114,2025-05-02,Female,27,25-34,3-day Pass,Reggaeton,4,Group,True,True
1115,2025-05-03,Female,28,25-34,3-day Pass,Hip-Hop,3,Group,True,True
368,2025-05-01,Female,18,18-24,3-day Pass,Pop,1,Individual,True,True
1116,2025-05-03,Female,27,25-34,3-day Pass,Rock,4,Group,True,True
1117,2025-05-02,Female,29,25-34,3-day Pass,Reggaeton,2,Couple,True,True
1118,2025-05-01,Male,29,25-34,3-day Pass,Electronic,5,Group,True,True
1119,2025-05-01,Male,18,18-24,3-day Pass,Hip-Hop,5,Group,True,True
1120,2025-05-03,Male,25,25-34,1-day Pass,Hip-Hop,2,Couple,False,True
1121,2025-05-02,Female,29,25-34,VIP,Reggaeton,4,Group,True,True
1122,2025-05-02,Female,18,18-24,3-day Pass,Reggaeton,3,Group,True,True
1123,2025-05-02,Female,22,18-24,3-day Pass,Reggaeton,4,Group,True,True
1124,2025-05-02,Male,26,25-34,3-day Pass,Electronic,5,Group,True,False
1125,2025-05-03,Male,19,18-24,3-day Pass,Hip-Hop,4,Group,True,True
1126,2025-05-03,Female,27,25-34,VIP,Reggaeton,4,Group,True,True
1127,2025-05-03,Male,21,18-24,3-day Pass,Rock,4,Group,True,True
1128,2025-05-02,Female,25,25-34,1-day Pass,Hip-Hop,5,Group,False,True
1129,2025-05-02,Female,30,25-34,3-day Pass,Pop,5,Group,True,True
1130,2025-05-03,Male,31,25-34,3-day Pass,Electronic,2,Couple,True,False
611,2025-05-01,Female,32,25-34,1-day Pass,Electronic,5,Group,False,False
1131,2025-05-03,Male,25,25-34,3-day Pass,Pop,2,Couple,True,False
1132,2025-05-02,Female,24,18-24,VIP,Rock,5,Group,True,True
1133,2025-05-02,Male,30,25-34,VIP,Hip-Hop,2,Couple,True,True
1134,2025-05-02,Female,27,25-34,3-day Pass,Hip-Hop,3,Group,True,True
1135,2025-05-03,Male,24,18-24,3-day Pass,Rock,1,Individual,True,False
1136,2025-05-01,Female,28,25-34,3-day Pass,Rock,2,Couple,True,True
1137,2025-05-03,Male,25,25-34,3-day Pass,Hip-Hop,3,Group,True,False
1138,2025-05-01,Other,28,25-34,1-day Pass,Pop,5,Group,False,True
898,2025-05-03,Female,30,25-34,3-day Pass,Electronic,4,Group,True,True
1139,2025-05-01,Male,30,25-34,VIP,Hip-Hop,2,Couple,True,True
1140,2025-05-01,Female,28,25-34,3-day Pass,Hip-Hop,2,Couple,True,False
1141,2025-05-02,Male,24,18-24,3-day Pass,Hip-Hop,4,Group,True,False
1142,2025-05-02,Female,30,25-34,3-day Pass,Electronic,3,Group,True,True
1143,2025-05-02,Female,24,18-24,3-day Pass,Electronic,5,Group,True,True
1144,2025-05-03,Male,26,25-34,3-day Pass,Pop,5,Group,True,True
1145,2025-05-01,Male,25,25-34,1-day Pass,Rock,2,Couple,False,True
1146,2025-05-01,Male,28,25-34,3-day Pass,Pop,4,Group,True,False
1147,2025-05-02,Male,25,25-34,1-day Pass,Hip-Hop,2,Couple,False,True
1148,2025-05-01,Female,29,25-34,1-day Pass,Rock,1,Individual,False,True
1149,2025-05-02,Male,26,25-34,3-day Pass,Hip-Hop,3,Group,True,True
1150,2025-05-01,Female,18,18-24,VIP,Reggaeton,3,Group,True,True
1151,2025-05-01,Female,22,18-24,3-day Pass,Rock,2,Couple,True,True
1152,2025-05-01,Female,27,25-34,3-day Pass,Rock,5,Group,True,True
1153,2025-05-01,Female,18,18-24,3-day Pass,Rock,3,Group,True,True
1154,2025-05-02,Female,27,25-34,3-day Pass,Pop,3,Group,True,True
1155,2025-05-03,Female,25,25-34,VIP,Pop,4,Group,True,False
1156,2025-05-03,Female,18,18-24,3-day Pass,Rock,3,Group,True,False
1157,2025-05-02,Female,24,18-24,1-day Pass,Rock,4,Group,False,True
1158,2025-05-01,Male,25,25-34,1-day Pass,Hip-Hop,5,Group,False,True
1159,2025-05-02,Male,25,25-34,3-day Pass,Reggaeton,1,Individual,True,True
1160,2025-05-02,Female,26,25-34,3-day Pass,Reggaeton,3,Group,True,False
1161,2025-05-02,Female,22,18-24,3-day Pass,Rock,5,Group,True,True
1162,2025-05-01,Female,25,25-34,3-day Pass,Hip-Hop,5,Group,True,True
1163,2025-05-02,Female,25,25-34,1-day Pass,Pop,3,Group,False,True
1164,2025-05-02,Male,26,25-34,3-day Pass,Rock,2,Couple,True,False
1165,2025-05-02,Male,28,25-34,VIP,Rock,2,Couple,True,False
897,2025-05-02,Female,27,25-34,3-day Pass,Hip-Hop,3,Group,True,True
1166,2025-05-01,Female,23,18-24,3-day Pass,Rock,3,Group,True,True
1167,2025-05-01,Female,18,18-24,VIP,Pop,5,Group,True,True
1168,2025-05-03,Male,25,25-34,VIP,Electronic,5,Group,True,True
1169,2025-05-03,Male,23,18-24,3-day Pass,Hip-Hop,1,Individual,True,False
1170,2025-05-02,Male,27,25-34,1-day Pass,Pop,5,Group,False,True
1171,2025-05-02,Male,24,18-24,3-day Pass,Hip-Hop,3,Group,True,False
1172,2025-05-01,Female,18,18-24,1-day Pass,Electronic,4,Group,False,True
1173,2025-05-03,Male,27,25-34,3-day Pass,Hip-Hop,1,Individual,True,True
1174,2025-05-01,Female,20,18-24,1-day Pass,Rock,5,Group,False,True
1175,2025-05-02,Male,21,18-24,3-day Pass,Rock,5,Group,True,True
1176,2025-05-01,Female,24,18-24,VIP,Rock,3,Group,True,True
1177,2025-05-03,Male,28,25-34,1-day Pass,Electronic,3,Group,False,True
1178,2025-05-03,Other,25,25-34,3-day Pass,Pop,1,Individual,True,True
472,2025-05-02,Male,25,25-34,3-day Pass,Rock,3,Group,True,False
1179,2025-05-03,Female,29,25-34,VIP,Pop,4,Group,True,False
1180,2025-05-01,Female,27,25-34,3-day Pass,Pop,5,Group,True,True
1181,2025-05-02,Male,28,25-34,1-day Pass,Rock,1,Individual,False,False
1182,2025-05-03,Other,29,25-34,VIP,Reggaeton,5,Group,True,False
1183,2025-05-02,Female,21,18-24,3-day Pass,Pop,5,Group,True,False
1184,2025-05-03,Male,24,18-24,3-day Pass,Pop,4,Group,True,True
1185,2025-05-03,Female,23,18-24,VIP,Rock,2,Couple,True,True
1186,2025-05-01,Male,20,18-24,3-day Pass,Reggaeton,3,Group,True,False
1187,2025-05-01,Female,25,25-34,VIP,Electronic,4,Group,True,True
1188,2025-05-02,Female,29,25-34,3-day Pass,Reggaeton,5,Group,True,False
1189,2025-05-01,Female,26,25-34,3-day Pass,Reggaeton,4,Group,True,False
1190,2025-05-03,Female,26,25-34,3-day Pass,Pop,3,Group,True,True
1191,2025-05-03,Male,21,18-24,VIP,Rock,2,Couple,True,True
1192,2025-05-02,Male,27,25-34,1-day Pass,Rock,3,Group,False,False
1193,2025-05-03,Female,18,18-24,3-day Pass,Pop,3,Group,True,True
1194,2025-05-01,Other,23,18-24,3-day Pass,Hip-Hop,3,Group,True,True
1195,2025-05-03,Male,18,18-24,3-day Pass,Electronic,5,Group,True,True
1196,2025-05-02,Female,27,25-34,3-day Pass,Hip-Hop,5,Group,True,True
1197,2025-05-02,Female,25,25-34,3-day Pass,Pop,1,Individual,True,True
1198,2025-05-03,Female,20,18-24,3-day Pass,Hip-Hop,5,Group,True,False
1199,2025-05-02,Male,26,25-34,VIP,Rock,3,Group,True,False
1200,2025-05-01,Male,20,18-24,3-day Pass,Electronic,3,Group,True,True
1201,2025-05-03,Female,25,25-34,3-day Pass,Hip-Hop,3,Group,True,True
1202,2025-05-02,Other,18,18-24,VIP,Pop,5,Group,True,True
1203,2025-05-01,Male,18,18-24,VIP,Rock,3,Group,True,False
1204,2025-05-01,Other,23,18-24,1-day Pass,Electronic,3,Group,False,True
1205,2025-05-03,Male,29,25-34,3-day Pass,Pop,3,Group,True,True
367,2025-05-02,Female,29,25-34,3-day Pass,Rock,4,Group,True,False
1206,2025-05-01,Female,24,18-24,3-day Pass,Rock,4,Group,True,False
1207,2025-05-01,Other,18,18-24,3-day Pass,Electronic,2,Couple,True,True
1208,2025-05-03,Male,22,18-24,3-day Pass,Rock,3,Group,True,True
1209,2025-05-02,Male,19,18-24,1-day Pass,Pop,4,Group,False,True
1210,2025-05-01,Female,22,18-24,VIP,Pop,1,Individual,True,True
1211,2025-05-02,Male,26,25-34,3-day Pass,Rock,2,Couple,True,True
1212,2025-05-01,Male,19,18-24,VIP,Electronic,4,Group,True,True
730,2025-05-02,Female,24,18-24,3-day Pass,Rock,3,Group,True,True
919,2025-05-03,Female,28,25-34,VIP,Hip-Hop,5,Group,True,False
1213,2025-05-02,Female,26,25-34,3-day Pass,Pop,4,Group,True,False
1214,2025-05-02,Male,22,18-24,1-day Pass,Reggaeton,3,Group,False,True
1215,2025-05-03,Male,24,18-24,3-day Pass,Rock,4,Group,True,False
1216,2025-05-03,Female,28,25-34,3-day Pass,Rock,5,Group,True,True
1217,2025-05-03,Male,18,18-24,3-day Pass,Rock,3,Group,True,True
1218,2025-05-01,Male,28,25-34,1-day Pass,Pop,3,Group,False,True
1219,2025-05-03,Female,31,25-34,3-day Pass,Pop,4,Group,True,True
1220,2025-05-02,Male,23,18-24,1-day Pass,Hip-Hop,3,Group,False,False
1221,2025-05-01,Male,21,18-24,3-day Pass,Pop,3,Group,True,False
