ticket_id,ticket_type,attendance_date,age,gender,group_size,food_expense,drink_expense,merch_expense,payment_method,favourite_genre,satisfaction_rating,security_rating,cleanliness_rating,recommend_to_friend,spent_that_day,mean_rating,is_multiday,age_group,satisfaction_level,cleanliness_level,security_level,group_type
1906,1-day Pass,2025-05-03,23,Male,2,5.8,39.37,87.19,Card,Rock,2.0,10.0,2.0,False,132.36,4.67,False,18-24,Low,Low,High,Couple
1907,3-day Pass,2025-05-01,24,Male,5,39.34,15.43,8.19,Card,Rock,8.0,9.0,6.0,False,62.96,7.67,True,18-24,Medium,Medium,High,Group
1908,VIP,2025-05-03,29,Male,2,4.96,29.79,81.74,Festival App,Rock,5.0,7.0,3.0,True,116.49,5.0,True,25-34,Low,Low,Medium,Couple
317,3-day Pass,2025-05-03,22,Female,1,46.62,50.38,70.41,Card,Electronic,4.33,7.67,5.0,True,167.41,5.67,True,18-24,Low,Low,Medium,Individual
1909,3-day Pass,2025-05-03,32,Male,3,16.15,4.96,72.62,Festival App,Pop,8.0,7.0,10.0,True,93.73,8.33,True,25-34,Medium,High,Medium,Group
1910,3-day Pass,2025-05-03,18,Female,3,46.96,53.46,8.49,Cash,Hip-Hop,4.0,9.5,4.0,True,108.91,5.83,True,18-24,Low,Low,High,Group
1911,3-day Pass,2025-05-01,28,Female,2,13.66,7.5,92.4,Card,Electronic,6.0,7.0,4.0,False,113.56,5.67,True,25-34,Medium,Low,Medium,Couple
1912,VIP,2025-05-01,18,Male,2,46.55,9.49,60.07,Cash,Rock,5.0,8.0,9.0,True,116.11,7.33,True,18-24,Low,High,Medium,Couple
1913,VIP,2025-05-02,21,Female,5,41.14,29.47,45.72,Card,Rock,5.67,9.33,6.0,True,116.33,7.0,True,18-24,Medium,Medium,High,Group
817,3-day Pass,2025-05-02,21,Female,4,48.59,21.94,11.52,Card,Rock,4.67,8.0,3.33,True,82.05,5.33,True,18-24,Low,Low,Medium,Group
1914,VIP,2025-05-01,27,Female,2,41.88,16.75,93.39,Card,Rock,8.0,10.0,4.0,False,152.02,7.33,True,25-34,Medium,Low,High,Couple
1915,3-day Pass,2025-05-03,21,Female,3,48.9,22.68,28.44,Card,Hip-Hop,4.0,7.5,3.5,True,100.02,5.0,True,18-24,Low,Low,Medium,Group
1916,3-day Pass,2025-05-01,19,Female,1,18.92,41.52,59.51,Cash,Hip-Hop,8.0,9.0,2.0,True,119.95,6.33,True,18-24,Medium,Low,High,Individual
1917,VIP,2025-05-02,19,Female,1,16.85,33.63,44.13,Cash,Hip-Hop,5.5,9.0,5.0,True,94.61,6.5,True,18-24,Medium,Low,High,Individual
1918,3-day Pass,2025-05-03,18,Male,2,47.23,49.47,6.54,Card,Hip-Hop,8.0,7.0,5.0,False,103.24,6.67,True,18-24,Medium,Low,Medium,Couple
1600,1-day Pass,2025-05-02,24,Female,5,39.05,9.72,34.57,Card,Pop,7.0,5.33,3.67,False,83.34,5.33,False,18-24,Medium,Low,Medium,Group
1919,3-day Pass,2025-05-03,18,Other,5,22.69,57.44,62.22,Card,Rock,4.67,7.33,4.0,True,142.35,5.33,True,18-24,Low,Low,Medium,Group
1920,VIP,2025-05-02,29,Female,5,31.08,56.51,19.11,Card,Rock,4.5,7.0,2.5,True,106.7,4.67,True,25-34,Low,Low,Medium,Group
1921,3-day Pass,2025-05-02,28,Male,3,14.81,53.6,0.16,Cash,Electronic,6.0,7.0,6.0,True,68.57,6.33,True,25-34,Medium,Medium,Medium,Group
1922,1-day Pass,2025-05-01,25,Male,3,35.77,25.84,55.13,Card,Rock,5.0,7.0,6.5,True,116.74,6.17,False,25-34,Low,Medium,Medium,Group
331,3-day Pass,2025-05-03,31,Male,3,25.46,16.59,55.5,Card,Pop,7.0,6.0,6.0,True,97.55,6.33,True,25-34,Medium,Medium,Medium,Group
1923,3-day Pass,2025-05-03,23,Male,4,21.24,23.37,52.34,Card,Pop,8.0,7.0,6.0,True,96.95,7.0,True,18-24,Medium,Medium,Medium,Group
1924,3-day Pass,2025-05-03,18,Male,5,14.33,31.09,40.4,Card,Rock,4.0,8.0,5.5,True,85.82,5.83,True,18-24,Low,Medium,Medium,Group
1925,3-day Pass,2025-05-02,23,Female,3,10.44,37.62,1.63,Card,Pop,8.0,8.0,6.0,True,49.69,7.33,True,18-24,Medium,Medium,Medium,Group
688,1-day Pass,2025-05-01,28,Male,2,22.26,8.97,82.6,Card,Reggaeton,4.0,6.0,5.67,True,113.83,5.22,False,25-34,Low,Medium,Medium,Couple
1454,3-day Pass,2025-05-02,22,Female,5,41.53,49.56,32.4,Card,Electronic,7.33,8.33,4.67,True,123.49,6.78,True,18-24,Medium,Low,High,Group
1926,VIP,2025-05-02,19,Female,3,38.82,16.96,83.81,Card,Electronic,8.0,9.0,2.0,False,139.59,6.33,True,18-24,Medium,Low,High,Group
1927,3-day Pass,2025-05-02,28,Male,2,26.74,25.48,97.54,Cash,Hip-Hop,9.0,8.0,3.0,True,149.76,6.67,True,25-34,High,Low,Medium,Couple
1928,1-day Pass,2025-05-02,30,Male,2,24.01,16.36,19.18,Cash,Pop,5.0,9.0,4.33,True,59.55,6.11,False,25-34,Low,Low,High,Couple
1929,3-day Pass,2025-05-03,18,Female,2,10.23,57.33,13.68,Card,Rock,5.33,8.33,5.33,False,81.24,6.33,True,18-24,Medium,Medium,High,Couple
1930,3-day Pass,2025-05-01,26,Male,4,18.3,32.11,9.6,Festival App,Rock,4.67,8.33,6.0,False,60.01,6.33,True,25-34,Low,Medium,High,Group
1931,VIP,2025-05-01,26,Other,3,17.9,17.84,78.26,Card,Hip-Hop,4.0,6.0,1.0,True,114.0,3.67,True,25-34,Low,Low,Medium,Group
1932,1-day Pass,2025-05-02,28,Male,4,36.72,1.03,76.91,Cash,Reggaeton,5.0,7.5,4.5,False,114.66,5.67,False,25-34,Low,Low,Medium,Group
1933,3-day Pass,2025-05-03,19,Female,4,39.42,32.03,49.84,Card,Rock,4.0,9.0,6.33,True,121.29,6.44,True,18-24,Low,Medium,High,Group
1934,3-day Pass,2025-05-03,26,Male,4,12.79,16.63,57.77,Cash,Rock,4.5,7.5,3.5,False,87.19,5.17,True,25-34,Low,Low,Medium,Group
1935,3-day Pass,2025-05-01,18,Male,4,4.05,22.91,18.16,Cash,Electronic,3.5,6.5,6.5,False,45.12,5.5,True,18-24,Low,Medium,Medium,Group
1936,1-day Pass,2025-05-03,24,Other,2,45.27,18.62,50.77,Card,Hip-Hop,10.0,9.0,3.0,True,114.66,7.33,False,18-24,High,Low,High,Couple
1937,1-day Pass,2025-05-01,21,Male,4,19.06,27.02,91.67,Card,Rock,7.67,7.33,3.0,False,137.75,6.0,False,18-24,Medium,Low,Medium,Group
1938,1-day Pass,2025-05-03,25,Female,3,23.56,15.06,90.62,Cash,Hip-Hop,4.0,8.5,4.5,True,129.24,5.67,False,25-34,Low,Low,High,Group
1939,VIP,2025-05-03,18,Female,5,5.65,21.08,98.37,Cash,Hip-Hop,1.0,6.0,7.0,True,125.1,4.67,True,18-24,Low,Medium,Medium,Group
1940,1-day Pass,2025-05-02,25,Other,4,6.72,56.32,3.26,Card,Pop,6.67,8.33,7.0,True,66.3,7.33,False,25-34,Medium,Medium,High,Group
1941,3-day Pass,2025-05-01,23,Male,4,28.49,20.03,38.78,Cash,Rock,4.0,8.5,3.5,True,87.3,5.33,True,18-24,Low,Low,High,Group
1942,3-day Pass,2025-05-02,27,Male,2,24.0,15.26,96.7,Card,Reggaeton,6.5,7.0,2.5,True,135.96,5.33,True,25-34,Medium,Low,Medium,Couple
1943,1-day Pass,2025-05-01,28,Male,5,40.94,11.22,97.75,Cash,Rock,2.5,7.0,3.5,False,149.91,4.33,False,25-34,Low,Low,Medium,Group
1944,3-day Pass,2025-05-03,20,Female,4,19.04,10.06,9.71,Card,Reggaeton,7.0,7.5,9.5,True,38.81,8.0,True,18-24,Medium,High,Medium,Group
1945,VIP,2025-05-01,26,Female,3,38.43,40.83,69.27,Cash,Pop,8.0,9.0,3.0,True,148.53,6.67,True,25-34,Medium,Low,High,Group
1946,1-day Pass,2025-05-03,18,Male,3,17.63,33.99,99.65,Card,Pop,7.0,8.0,7.0,True,151.27,7.33,False,18-24,Medium,Medium,Medium,Group
1947,3-day Pass,2025-05-01,18,Male,2,15.09,33.46,71.52,Card,Hip-Hop,8.0,8.0,7.0,True,120.07,7.67,True,18-24,Medium,Medium,Medium,Couple
592,3-day Pass,2025-05-03,29,Female,3,1.89,21.18,7.19,Card,Hip-Hop,4.0,8.0,6.0,True,30.26,6.0,True,25-34,Low,Medium,Medium,Group
1948,3-day Pass,2025-05-02,26,Male,3,3.89,57.13,37.69,Card,Pop,7.0,6.0,6.0,True,98.71,6.33,True,25-34,Medium,Medium,Medium,Group
1949,1-day Pass,2025-05-02,30,Female,2,32.04,12.95,98.28,Card,Pop,4.5,7.5,5.5,True,143.27,5.83,False,25-34,Low,Medium,Medium,Couple
1950,VIP,2025-05-03,22,Female,4,24.34,0.42,50.48,Card,Rock,6.0,6.0,5.67,False,75.24,5.89,True,18-24,Medium,Medium,Medium,Group
1951,VIP,2025-05-03,28,Male,2,1.55,48.2,98.8,Cash,Rock,6.0,9.5,4.5,True,148.55,6.67,True,25-34,Medium,Low,High,Couple
1952,VIP,2025-05-03,23,Female,3,12.91,19.39,88.73,Card,Rock,5.0,10.0,4.5,True,121.03,6.5,True,18-24,Low,Low,High,Group
1953,1-day Pass,2025-05-01,21,Female,5,7.35,19.67,87.58,Cash,Rock,5.33,7.0,6.0,False,114.6,6.11,False,18-24,Medium,Medium,Medium,Group
1954,3-day Pass,2025-05-01,25,Male,3,49.96,44.59,62.66,Cash,Rock,3.0,9.0,3.0,True,157.21,5.0,True,25-34,Low,Low,High,Group
1955,1-day Pass,2025-05-02,27,Male,5,38.97,28.94,18.16,Cash,Rock,4.5,5.0,6.0,False,86.07,5.17,False,25-34,Low,Medium,Low,Group
1956,3-day Pass,2025-05-03,18,Male,3,11.82,55.5,74.86,Card,Electronic,2.5,8.0,4.5,True,142.18,5.0,True,18-24,Low,Low,Medium,Group
1957,3-day Pass,2025-05-01,25,Male,3,18.88,18.42,51.4,Card,Hip-Hop,3.0,7.0,3.0,False,88.7,4.33,True,25-34,Low,Low,Medium,Group
1480,VIP,2025-05-01,18,Male,5,6.56,24.16,67.24,Card,Rock,8.5,7.5,2.5,True,97.96,6.17,True,18-24,High,Low,Medium,Group
135,1-day Pass,2025-05-01,24,Male,1,35.35,12.51,73.08,Card,Hip-Hop,8.0,7.33,4.0,True,120.94,6.44,False,18-24,Medium,Low,Medium,Individual
182,3-day Pass,2025-05-01,23,Male,1,0.88,2.68,1.08,Card,Hip-Hop,7.0,8.0,4.0,True,4.64,6.33,True,18-24,Medium,Low,Medium,Individual
1958,3-day Pass,2025-05-03,27,Female,3,22.74,48.11,38.32,Card,Rock,4.0,7.0,7.0,True,109.17,6.0,True,25-34,Low,Medium,Medium,Group
1959,1-day Pass,2025-05-01,24,Female,4,24.2,40.7,56.12,Card,Rock,4.0,8.0,2.0,True,121.02,4.67,False,18-24,Low,Low,Medium,Group
1960,3-day Pass,2025-05-01,19,Male,2,12.2,13.61,8.96,Card,Rock,4.5,8.0,4.5,False,34.77,5.67,True,18-24,Low,Low,Medium,Couple
1961,3-day Pass,2025-05-02,28,Male,5,32.9,54.2,98.26,Cash,Hip-Hop,8.0,7.0,8.0,True,185.36,7.67,True,25-34,Medium,Medium,Medium,Group
1962,VIP,2025-05-03,20,Male,4,40.22,0.36,42.11,Card,Reggaeton,8.0,6.5,5.5,True,82.69,6.67,True,18-24,Medium,Medium,Medium,Group
1963,VIP,2025-05-01,25,Other,5,23.8,18.38,50.25,Card,Rock,5.0,10.0,5.0,True,92.43,6.67,True,25-34,Low,Low,High,Group
1964,3-day Pass,2025-05-02,26,Female,2,41.84,22.29,9.83,Cash,Rock,6.0,9.0,4.0,False,73.96,6.33,True,25-34,Medium,Low,High,Couple
1965,3-day Pass,2025-05-02,18,Female,3,2.78,41.82,56.51,Cash,Rock,2.33,8.0,2.67,False,101.11,4.33,True,18-24,Low,Low,Medium,Group
1966,3-day Pass,2025-05-03,19,Female,3,7.39,3.89,4.58,Card,Pop,8.0,10.0,6.0,True,15.86,8.0,True,18-24,Medium,Medium,High,Group
1967,3-day Pass,2025-05-03,18,Male,5,39.58,33.41,10.46,Cash,Reggaeton,8.0,10.0,4.0,True,83.45,7.33,True,18-24,Medium,Low,High,Group
1968,1-day Pass,2025-05-01,28,Female,2,41.59,24.63,54.33,Cash,Rock,4.5,8.0,3.5,False,120.55,5.33,False,25-34,Low,Low,Medium,Couple
1969,VIP,2025-05-03,26,Female,2,25.59,20.08,52.09,Card,Rock,5.5,8.0,6.5,False,97.76,6.67,True,25-34,Medium,Medium,Medium,Couple
1970,3-day Pass,2025-05-01,23,Female,3,43.51,56.05,52.39,Card,Hip-Hop,5.0,5.5,8.5,True,151.95,6.33,True,18-24,Low,High,Medium,Group
402,3-day Pass,2025-05-02,22,Female,4,9.48,5.67,16.74,Card,Hip-Hop,6.0,5.5,6.5,True,31.89,6.0,True,18-24,Medium,Medium,Medium,Group
1971,1-day Pass,2025-05-01,23,Female,4,39.57,51.57,40.03,Card,Rock,3.0,7.0,6.0,False,131.17,5.33,False,18-24,Low,Medium,Medium,Group
1972,3-day Pass,2025-05-02,27,Male,3,9.94,26.58,61.49,Card,Rock,8.0,10.0,4.0,False,98.01,7.33,True,25-34,Medium,Low,High,Group
1973,3-day Pass,2025-05-01,20,Male,5,14.07,10.36,91.78,Card,Pop,8.0,9.0,6.5,True,116.21,7.83,True,18-24,Medium,Medium,High,Group
1974,1-day Pass,2025-05-03,30,Male,4,23.05,28.45,18.43,Festival App,Hip-Hop,8.0,9.0,3.0,True,69.93,6.67,False,25-34,Medium,Low,High,Group
1975,3-day Pass,2025-05-02,18,Male,4,0.84,15.28,90.83,Card,Pop,9.0,9.0,3.5,True,106.95,7.17,True,18-24,High,Low,High,Group
1976,3-day Pass,2025-05-03,18,Male,1,8.47,15.9,9.94,Card,Reggaeton,5.5,7.5,3.5,True,34.31,5.5,True,18-24,Medium,Low,Medium,Individual
1977,3-day Pass,2025-05-02,27,Female,5,18.13,10.53,86.88,Card,Electronic,3.5,9.0,4.0,False,115.54,5.5,True,25-34,Low,Low,High,Group
1978,3-day Pass,2025-05-02,28,Female,5,37.41,54.66,18.89,Card,Rock,3.5,8.5,4.0,True,110.96,5.33,True,25-34,Low,Low,High,Group
1979,1-day Pass,2025-05-01,22,Male,4,36.51,59.01,23.69,Cash,Pop,1.0,9.0,8.0,True,119.21,6.0,False,18-24,Low,Medium,High,Group
1980,3-day Pass,2025-05-03,18,Male,1,0.12,44.85,27.88,Card,Rock,9.0,10.0,3.0,False,72.85,7.33,True,18-24,High,Low,High,Individual
1981,1-day Pass,2025-05-01,23,Male,5,27.35,34.19,44.8,Card,Pop,4.0,6.0,8.0,False,106.34,6.0,False,18-24,Low,Medium,Medium,Group
1982,3-day Pass,2025-05-03,26,Female,2,1.23,28.39,48.24,Card,Hip-Hop,8.0,9.0,4.5,True,77.86,7.17,True,25-34,Medium,Low,High,Couple
1983,1-day Pass,2025-05-01,27,Male,3,16.21,55.72,69.34,Card,Hip-Hop,7.0,7.0,3.0,False,141.27,5.67,False,25-34,Medium,Low,Medium,Group
1984,VIP,2025-05-03,21,Other,4,19.0,28.49,79.97,Cash,Hip-Hop,1.5,7.0,3.0,True,127.46,3.83,True,18-24,Low,Low,Medium,Group
1985,1-day Pass,2025-05-03,21,Female,3,18.29,36.9,40.34,Card,Reggaeton,9.0,7.0,4.0,True,95.53,6.67,False,18-24,High,Low,Medium,Group
1986,VIP,2025-05-03,18,Male,5,46.26,34.67,75.07,Card,Pop,7.5,8.0,4.5,True,156.0,6.67,True,18-24,Medium,Low,Medium,Group
1987,1-day Pass,2025-05-02,27,Male,4,28.35,23.88,40.01,Card,Electronic,8.0,8.0,2.5,True,92.24,6.17,False,25-34,Medium,Low,Medium,Group
1988,3-day Pass,2025-05-02,28,Male,3,12.22,35.13,91.33,Festival App,Rock,6.5,10.0,6.5,True,138.68,7.67,True,25-34,Medium,Medium,High,Group
1989,VIP,2025-05-02,24,Male,3,24.4,5.76,81.16,Card,Hip-Hop,5.0,8.0,6.0,False,111.32,6.33,True,18-24,Low,Medium,Medium,Group
1990,1-day Pass,2025-05-01,21,Female,5,15.69,30.29,33.66,Cash,Hip-Hop,7.0,7.0,4.0,False,79.64,6.0,False,18-24,Medium,Low,Medium,Group
1991,VIP,2025-05-02,21,Male,5,29.74,3.61,85.36,Card,Electronic,6.0,8.5,4.5,False,118.71,6.33,True,18-24,Medium,Low,High,Group
1992,3-day Pass,2025-05-03,29,Other,4,12.12,12.36,67.4,Cash,Electronic,4.67,6.0,2.67,False,91.88,4.45,True,25-34,Low,Low,Medium,Group
1993,VIP,2025-05-01,30,Male,4,9.64,36.42,47.26,Card,Hip-Hop,8.0,8.0,9.0,True,93.32,8.33,True,25-34,Medium,High,Medium,Group
1994,3-day Pass,2025-05-03,18,Female,4,22.03,6.39,7.18,Card,Electronic,8.0,8.0,5.0,False,35.6,7.0,True,18-24,Medium,Low,Medium,Group
1995,1-day Pass,2025-05-03,26,Female,3,16.18,52.32,55.34,Festival App,Rock,6.0,7.0,10.0,False,123.84,7.67,False,25-34,Medium,High,Medium,Group
911,3-day Pass,2025-05-01,19,Female,4,38.9,40.97,66.5,Card,Pop,4.5,8.0,5.0,True,146.37,5.83,True,18-24,Low,Low,Medium,Group
1996,3-day Pass,2025-05-02,21,Female,3,48.68,42.29,8.39,Card,Rock,1.0,9.0,4.0,True,99.36,4.67,True,18-24,Low,Low,High,Group
1997,1-day Pass,2025-05-01,28,Female,2,19.93,42.84,52.78,Card,Rock,3.5,6.0,6.0,True,115.55,5.17,False,25-34,Low,Medium,Medium,Couple
1998,3-day Pass,2025-05-03,26,Male,5,31.24,30.11,33.47,Card,Reggaeton,5.0,7.33,4.33,True,94.82,5.55,True,25-34,Low,Low,Medium,Group
1999,3-day Pass,2025-05-03,27,Female,4,26.8,56.27,37.38,Festival App,Reggaeton,6.67,7.33,5.67,True,120.45,6.56,True,25-34,Medium,Medium,Medium,Group
2000,3-day Pass,2025-05-03,22,Female,1,39.28,57.13,44.99,Card,Rock,6.0,5.0,6.0,True,141.4,5.67,True,18-24,Medium,Medium,Low,Individual
2001,3-day Pass,2025-05-01,19,Female,2,24.77,38.57,33.46,Card,Hip-Hop,9.0,9.0,4.0,True,96.8,7.33,True,18-24,High,Low,High,Couple
2002,1-day Pass,2025-05-02,27,Female,4,10.99,35.12,28.08,Card,Rock,9.0,8.0,2.0,True,74.19,6.33,False,25-34,High,Low,Medium,Group
2003,3-day Pass,2025-05-01,28,Female,4,18.84,37.21,59.37,Cash,Hip-Hop,6.0,8.5,6.5,False,115.42,7.0,True,25-34,Medium,Medium,High,Group
2004,3-day Pass,2025-05-01,24,Male,4,12.9,48.32,24.92,Card,Hip-Hop,4.0,10.0,3.0,False,86.14,5.67,True,18-24,Low,Low,High,Group
877,VIP,2025-05-01,20,Male,2,2.66,14.2,64.38,Card,Rock,5.0,9.0,4.33,False,81.24,6.11,True,18-24,Low,Low,High,Couple
2005,3-day Pass,2025-05-01,22,Male,4,17.79,12.62,9.19,Cash,Pop,7.0,6.0,9.0,True,39.6,7.33,True,18-24,Medium,High,Medium,Group
2006,3-day Pass,2025-05-03,27,Other,2,49.75,29.52,98.56,Festival App,Hip-Hop,8.0,8.0,4.0,True,177.83,6.67,True,25-34,Medium,Low,Medium,Couple
272,3-day Pass,2025-05-03,24,Other,5,48.54,41.85,83.34,Card,Hip-Hop,6.5,8.5,4.5,False,173.73,6.5,True,18-24,Medium,Low,High,Group
2007,1-day Pass,2025-05-02,25,Male,5,2.06,8.02,12.17,Card,Hip-Hop,8.0,8.0,2.0,False,22.25,6.0,False,25-34,Medium,Low,Medium,Group
2008,3-day Pass,2025-05-03,31,Female,5,19.43,36.46,68.54,Card,Hip-Hop,2.5,9.0,5.5,True,124.43,5.67,True,25-34,Low,Medium,High,Group
2009,3-day Pass,2025-05-02,24,Female,3,41.16,30.72,92.23,Cash,Hip-Hop,5.5,8.5,3.5,False,164.11,5.83,True,18-24,Medium,Low,High,Group
2010,VIP,2025-05-02,23,Female,5,7.44,4.88,18.79,Cash,Hip-Hop,8.0,8.67,6.0,True,31.11,7.56,True,18-24,Medium,Medium,High,Group
2011,3-day Pass,2025-05-03,18,Other,3,40.8,35.11,66.81,Cash,Hip-Hop,2.0,5.0,6.0,True,142.72,4.33,True,18-24,Low,Medium,Low,Group
2012,3-day Pass,2025-05-02,27,Female,5,19.69,7.32,76.7,Card,Pop,5.0,8.0,2.5,False,103.71,5.17,True,25-34,Low,Low,Medium,Group
2013,VIP,2025-05-02,28,Male,4,46.89,47.0,48.88,Card,Rock,6.5,9.0,5.0,False,142.77,6.83,True,25-34,Medium,Low,High,Group
318,1-day Pass,2025-05-02,24,Male,3,49.26,26.72,72.73,Card,Hip-Hop,6.0,7.0,4.0,False,148.71,5.67,False,18-24,Medium,Low,Medium,Group
2014,1-day Pass,2025-05-02,27,Male,5,34.17,4.37,79.26,Cash,Hip-Hop,8.0,7.0,4.0,False,117.8,6.33,False,25-34,Medium,Low,Medium,Group
2015,3-day Pass,2025-05-02,22,Female,3,5.7,17.28,82.75,Cash,Reggaeton,10.0,8.0,7.0,False,105.73,8.33,True,18-24,High,Medium,Medium,Group
2016,3-day Pass,2025-05-02,18,Male,5,32.16,10.61,49.59,Card,Hip-Hop,10.0,6.0,6.0,False,92.36,7.33,True,18-24,High,Medium,Medium,Group
818,3-day Pass,2025-05-02,21,Female,2,21.01,54.22,30.41,Card,Rock,7.33,8.0,8.0,True,105.64,7.78,True,18-24,Medium,Medium,Medium,Couple
2017,VIP,2025-05-02,26,Female,2,17.65,31.13,95.36,Card,Electronic,8.0,10.0,5.0,True,144.14,7.67,True,25-34,Medium,Low,High,Couple
1546,VIP,2025-05-02,34,Female,5,15.05,29.97,64.42,Card,Electronic,6.0,7.33,2.67,True,109.44,5.33,True,25-34,Medium,Low,Medium,Group
2018,1-day Pass,2025-05-01,21,Female,3,7.94,1.64,40.1,Cash,Hip-Hop,7.33,6.0,3.33,True,49.68,5.55,False,18-24,Medium,Low,Medium,Group
2019,3-day Pass,2025-05-01,24,Other,5,44.66,18.1,16.32,Card,Rock,6.5,8.0,6.5,False,79.08,7.0,True,18-24,Medium,Medium,Medium,Group
2020,1-day Pass,2025-05-01,21,Female,5,9.61,5.78,6.13,Card,Rock,6.5,9.0,6.5,True,21.52,7.33,False,18-24,Medium,Medium,High,Group
2021,1-day Pass,2025-05-01,29,Female,5,28.68,20.64,8.73,Cash,Rock,4.0,7.33,5.33,False,58.05,5.55,False,25-34,Low,Medium,Medium,Group
2022,1-day Pass,2025-05-01,18,Male,1,46.11,16.17,91.21,Cash,Hip-Hop,3.0,5.0,10.0,True,153.49,6.0,False,18-24,Low,High,Low,Individual
2023,3-day Pass,2025-05-03,22,Female,3,0.65,43.08,22.95,Cash,Rock,10.0,7.0,3.0,True,66.68,6.67,True,18-24,High,Low,Medium,Group
2024,3-day Pass,2025-05-01,23,Male,4,26.23,25.06,94.22,Card,Rock,4.0,10.0,5.0,False,145.51,6.33,True,18-24,Low,Low,High,Group
2025,VIP,2025-05-03,21,Male,5,13.92,34.86,91.99,Card,Hip-Hop,3.0,8.0,9.0,True,140.77,6.67,True,18-24,Low,High,Medium,Group
2026,VIP,2025-05-03,23,Female,4,12.04,58.05,51.67,Cash,Hip-Hop,5.5,4.5,3.5,True,121.76,4.5,True,18-24,Medium,Low,Low,Group
2027,3-day Pass,2025-05-03,22,Female,4,38.26,45.48,96.44,Card,Pop,8.0,9.5,3.0,True,180.18,6.83,True,18-24,Medium,Low,High,Group
2028,3-day Pass,2025-05-02,24,Male,2,41.25,17.79,22.1,Cash,Rock,3.5,6.0,5.0,True,81.14,4.83,True,18-24,Low,Low,Medium,Couple
2029,1-day Pass,2025-05-02,18,Male,5,44.04,2.01,2.77,Festival App,Pop,5.33,8.67,4.0,True,48.82,6.0,False,18-24,Medium,Low,High,Group
2030,3-day Pass,2025-05-03,30,Female,3,19.76,0.4,98.45,Card,Rock,1.0,9.0,2.0,True,118.61,4.0,True,25-34,Low,Low,High,Group
2031,3-day Pass,2025-05-03,26,Male,1,0.39,16.88,9.59,Cash,Rock,7.33,6.67,4.0,False,26.86,6.0,True,25-34,Medium,Low,Medium,Individual
2032,VIP,2025-05-02,27,Male,2,46.42,54.72,88.1,Cash,Hip-Hop,6.0,10.0,6.0,True,189.24,7.33,True,25-34,Medium,Medium,High,Couple
2033,3-day Pass,2025-05-03,20,Male,5,40.12,21.96,32.01,Card,Rock,1.0,10.0,8.0,False,94.09,6.33,True,18-24,Low,Medium,High,Group
2034,3-day Pass,2025-05-03,18,Female,4,8.57,19.08,11.4,Cash,Electronic,6.33,7.33,2.33,True,39.05,5.33,True,18-24,Medium,Low,Medium,Group
1013,3-day Pass,2025-05-02,27,Male,5,28.55,49.37,14.49,Card,Pop,6.0,7.33,4.0,False,92.41,5.78,True,25-34,Medium,Low,Medium,Group
2035,3-day Pass,2025-05-02,22,Male,5,26.25,14.91,52.23,Card,Hip-Hop,8.5,7.0,4.5,False,93.39,6.67,True,18-24,High,Low,Medium,Group
2036,1-day Pass,2025-05-01,28,Female,3,12.81,43.1,11.47,Card,Rock,8.0,6.0,6.0,False,67.38,6.67,False,25-34,Medium,Medium,Medium,Group
2037,3-day Pass,2025-05-01,25,Female,2,26.77,33.64,86.54,Card,Hip-Hop,6.0,7.0,8.0,True,146.95,7.0,True,25-34,Medium,Medium,Medium,Couple
2038,VIP,2025-05-03,22,Male,3,8.45,8.49,14.59,Card,Pop,5.5,4.5,6.0,False,31.53,5.33,True,18-24,Medium,Medium,Low,Group
2039,3-day Pass,2025-05-01,25,Other,3,44.39,40.38,21.85,Card,Rock,7.0,7.0,6.0,True,106.62,6.67,True,25-34,Medium,Medium,Medium,Group
2040,3-day Pass,2025-05-01,26,Other,2,10.77,31.98,78.15,Card,Rock,4.5,8.0,6.0,True,120.9,6.17,True,25-34,Low,Medium,Medium,Couple
2041,VIP,2025-05-03,25,Male,4,30.54,12.03,5.41,Cash,Rock,4.0,9.0,6.0,False,47.98,6.33,True,25-34,Low,Medium,High,Group
1301,1-day Pass,2025-05-02,26,Male,1,13.22,35.41,56.8,Card,Hip-Hop,4.5,6.5,6.5,False,105.43,5.83,False,25-34,Low,Medium,Medium,Individual
2042,3-day Pass,2025-05-03,20,Male,3,40.15,34.01,85.92,Cash,Rock,1.0,8.0,1.0,True,160.08,3.33,True,18-24,Low,Low,Medium,Group
2043,3-day Pass,2025-05-02,30,Female,4,18.52,52.37,52.29,Cash,Pop,4.0,9.0,4.0,True,123.18,5.67,True,25-34,Low,Low,High,Group
2044,1-day Pass,2025-05-03,26,Female,4,37.37,21.16,81.59,Card,Hip-Hop,8.0,7.33,3.67,True,140.12,6.33,False,25-34,Medium,Low,Medium,Group
2045,3-day Pass,2025-05-03,24,Male,4,19.35,57.79,11.48,Card,Pop,9.0,7.0,8.5,False,88.62,8.17,True,18-24,High,High,Medium,Group
2046,3-day Pass,2025-05-01,26,Male,3,12.3,28.86,58.37,Card,Hip-Hop,3.5,8.0,3.0,False,99.53,4.83,True,25-34,Low,Low,Medium,Group
2047,3-day Pass,2025-05-01,28,Male,5,37.88,8.44,20.85,Card,Reggaeton,5.5,7.0,3.5,False,67.17,5.33,True,25-34,Medium,Low,Medium,Group
2048,VIP,2025-05-01,22,Male,3,17.2,2.42,2.49,Card,Rock,8.0,7.0,2.0,True,22.11,5.67,True,18-24,Medium,Low,Medium,Group
