ticket_id,ticket_type,attendance_date,age,gender,group_size,food_expense,drink_expense,merch_expense,payment_method,favourite_genre,satisfaction_score,security_rating,cleanliness_rating,recommend_to_friend
TCK107314,1-day Pass,2025-05-03,18,Male,5,7.02,19.53,21.54,Cash,Hip-Hop,6,9,6,True
TCK108642,3-day Pass,2025-05-01,23,Male,5,14.26,26.71,75.15,Card,Hip-Hop,9,7,9,True
TCK104212,3-day Pass,2025-05-02,30,Female,4,43.04,21.15,75.31,Card,Reggaeton,9,7,5,True
TCK104451,1-day Pass,2025-05-03,20,Male,4,24.59,36.29,8.87,Cash,Rock,4,6,7,True
TCK100222,3-day Pass,2025-05-02,24,Male,5,4.34,58.71,1.57,Card,Pop,8,6,6,True
TCK100896,3-day Pass,2025-05-01,18,Female,3,38.76,43.01,25.83,Cash,Pop,2,6,3,True
TCK104355,3-day Pass,2025-05-01,27,Female,5,5.0,12.94,72.91,Card,Pop,3,9,9,True
TCK100603,3-day Pass,2025-05-02,27,Male,1,49.37,52.79,16.61,Card,Pop,8,10,1,False
TCK108746,3-day Pass,2025-05-02,29,Male,5,21.66,33.95,9.99,Festival App,Pop,6,5,5,False
TCK102267,3-day Pass,2025-05-02,26,Female,3,31.68,8.05,53.21,Card,Rock,3,7,6,True
TCK100334,1-day Pass,2025-05-03,21,Female,3,6.68,22.98,81.79,Cash,Rock,10,9,7,True
TCK105794,3-day Pass,2025-05-01,30,Male,4,25.02,32.28,94.37,Cash,Pop,4,5,5,True
TCK108518,3-day Pass,2025-05-01,28,Male,3,43.78,25.32,22.82,Card,Rock,8,10,4,True
TCK109246,1-day Pass,2025-05-02,29,Female,3,13.66,47.49,85.15,Card,Rock,7,6,3,False
TCK103318,3-day Pass,2025-05-02,24,Female,3,28.44,1.9,92.92,Card,Hip-Hop,7,5,10,False
TCK107969,3-day Pass,2025-05-01,20,Male,5,35.7,50.82,96.84,Card,Electronic,4,9,2,False
TCK102322,1-day Pass,2025-05-03,18,Male,2,40.79,42.49,90.98,Card,Pop,7,6,6,True
TCK108181,3-day Pass,2025-05-02,26,Male,4,19.22,23.92,78.57,Card,Hip-Hop,1,9,8,True
TCK107058,3-day Pass,2025-05-02,26,Female,4,12.06,19.78,62.96,Festival App,Pop,4,8,8,True
TCK100800,3-day Pass,2025-05-02,20,Female,3,23.74,0.88,4.76,Card,Rock,4,1,9,True
TCK104110,3-day Pass,2025-05-02,28,Female,3,23.32,33.23,62.27,Cash,Electronic,1,10,2,False
TCK100943,3-day Pass,2025-05-03,26,Female,4,40.64,17.14,75.0,Card,Rock,5,9,9,True
TCK108707,VIP,2025-05-01,23,Female,4,49.4,15.95,98.85,Cash,Electronic,4,7,6,True
TCK100174,3-day Pass,2025-05-03,32,Female,3,42.29,10.75,87.46,Cash,Reggaeton,8,9,4,True
TCK107861,3-day Pass,2025-05-03,27,Male,4,9.63,56.8,97.64,Card,Reggaeton,9,8,8,False
TCK108166,3-day Pass,2025-05-02,20,Female,5,25.8,55.15,0.75,Card,Hip-Hop,1,6,4,True
TCK100197,3-day Pass,2025-05-03,27,Male,2,49.67,2.25,83.33,Card,Rock,6,5,5,True
TCK104999,VIP,2025-05-02,28,Female,4,7.64,49.56,74.2,Card,Hip-Hop,6,4,5,True
TCK106266,3-day Pass,2025-05-02,27,Female,5,6.85,5.7,58.57,Card,Pop,8,10,4,True
TCK103692,3-day Pass,2025-05-02,18,Male,3,3.75,40.16,3.84,Card,Rock,8,10,3,True
TCK106833,VIP,2025-05-02,22,Female,3,8.96,30.73,30.1,Card,Hip-Hop,6,6,6,True
TCK100823,3-day Pass,2025-05-02,20,Female,5,0.49,7.0,31.51,Card,Pop,1,7,2,False
TCK104077,3-day Pass,2025-05-02,19,Male,5,45.33,10.52,25.12,Cash,Hip-Hop,4,6,7,True
TCK101779,3-day Pass,2025-05-03,18,Female,3,8.16,13.63,86.77,Card,Rock,6,2,9,False
TCK100745,3-day Pass,2025-05-02,18,Other,5,30.82,1.14,91.35,Card,Rock,1,7,6,True
TCK102876,3-day Pass,2025-05-02,29,Female,2,6.75,56.79,26.1,Card,Rock,7,9,4,True
TCK104099,VIP,2025-05-03,25,Male,2,16.73,53.58,70.9,Card,Pop,8,5,8,False
TCK100182,3-day Pass,2025-05-01,25,Male,3,17.44,9.76,84.43,Card,Electronic,6,10,1,True
TCK106669,1-day Pass,2025-05-01,28,Female,4,22.16,37.01,25.17,Cash,Reggaeton,9,2,4,False
TCK103113,1-day Pass,2025-05-03,18,Male,3,15.98,31.15,94.51,Card,Reggaeton,4,8,9,True
TCK105376,3-day Pass,2025-05-03,23,Female,3,34.0,5.91,32.88,Cash,Rock,7,9,3,True
TCK104514,1-day Pass,2025-05-01,29,Male,5,17.25,59.11,41.58,Card,Hip-Hop,8,9,6,True
TCK102023,1-day Pass,2025-05-03,25,Male,4,8.53,21.72,28.07,Cash,Pop,6,10,4,False
TCK106514,VIP,2025-05-02,23,Female,5,8.17,35.86,17.52,Card,Electronic,6,10,6,True
TCK104781,3-day Pass,2025-05-01,28,Male,3,19.18,39.62,45.77,Cash,Electronic,8,7,6,True
TCK100916,3-day Pass,2025-05-02,25,Male,2,34.29,13.37,85.12,Festival App,Rock,4,8,4,False
TCK107595,3-day Pass,2025-05-02,18,Female,2,15.15,53.72,77.04,Cash,Pop,8,9,9,True
TCK107172,3-day Pass,2025-05-01,32,Female,5,8.19,0.98,86.59,Card,Hip-Hop,2,9,1,False
TCK104155,1-day Pass,2025-05-03,28,Other,2,35.71,1.62,8.24,Card,Pop,8,7,2,True
TCK106462,3-day Pass,2025-05-01,32,Female,5,22.1,1.11,54.92,Card,Pop,8,6,8,False
TCK105622,1-day Pass,2025-05-02,31,Male,5,16.28,45.33,27.36,Card,Hip-Hop,4,9,3,False
TCK102530,3-day Pass,2025-05-03,33,Female,2,17.49,26.0,86.36,Card,Electronic,4,8,6,True
TCK100413,1-day Pass,2025-05-02,22,Male,5,14.52,22.64,14.74,Festival App,Rock,1,5,6,False
TCK100436,1-day Pass,2025-05-03,27,Male,2,12.96,50.37,32.66,Card,Hip-Hop,8,5,4,True
TCK103078,VIP,2025-05-02,19,Female,1,41.0,36.94,47.66,Cash,Hip-Hop,6,5,2,False
TCK107500,VIP,2025-05-03,30,Male,4,40.8,10.06,63.54,Card,Pop,6,8,6,False
TCK102323,1-day Pass,2025-05-03,28,Male,4,23.55,58.72,35.88,Card,Pop,8,7,3,True
TCK108745,3-day Pass,2025-05-03,24,Female,3,26.67,13.29,25.05,Cash,Pop,2,10,2,False
TCK107350,3-day Pass,2025-05-01,27,Other,2,8.84,18.23,33.73,Card,Rock,8,9,6,False
TCK106127,1-day Pass,2025-05-01,26,Male,4,35.24,23.6,57.44,Card,Hip-Hop,7,10,6,False
TCK108983,3-day Pass,2025-05-01,30,Other,2,1.1,37.68,82.45,Cash,Reggaeton,1,1,3,True
TCK107321,1-day Pass,2025-05-02,28,Male,5,43.37,8.77,75.56,Card,Pop,6,10,4,True
TCK101678,3-day Pass,2025-05-01,27,Female,3,14.08,7.17,66.23,Card,Hip-Hop,8,8,3,True
TCK104448,3-day Pass,2025-05-02,22,Other,3,35.94,10.27,86.45,Card,Hip-Hop,2,6,3,True
TCK107148,3-day Pass,2025-05-03,22,Female,3,21.67,27.13,48.77,Card,Rock,3,8,4,False
TCK105979,3-day Pass,2025-05-01,23,Other,5,7.53,46.61,32.06,Card,Hip-Hop,4,7,2,True
TCK108265,1-day Pass,2025-05-02,20,Male,1,22.63,5.08,97.17,Card,Hip-Hop,7,8,9,True
TCK104854,VIP,2025-05-01,18,Female,4,28.92,35.39,57.33,Card,Hip-Hop,8,7,6,True
TCK104175,3-day Pass,2025-05-02,27,Male,2,26.66,57.32,42.89,Cash,Pop,8,10,8,False
TCK102403,VIP,2025-05-01,26,Female,2,44.46,21.64,1.1,Card,Rock,6,9,8,True
TCK108360,VIP,2025-05-03,20,Male,3,22.77,12.71,33.52,Card,Reggaeton,2,6,9,True
TCK108871,1-day Pass,2025-05-01,26,Female,5,45.06,57.25,59.11,Card,Hip-Hop,8,5,4,False
TCK106124,VIP,2025-05-02,18,Female,4,44.61,3.61,70.44,Card,Reggaeton,8,10,10,False
TCK105564,3-day Pass,2025-05-01,21,Female,2,41.52,36.7,23.74,Festival App,Rock,8,9,7,True
TCK101000,1-day Pass,2025-05-03,25,Male,3,47.48,17.7,91.1,Card,Rock,1,7,3,True
TCK108327,1-day Pass,2025-05-01,26,Other,2,42.46,49.29,59.6,Cash,Electronic,7,1,2,True
TCK109111,3-day Pass,2025-05-01,18,Female,5,34.45,58.5,72.72,Card,Pop,4,9,3,False
TCK107705,3-day Pass,2025-05-02,18,Female,1,3.72,34.63,95.22,Card,Electronic,5,7,6,False
TCK103758,VIP,2025-05-01,18,Male,3,40.31,14.95,22.06,Cash,Rock,9,2,5,False
TCK109102,3-day Pass,2025-05-02,27,Female,2,1.8,21.11,5.76,Cash,Rock,8,10,9,False
TCK100486,3-day Pass,2025-05-03,18,Male,1,42.28,39.19,87.68,Card,Pop,8,8,4,True
TCK103244,3-day Pass,2025-05-03,23,Female,1,36.82,10.5,62.73,Card,Pop,8,7,3,True
TCK107689,VIP,2025-05-02,28,Female,4,1.43,36.58,88.61,Cash,Pop,6,7,5,True
TCK103594,VIP,2025-05-02,28,Female,3,4.8,9.28,48.9,Cash,Electronic,7,10,4,False
TCK106420,3-day Pass,2025-05-03,19,Male,3,4.36,56.96,82.34,Cash,Rock,8,7,9,True
TCK101160,3-day Pass,2025-05-01,29,Female,3,12.7,1.1,86.02,Cash,Pop,8,10,4,True
TCK102568,VIP,2025-05-01,30,Male,3,44.48,37.72,89.1,Card,Reggaeton,8,10,9,True
TCK109106,VIP,2025-05-01,21,Male,4,36.8,40.76,18.31,Card,Hip-Hop,8,7,2,True
TCK101800,VIP,2025-05-02,30,Female,5,21.9,58.42,29.63,Card,Rock,6,6,6,True
TCK103978,3-day Pass,2025-05-02,27,Other,5,28.96,43.75,73.74,Card,Rock,7,8,5,True
TCK102258,3-day Pass,2025-05-02,20,Female,4,49.77,11.32,64.17,Card,Pop,7,10,4,True
TCK104174,1-day Pass,2025-05-03,27,Female,3,43.81,57.73,1.26,Card,Electronic,6,8,4,True
TCK105283,3-day Pass,2025-05-01,31,Male,2,8.32,5.0,55.31,Card,Rock,9,7,7,False
TCK103031,3-day Pass,2025-05-01,20,Other,2,45.57,12.99,77.59,Card,Reggaeton,1,7,5,True
TCK103301,3-day Pass,2025-05-03,27,Female,5,18.38,21.74,32.0,Cash,Pop,1,8,4,True
TCK104961,VIP,2025-05-03,24,Male,3,49.05,4.15,10.64,Card,Hip-Hop,4,8,8,True
TCK102077,3-day Pass,2025-05-01,21,Female,4,17.18,22.64,99.55,Card,Rock,5,9,2,True
TCK100774,3-day Pass,2025-05-03,22,Male,3,20.42,7.57,0.45,Card,Rock,7,9,10,True
TCK107182,3-day Pass,2025-05-02,18,Female,3,25.94,10.49,48.07,Card,Rock,1,9,4,False
TCK100021,VIP,2025-05-01,26,Male,2,49.07,26.38,64.14,Cash,Hip-Hop,10,10,8,False
TCK106290,3-day Pass,2025-05-01,28,Female,3,4.41,5.58,35.06,Card,Hip-Hop,9,9,7,True
TCK107242,3-day Pass,2025-05-03,24,Female,4,46.99,54.05,57.59,Card,Pop,3,8,3,False
TCK100889,VIP,2025-05-01,25,Female,3,18.21,19.86,48.06,Cash,Reggaeton,8,9,6,True
TCK108408,3-day Pass,2025-05-01,23,Female,2,30.48,50.51,90.9,Card,Electronic,1,8,3,False
TCK103133,3-day Pass,2025-05-01,21,Female,1,28.78,3.93,4.19,Card,Electronic,9,8,9,True
TCK107990,1-day Pass,2025-05-03,29,Male,3,18.97,12.32,58.65,Card,Hip-Hop,10,5,3,True
TCK105485,3-day Pass,2025-05-01,21,Female,1,34.21,51.58,16.35,Cash,Rock,1,7,7,True
TCK101073,VIP,2025-05-02,18,Male,3,36.02,15.61,78.39,Card,Reggaeton,8,7,5,True
TCK100623,3-day Pass,2025-05-01,25,Male,3,42.78,14.86,64.65,Card,Pop,7,10,7,True
TCK104317,1-day Pass,2025-05-02,21,Other,3,36.01,25.9,60.86,Card,Rock,1,7,6,True
TCK102670,3-day Pass,2025-05-02,27,Male,4,22.38,40.93,71.97,Card,Pop,3,7,6,False
TCK103662,3-day Pass,2025-05-01,25,Female,5,35.0,44.5,58.93,Cash,Hip-Hop,4,10,7,True
TCK108974,1-day Pass,2025-05-03,24,Male,4,37.12,59.31,42.81,Festival App,Rock,1,10,6,True
TCK106855,3-day Pass,2025-05-01,25,Female,3,15.04,49.24,89.19,Card,Pop,8,9,6,True
TCK100494,3-day Pass,2025-05-02,18,Male,2,39.95,18.07,80.56,Card,Reggaeton,5,9,5,True
TCK102710,VIP,2025-05-03,18,Male,2,14.48,26.92,99.02,Card,Pop,9,7,9,False
TCK104059,VIP,2025-05-03,24,Male,3,38.22,23.01,29.35,Card,Pop,2,7,2,True
TCK101908,1-day Pass,2025-05-01,25,Female,3,2.14,18.96,74.49,Card,Rock,6,9,4,False
TCK105334,VIP,2025-05-02,26,Female,1,46.65,46.26,82.25,Card,Rock,4,8,3,False
TCK101157,1-day Pass,2025-05-01,29,Female,4,36.01,19.33,81.27,Card,Reggaeton,10,7,7,False
TCK105910,3-day Pass,2025-05-01,19,Male,4,17.71,25.94,38.35,Card,Pop,4,7,8,True
TCK101763,VIP,2025-05-01,24,Male,3,38.18,41.01,50.28,Cash,Rock,1,9,9,False
TCK104950,3-day Pass,2025-05-03,18,Male,4,25.61,46.62,32.97,Card,Rock,6,9,6,True
TCK101990,VIP,2025-05-01,26,Female,3,29.89,38.69,76.15,Cash,Electronic,1,9,4,True
TCK101207,3-day Pass,2025-05-01,23,Male,3,7.54,11.21,81.12,Card,Electronic,8,9,7,False
TCK105401,3-day Pass,2025-05-03,28,Female,4,4.3,41.62,47.51,Card,Rock,4,7,6,False
TCK100886,1-day Pass,2025-05-02,27,Female,4,32.1,28.16,71.09,Cash,Hip-Hop,7,7,9,True
TCK107589,VIP,2025-05-01,24,Female,1,30.82,2.24,41.0,Card,Electronic,7,7,9,True
TCK100633,3-day Pass,2025-05-03,29,Other,4,17.73,52.05,34.34,Card,Pop,8,9,3,False
TCK101406,1-day Pass,2025-05-02,32,Female,5,16.2,7.39,21.13,Card,Reggaeton,7,9,2,True
TCK106301,3-day Pass,2025-05-03,25,Male,3,30.94,59.33,29.52,Card,Rock,8,9,6,True
TCK101105,1-day Pass,2025-05-01,18,Female,2,45.14,46.3,54.96,Card,Pop,8,9,1,False
TCK104360,1-day Pass,2025-05-01,20,Female,2,32.81,22.88,63.64,Cash,Electronic,8,10,2,False
TCK102994,3-day Pass,2025-05-03,21,Male,4,19.09,19.32,34.39,Cash,Pop,4,8,6,True
TCK108298,3-day Pass,2025-05-03,28,Male,4,16.42,7.55,82.77,Festival App,Rock,8,9,8,False
TCK100438,1-day Pass,2025-05-02,18,Female,3,32.82,19.36,50.59,Card,Rock,3,10,7,True
TCK106935,VIP,2025-05-02,21,Male,4,25.93,33.48,63.48,Card,Pop,8,8,6,False
TCK106957,1-day Pass,2025-05-01,30,Male,4,13.68,58.07,87.58,Card,Rock,6,8,9,False
TCK103223,VIP,2025-05-03,18,Female,4,48.95,23.92,66.48,Cash,Pop,4,7,6,True
TCK103391,1-day Pass,2025-05-02,26,Female,3,6.05,55.17,23.24,Card,Electronic,8,8,3,True
TCK101463,3-day Pass,2025-05-02,19,Female,2,25.6,1.47,64.74,Card,Hip-Hop,8,9,9,True
TCK101964,3-day Pass,2025-05-03,27,Male,2,24.05,26.37,86.95,Card,Electronic,6,7,4,True
TCK105654,VIP,2025-05-01,18,Male,1,14.5,24.57,31.29,Card,Rock,9,10,1,False
TCK108109,3-day Pass,2025-05-03,24,Female,5,0.02,57.51,23.16,Card,Rock,8,8,9,False
TCK109062,3-day Pass,2025-05-01,29,Female,3,9.98,6.25,8.18,Cash,Rock,2,9,5,True
TCK104227,VIP,2025-05-03,28,Female,3,26.62,57.19,44.78,Cash,Hip-Hop,8,10,3,True
TCK106135,3-day Pass,2025-05-02,22,Female,2,11.27,18.4,22.44,Cash,Reggaeton,1,8,3,True
TCK100932,3-day Pass,2025-05-01,24,Male,3,44.5,50.33,57.05,Card,Rock,8,8,2,False
TCK103127,3-day Pass,2025-05-03,22,Male,2,15.08,23.92,59.17,Card,Pop,8,7,2,False
TCK101745,1-day Pass,2025-05-03,28,Male,2,9.08,33.9,32.61,Card,Hip-Hop,7,8,4,True
TCK107443,1-day Pass,2025-05-03,28,Male,4,30.19,10.6,34.85,Card,Hip-Hop,6,8,3,False
TCK103538,3-day Pass,2025-05-03,27,Other,4,2.77,57.45,57.19,Cash,Rock,10,9,5,False
TCK103034,1-day Pass,2025-05-03,18,Male,3,35.59,6.31,39.87,Card,Hip-Hop,8,6,1,True
TCK107409,VIP,2025-05-03,26,Female,5,24.71,45.03,38.33,Card,Reggaeton,8,9,3,True
TCK102092,3-day Pass,2025-05-02,30,Male,2,13.67,52.82,26.67,Card,Rock,4,10,5,True
TCK105407,1-day Pass,2025-05-03,18,Other,1,29.48,45.25,61.4,Cash,Pop,8,9,4,False
TCK101905,3-day Pass,2025-05-02,21,Female,3,27.14,41.04,91.68,Card,Pop,2,8,4,False
TCK105391,3-day Pass,2025-05-01,25,Male,1,27.13,27.4,48.14,Festival App,Hip-Hop,5,9,3,False
TCK103084,3-day Pass,2025-05-01,26,Male,1,13.88,8.01,63.01,Card,Rock,2,8,3,False
TCK103210,3-day Pass,2025-05-01,31,Female,2,7.79,4.88,15.72,Cash,Pop,5,7,1,True
TCK103854,1-day Pass,2025-05-01,20,Other,3,31.19,13.62,97.78,Cash,Rock,8,8,4,True
TCK104722,3-day Pass,2025-05-02,20,Female,2,32.31,39.47,68.88,Cash,Pop,4,5,7,True
TCK100055,1-day Pass,2025-05-03,25,Female,3,16.36,17.27,9.68,Festival App,Reggaeton,8,2,6,False
TCK107486,3-day Pass,2025-05-03,29,Male,3,20.48,36.07,44.05,Card,Pop,10,8,5,True
TCK105569,1-day Pass,2025-05-02,27,Female,4,31.54,45.64,96.15,Card,Hip-Hop,9,7,3,True
TCK108672,VIP,2025-05-03,18,Male,4,29.31,40.27,21.47,Card,Electronic,4,8,6,True
TCK105804,1-day Pass,2025-05-02,18,Female,1,33.31,36.09,43.84,Festival App,Reggaeton,9,8,10,True
TCK101501,3-day Pass,2025-05-01,23,Female,2,28.37,33.5,68.93,Cash,Reggaeton,9,8,5,True
TCK101181,VIP,2025-05-01,27,Female,3,40.06,57.3,44.98,Cash,Pop,8,7,3,True
TCK104595,3-day Pass,2025-05-02,33,Male,4,29.97,7.04,3.59,Card,Rock,7,6,4,True
TCK100067,1-day Pass,2025-05-03,28,Female,2,13.24,9.99,6.93,Card,Rock,8,10,9,True
TCK106337,3-day Pass,2025-05-01,27,Female,3,7.55,18.83,68.83,Cash,Reggaeton,6,4,7,True
TCK102661,VIP,2025-05-02,25,Male,3,6.67,34.71,8.08,Cash,Rock,8,7,3,True
TCK105474,3-day Pass,2025-05-01,18,Female,2,4.48,4.71,3.32,Card,Pop,1,8,7,False
TCK106010,3-day Pass,2025-05-02,24,Male,5,10.02,41.91,8.2,Card,Rock,4,6,6,False
TCK103834,3-day Pass,2025-05-01,24,Male,2,14.69,41.69,38.87,Card,Rock,6,10,5,True
TCK102116,VIP,2025-05-02,30,Female,2,44.03,34.31,24.69,Cash,Rock,1,7,10,True
TCK103418,3-day Pass,2025-05-03,20,Male,3,2.26,33.85,56.55,Cash,Reggaeton,6,8,2,True
TCK100720,1-day Pass,2025-05-03,25,Female,2,23.93,39.18,10.13,Cash,Rock,4,8,7,False
TCK101558,3-day Pass,2025-05-02,26,Male,3,36.25,12.87,86.54,Card,Pop,4,8,3,True
TCK108649,1-day Pass,2025-05-01,26,Female,3,11.08,19.23,97.79,Card,Rock,6,8,3,False
TCK101253,3-day Pass,2025-05-01,24,Female,5,41.69,16.94,1.82,Card,Rock,4,10,6,False
TCK107452,3-day Pass,2025-05-01,27,Female,3,21.88,48.41,49.61,Cash,Rock,4,8,3,True
TCK105045,3-day Pass,2025-05-02,28,Female,3,34.41,48.54,31.7,Cash,Electronic,7,7,2,True
TCK109009,3-day Pass,2025-05-03,18,Female,3,38.21,34.92,17.62,Card,Pop,4,10,6,True
TCK108818,3-day Pass,2025-05-02,28,Male,4,31.23,6.58,72.67,Card,Reggaeton,4,8,3,True
TCK105292,3-day Pass,2025-05-02,18,Male,4,23.73,8.35,22.02,Cash,Hip-Hop,8,7,3,True
TCK101831,3-day Pass,2025-05-02,34,Male,2,22.91,19.7,38.35,Card,Rock,7,4,3,False
TCK104420,1-day Pass,2025-05-03,23,Male,5,44.22,29.7,7.93,Cash,Rock,8,6,4,True
TCK104060,3-day Pass,2025-05-03,20,Female,2,6.75,52.38,21.82,Cash,Rock,8,9,5,True
TCK102675,3-day Pass,2025-05-02,20,Female,3,22.08,3.86,53.42,Cash,Hip-Hop,9,9,10,True
TCK102230,3-day Pass,2025-05-02,22,Female,2,20.04,6.8,61.08,Card,Rock,8,9,6,False
TCK100954,3-day Pass,2025-05-02,30,Female,3,18.13,47.13,19.47,Card,Pop,8,6,3,False
TCK100823,1-day Pass,2025-05-01,18,Male,5,23.23,34.03,44.5,Card,Pop,10,8,3,False
TCK107248,VIP,2025-05-02,25,Male,2,16.3,19.67,0.12,Card,Pop,2,9,3,True
TCK102844,1-day Pass,2025-05-02,23,Male,3,19.16,15.3,26.5,Festival App,Pop,4,10,5,False
TCK102967,3-day Pass,2025-05-03,31,Female,2,23.52,17.12,97.57,Cash,Rock,4,2,7,True
TCK105064,3-day Pass,2025-05-01,21,Female,1,49.03,19.19,21.89,Cash,Rock,2,8,5,True
TCK102059,1-day Pass,2025-05-02,29,Female,3,18.57,23.26,49.02,Cash,Hip-Hop,10,9,6,True
TCK101646,VIP,2025-05-03,26,Female,2,13.63,15.09,46.7,Cash,Hip-Hop,4,6,6,False
TCK105325,1-day Pass,2025-05-01,27,Male,5,4.08,40.58,61.81,Card,Reggaeton,1,10,3,False
TCK109086,3-day Pass,2025-05-01,24,Female,2,31.72,28.12,48.23,Festival App,Reggaeton,8,9,6,True
TCK100305,3-day Pass,2025-05-02,28,Male,2,33.0,42.99,27.16,Card,Rock,8,9,6,True
TCK103069,1-day Pass,2025-05-03,24,Male,3,21.78,33.4,88.17,Card,Rock,6,10,3,True
TCK102416,VIP,2025-05-01,18,Female,1,19.82,9.02,47.24,Card,Rock,8,2,6,True
TCK101541,VIP,2025-05-03,25,Female,2,47.89,14.94,6.68,Cash,Electronic,8,7,8,True
TCK101453,3-day Pass,2025-05-03,18,Female,3,1.64,39.86,18.35,Cash,Reggaeton,8,8,6,True
TCK101258,VIP,2025-05-03,29,Female,3,40.01,11.5,27.57,Card,Rock,8,8,10,False
TCK100773,1-day Pass,2025-05-02,30,Female,2,3.94,31.03,19.55,Card,Rock,9,7,5,True
TCK106850,3-day Pass,2025-05-03,33,Female,3,10.68,18.6,59.17,Card,Hip-Hop,7,9,2,True
TCK104680,3-day Pass,2025-05-03,23,Male,2,2.87,22.8,34.95,Card,Rock,4,6,6,True
TCK106059,3-day Pass,2025-05-02,25,Female,4,10.03,55.32,81.47,Card,Rock,8,7,3,False
TCK101147,VIP,2025-05-01,26,Female,2,2.89,35.11,61.67,Card,Rock,8,7,2,True
TCK103267,3-day Pass,2025-05-01,18,Male,3,47.29,32.66,35.92,Cash,Rock,8,10,3,True
TCK106667,VIP,2025-05-01,24,Male,5,38.49,4.14,27.11,Card,Pop,5,8,4,True
TCK104522,3-day Pass,2025-05-03,18,Male,4,11.29,8.84,75.59,Card,Rock,1,7,6,True
TCK107218,1-day Pass,2025-05-01,18,Female,4,26.43,13.44,30.78,Cash,Hip-Hop,7,10,2,True
TCK108439,VIP,2025-05-01,26,Male,3,8.83,28.8,36.21,Card,Rock,9,10,6,True
TCK106111,1-day Pass,2025-05-02,23,Female,3,44.33,20.4,91.67,Cash,Pop,4,10,2,False
TCK102914,VIP,2025-05-02,28,Female,2,27.03,45.38,53.96,Cash,Electronic,8,9,2,False
TCK101668,3-day Pass,2025-05-01,18,Male,3,35.79,32.13,86.54,Cash,Electronic,4,10,8,True
TCK109213,3-day Pass,2025-05-01,25,Female,5,36.1,4.11,50.77,Card,Rock,1,8,5,True
TCK101644,3-day Pass,2025-05-03,18,Female,1,37.47,29.64,45.91,Cash,Hip-Hop,8,10,10,True
TCK103350,VIP,2025-05-01,20,Female,3,36.1,56.52,49.18,Card,Rock,8,5,6,True
TCK101888,3-day Pass,2025-05-02,20,Female,4,4.11,26.5,69.84,Card,Hip-Hop,1,8,2,True
TCK105197,1-day Pass,2025-05-01,25,Male,5,46.45,56.72,25.37,Card,Hip-Hop,4,10,10,False
TCK102965,3-day Pass,2025-05-01,24,Female,3,47.03,47.6,69.49,Card,Electronic,8,9,9,False
TCK101075,VIP,2025-05-02,26,Female,4,17.45,31.09,53.59,Card,Rock,4,5,5,True
TCK107871,3-day Pass,2025-05-03,26,Female,2,37.78,49.54,39.54,Card,Rock,8,6,3,True
TCK101458,3-day Pass,2025-05-03,21,Female,3,17.79,54.74,50.34,Card,Rock,6,9,2,True
TCK101148,1-day Pass,2025-05-01,20,Female,1,42.36,3.83,4.13,Card,Rock,1,8,9,True
TCK106940,3-day Pass,2025-05-03,22,Female,4,31.49,11.65,87.12,Card,Pop,4,7,5,True
TCK106479,1-day Pass,2025-05-02,23,Female,3,5.86,35.97,31.83,Card,Rock,1,10,9,False
TCK107764,1-day Pass,2025-05-01,28,Female,3,21.93,46.71,31.53,Cash,Rock,4,10,1,True
TCK109133,3-day Pass,2025-05-02,18,Female,1,11.97,12.59,96.95,Card,Hip-Hop,1,8,8,True
TCK108304,3-day Pass,2025-05-02,26,Female,2,39.76,29.45,89.27,Cash,Hip-Hop,4,9,5,True
TCK103667,3-day Pass,2025-05-02,22,Female,2,31.64,48.59,12.29,Card,Reggaeton,1,8,6,False
TCK102687,3-day Pass,2025-05-01,28,Male,4,43.54,47.66,41.54,Card,Rock,7,7,8,True
TCK103213,1-day Pass,2025-05-03,30,Female,4,43.04,8.73,95.12,Card,Reggaeton,7,9,6,False
TCK107820,VIP,2025-05-02,20,Female,2,41.6,37.95,88.27,Card,Pop,7,10,3,True
TCK109135,1-day Pass,2025-05-01,24,Male,3,45.76,2.7,88.5,Cash,Rock,4,10,2,True
TCK103165,3-day Pass,2025-05-03,25,Female,4,26.18,5.01,23.12,Cash,Pop,8,9,4,True
TCK102816,3-day Pass,2025-05-02,18,Female,5,23.24,37.74,90.6,Cash,Rock,8,7,2,True
TCK105611,3-day Pass,2025-05-01,18,Male,3,27.85,18.23,66.18,Cash,Pop,10,7,3,True
TCK108149,3-day Pass,2025-05-03,24,Male,5,43.7,51.57,83.06,Cash,Rock,8,9,2,True
TCK101829,VIP,2025-05-03,24,Male,4,49.0,35.08,96.75,Card,Rock,7,10,5,True
TCK101663,3-day Pass,2025-05-03,22,Male,5,20.65,12.02,14.63,Cash,Hip-Hop,4,9,2,False
TCK102085,3-day Pass,2025-05-03,27,Male,4,7.32,30.96,59.55,Card,Reggaeton,6,7,2,True
TCK109193,VIP,2025-05-02,28,Male,3,43.4,11.5,77.01,Card,Hip-Hop,8,7,7,False
TCK103217,3-day Pass,2025-05-03,20,Male,4,36.96,17.94,24.7,Cash,Rock,9,7,10,True
TCK106868,1-day Pass,2025-05-01,18,Female,3,19.01,55.2,87.43,Card,Pop,1,7,4,True
TCK102175,3-day Pass,2025-05-03,27,Female,5,17.43,41.01,60.08,Cash,Rock,7,10,4,False
